,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
2/20/2024,1400,4270,16180,1360,4865,16180,655,5660,7155,760,1936,2676,445,1723,-5589,-665,-6996,1559,305,-2113,-7823,-3108,-1667,-4021,1835,5995,4618,-3108,-2042,-4021,1400,4270,4090,1360,5315,11785,655,4645,12405,760,4645,12405,445,2210,-2935,-665,-4030,-6680,305,-4865,-10765,-2735,-4885,-20310,745,-3905,-9205,-2735,-5660,-20310,-400,481,-900,481,-1017,5264,293,4934,1868,-3066,-434,-6677,-6840,-1399,-4628,-2204,-1000,1436,-4628,-2204
2/21/2024,1800,3015,9606,430,755,7029,465,-1080,3674,525,-1080,3674,2315,8939,19146,2805,9526,23307,2950,20318,20599,-25,-2939,-6457,1835,835,11571,-25,-2939,-6457,1800,3015,8335,430,1890,1975,465,1855,1500,525,1855,1500,2315,9145,22735,2805,7840,17355,2950,17525,18150,-25,3800,3195,2070,16580,18150,-25,3650,2175,4515,13990,3400,12803,3400,12738,3395,12868,9180,10888,9315,22984,20898,29234,-2675,-3656,805,7192,-2675,-3656
2/22/2024,1590,3050,1473,490,2795,1473,1650,2795,1473,3570,2795,1473,-5585,-6235,-8974,905,-1720,-4538,1690,769,-8991,7497,9594,4384,-925,-4960,-3800,7387,9594,4384,1590,3050,3460,490,1830,130,545,1640,-65,545,1640,-65,-3430,-9095,-18830,905,-1720,-1905,1690,1205,-3195,7945,13510,36020,1980,3005,-2140,7835,13510,36020,2575,762,1505,762,1935,762,-880,762,-5375,-8980,-295,-540,-1305,-5615,11543,6275,-3210,-8995,11543,6275
2/23/2024,275,-1625,-868,1275,-1390,292,575,-1250,2232,1772,665,512,1750,3765,5701,935,90,4503,1450,1985,2856,8350,-2411,-6264,-115,1615,1594,8350,-2411,-6264,275,-1625,-1120,1275,-960,-3785,-175,-3455,-6295,-175,-3455,-6295,1750,3765,7000,935,215,2255,1450,2325,4845,8280,13245,46650,1100,2325,3790,8280,13245,46650,1375,2637,1670,3367,3175,3367,1920,3367,2760,16085,295,8446,6729,12901,-4843,-5240,-1560,10108,-4843,-5240
2/26/2024,760,-6705,-4362,460,-3438,-5902,460,-3438,-5902,460,-3438,-5902,2750,3355,2744,1510,-1425,755,215,-610,-5151,-2011,2851,5859,1750,810,-3868,-2426,1916,5859,760,-6705,-12785,460,-4080,-7235,460,-4080,-7235,460,-4080,-7235,2750,3650,8770,1510,-1425,-1410,215,-610,-7560,-5685,-15970,-43380,455,-3025,-13630,-6100,-16905,-43990,-2368,-6650,-4955,-7404,-4005,-7404,-3505,-7404,4325,11182,-50,6405,-1825,6552,2235,12674,1755,8996,2065,12674
2/27/2024,1615,2495,1414,-1095,5360,4139,-1095,5440,5114,-1095,5220,4864,1950,1915,3873,4805,4780,9939,3720,6186,10154,180,-2220,-6720,4285,3325,4707,180,-2220,-6720,1615,2495,-2385,-1095,1080,4105,-1095,1300,4105,-1095,1300,4105,1950,1915,5350,4805,4780,11240,3720,6430,6955,180,-1785,1215,3490,3825,9145,180,-1785,1215,2499,3490,3380,3490,3291,3490,3626,3490,660,1200,2965,3924,3060,7757,-4902,-8917,-1135,1345,-4902,-8917
2/28/2024,3970,7405,1590,4725,3614,1590,4755,3619,2344,4755,3619,1304,3775,5600,15817,4525,4495,-408,4000,14534,22423,6935,6882,-3567,4165,8165,2780,6935,6362,-3567,3970,7405,895,4725,6000,820,4755,6005,820,4755,6005,820,3775,6335,19200,4525,4495,-60,4000,14700,19270,2095,6900,-6585,2205,15430,20385,2095,6380,-6585,-4345,-3376,-4405,-3376,-4405,-3376,-4405,-3376,12310,20542,-1050,-4735,1975,500,-5705,-4802,1300,6482,-6080,-4802
2/29/2024,510,3075,1833,180,2335,1113,-185,1370,1113,-185,1370,1113,-430,-2820,-4175,1165,3005,3419,1135,1424,-65,3315,6371,11024,300,1985,3643,3270,5511,11024,510,3075,7555,180,1395,1160,-185,1035,1160,-185,1035,1160,-430,-2365,-4170,1165,2540,9335,1135,3260,1905,3315,12790,41180,150,2625,1905,3270,11930,41180,4158,3484,2617,1494,2617,1494,2617,1494,-701,-3035,4575,4290,5581,1731,4644,15278,385,1963,4359,15278
3/1/2024,1560,2570,3748,2460,490,2696,1495,455,2051,2230,400,1956,-5500,-6400,-8180,-770,-2604,-7520,30,-2384,-8797,7290,2396,16097,-1045,-2713,-7090,7290,2396,16097,1560,2570,5360,2460,940,1410,2340,785,-400,2640,1005,-400,-4390,-8275,-18540,-770,-2120,-3690,30,-1780,-5700,7290,10740,34200,-2865,-2190,-4690,7290,10740,34200,1285,4197,285,2106,280,2192,-111,2192,-6245,-8590,359,-3319,-4880,-6017,4695,14978,-3704,-7217,4695,14978
3/4/2024,1445,-2810,-3105,1705,-2855,-2845,695,-2890,-2845,850,-2635,-2845,5285,9329,-290,4675,2422,-2749,7005,2258,2055,7095,3490,-4484,4100,-3020,-4044,7095,3490,-4484,1445,-2810,-3105,1705,-315,-5450,695,-95,-5450,850,-95,-5450,5285,10280,-14805,4675,9095,-3975,7005,6130,2205,9190,11265,39510,6490,6645,495,9190,11265,39510,-1975,5314,-945,5039,-725,5039,-725,5039,4785,4800,5150,2535,75,6531,5815,6140,-1665,1313,5815,6140
3/5/2024,1015,5735,13584,930,2035,6064,-160,2270,16964,6055,5923,19066,2360,4587,10758,3330,9675,27715,7940,14665,32839,7690,2531,4435,2455,3330,-2809,7025,2531,5663,1015,5735,14385,930,2290,6650,-160,2150,6645,-90,2150,6645,2360,6530,20130,3330,10085,32760,7940,15075,42765,8485,16710,73290,7050,12350,38795,8135,15915,71770,4205,9365,2415,9365,3480,9546,10922,11023,10744,12654,12300,23260,21431,35209,1644,2434,1009,2395,1644,2434
3/6/2024,2580,1065,-185,1210,660,505,860,1940,3909,1000,7695,-1726,2685,3718,-940,1285,620,-6253,2245,1725,5598,4855,3463,-3098,3250,-1415,-3371,4855,2985,-3098,2580,1065,-1750,1210,-80,175,860,1720,175,1000,75,175,2685,4160,6585,1285,620,-14930,2245,1725,1920,3745,-7490,-35315,1930,1615,1215,3745,-7890,-35315,5195,6212,40,6657,3855,6401,830,3416,2800,9212,-4403,-8856,735,-1938,-3835,-4301,-465,7602,-3835,-4301
3/7/2024,1935,10380,9757,2765,9490,10877,2500,9106,10883,3565,9267,10266,-1575,-3750,-6805,830,4155,1580,2180,6250,-1534,8280,17927,6494,-800,2670,3330,8280,17927,6494,1935,10380,13075,1895,11885,24250,1690,12025,24350,1690,12025,24350,-830,515,-3645,830,4155,1580,2180,6675,-935,9355,26835,16590,1235,8290,1455,9355,26835,16590,8215,11144,7415,14699,7415,14742,7415,14742,-5019,-7134,-3290,-3634,-3265,-5310,5345,6312,180,-7775,5345,6312
3/8/2024,1390,1205,-4231,-500,1584,-4231,-1450,879,-4331,-1510,-192,-2115,1415,1938,-8117,1845,3194,-7200,2170,-4485,-7502,3215,-6755,-7182,-1510,-6780,596,3190,-6755,-7182,1390,1205,-4240,-500,-3130,-4910,-1450,-3175,-6080,-1305,-2900,-6080,1415,2385,-250,1845,3565,1425,2170,1630,-2640,4665,6430,11500,2770,1685,-240,4640,5540,9915,640,-731,-220,-731,-185,-5215,-1330,-2315,2318,-6493,230,1969,-4425,-8960,-6995,-8540,-3817,-7005,-6995,-8540
3/11/2024,3900,-565,-6680,3190,1215,-6765,1815,-105,-4815,1815,-105,-3139,5005,12680,13514,2825,7510,2184,4815,3616,8762,1640,-4880,-7235,3305,-275,-2165,1640,-4880,-7235,3900,-565,-12030,3190,540,-8585,1815,540,-8585,1815,540,-8585,5005,12680,16955,2825,7510,3330,4815,4045,12020,945,-1050,-42835,5865,3910,10820,945,-1050,-42835,-4675,-6261,-5116,-6658,-5116,-6736,-4246,-5969,10035,13858,1725,1472,-3080,1006,-6635,-6508,-1500,-63,-6635,-6508
3/12/2024,1325,4645,3114,1185,4800,3114,1050,475,2477,935,2668,4921,-1530,-4860,-3795,1410,925,-1512,253,-856,-7878,4615,6646,5050,235,-2750,-281,4615,6341,4985,1325,4645,8315,1185,4180,5360,520,4020,5565,910,4785,5990,-1530,-4505,-7550,1410,3310,5545,1040,3190,6680,4815,18340,45345,1080,4245,5755,4815,18110,44825,4350,9448,4360,9448,1245,6087,868,5912,-3175,-8504,2530,2625,-1088,-7337,9137,11942,215,-1347,8803,10187
3/13/2024,2510,-1290,5171,2470,65,5171,2430,1075,4453,2445,115,3593,9730,18351,19299,5600,15858,22855,9930,13915,23974,7170,6403,-534,6120,6835,11510,7170,6403,-534,2510,-1290,-2885,2470,80,-1555,2430,1090,-2415,2445,130,-2415,9730,18580,30525,5600,16835,25350,9930,18645,29435,7170,6235,29655,9580,17845,29435,7170,6235,29655,450,3950,2095,3950,2200,3100,2200,3405,18611,33246,19260,21470,15595,11955,12250,-279,4475,2204,12250,-279
3/14/2024,3150,7000,18680,1905,7020,21655,2870,8810,17835,1100,5265,21915,1075,-446,4189,4940,11152,25506,3535,17385,43586,13695,17470,10703,1625,2535,-4320,13645,16825,12988,3150,7000,19165,1905,7020,17165,2870,8810,15160,1100,5265,11555,1075,4575,18550,4940,12370,32370,3535,18280,53275,14395,32850,83605,3750,19385,43645,14345,32205,85890,2220,15500,4055,13360,3865,16908,3645,22240,5924,10967,15295,35245,28135,42088,3590,-1815,1315,-8650,3590,-1962
3/15/2024,3210,1518,-3313,1755,289,-4313,1780,-337,-5076,1780,-197,-3611,7675,14930,17270,8300,15385,25035,9455,13344,31823,10375,7329,4093,5625,3525,4184,10375,7329,4093,3210,2610,-1185,1755,1985,-1870,1780,2010,-1870,1780,2010,-1870,7675,14930,27340,8300,15385,25440,9455,13650,33920,10375,18975,34105,9065,12200,32030,10375,18975,33925,1910,-152,555,-152,-875,-152,-4935,-152,19055,21740,16710,20980,18610,28904,-5155,-3864,2030,11558,-5155,-3864
3/18/2024,2090,1840,-1611,1450,1445,-1611,1125,1405,-1303,1310,3652,-436,-520,-2020,-3512,-2000,-5715,-8430,-1035,-4770,-8633,-4030,-4185,-5400,-815,-1480,-5016,-4030,-4185,-5400,2090,1840,-1395,1450,2375,-3945,1125,1445,-4095,1310,1540,-4095,-520,-2020,-11800,-2000,-4525,-14150,-1035,-4895,-16530,170,-3440,-10125,-1035,-4895,-16530,170,-4240,-10125,-1460,642,-420,642,-275,-147,-370,-127,-2426,-4965,-6575,-7422,-6980,-6997,-6805,-3942,-310,-8290,-6805,-3942
3/19/2024,-315,525,-4320,-245,-1627,-5188,-475,-3337,-5050,-380,-3107,-3183,-220,-6260,-9000,705,41,-8990,1780,-4275,-9000,-565,-160,8331,710,-398,-7065,-565,-160,8331,-315,525,-1085,-245,-1560,-3695,-575,-1985,-3435,-435,-1780,-3435,510,-2345,-15805,705,2990,-6800,1780,2915,-3615,435,6920,19040,1080,2915,-4325,435,6920,19040,603,1038,-1207,1038,-257,-76,-922,1701,-5890,-8950,-4323,-8355,-1005,-8980,-6955,-8380,-55,-8955,-6955,-8380
3/20/2024,1345,1255,3375,-350,3865,2705,-320,3775,2558,-95,3980,2448,-300,-850,-8072,-3535,-6085,-8965,-5230,-6989,-8900,-5475,-6105,7430,-3860,450,-3979,-5475,-6105,8260,1345,1255,4375,-350,3965,3640,-320,4145,4160,-95,4860,5580,-300,-850,-9585,-3535,-10955,-21230,-5230,-9565,-24290,-5260,-18970,-39480,-4315,-9565,-24325,-5260,-19255,-40705,-335,3375,-120,3355,-15,3325,-435,3215,345,-6075,-6815,-8845,-6790,-8968,-7000,-9000,-2005,-8975,-7000,-9000
3/21/2024,1590,1838,315,2295,950,-1850,2340,1510,-1850,2340,1730,-2060,-750,-6984,-8109,-1015,-4728,-8375,-4315,-4974,-8999,-1657,-6439,-3932,-2475,-3882,-5598,-1657,-6439,-3932,1590,2080,2460,2295,1045,-1955,2340,1390,-2050,2340,1390,-2050,-750,-10475,-22585,-1015,-9445,-23595,-4315,-10140,-27090,1465,-2845,-17520,-2125,-10140,-27090,1145,-3160,-17685,495,1655,-80,1020,-80,1020,-80,1020,-6999,-8919,-6999,-7585,-6999,-8997,-6980,-2376,-1930,1513,-6980,-2376
3/22/2024,-975,-35,-2376,-50,1025,-2639,-400,1425,-2639,-400,565,-2639,510,1088,1756,505,-990,-253,1155,187,-2487,-4995,-59,-4015,125,3578,-3192,-4995,-59,-4015,-975,-35,-1485,-50,-770,-4415,-400,-970,-4415,-400,-970,-4415,510,1720,9090,505,-990,5020,1155,460,4695,-4995,-7800,6130,805,-1210,4695,-4995,-7800,6130,-1305,-3031,280,-4118,-1350,-4118,-1350,-4118,6095,6858,2035,6127,-802,7269,-3822,-7280,305,-7750,-3822,-7280
3/25/2024,3200,-279,683,1950,-279,683,1995,455,384,1995,1720,-45,5626,2722,895,7020,2142,919,7400,-1190,-602,6930,-2109,-6087,3165,3010,624,6930,-2109,-6087,3200,-495,-9620,1950,-555,-3090,1995,-555,-3090,1995,-555,-3090,6060,5115,13080,7020,2335,-1700,7400,-1190,-2855,6930,-10580,-60570,6005,-1190,-2855,6930,-10580,-60570,3031,-3399,3031,-3399,650,-3399,900,-3399,3433,3528,396,-4677,120,-5423,-6300,-7395,3505,589,-6300,-7395
3/26/2024,905,-480,-2949,1365,-3840,-4489,1270,-3845,-4244,1435,-3845,-3334,-1170,-4028,-8215,1205,2990,-281,2490,5031,-4147,10234,13838,21041,-975,-765,-5514,9964,13838,21041,905,-480,-2650,1365,-4340,-9970,1270,-4395,-8695,1435,-3885,-8695,-1170,-3825,-10680,1205,3455,2835,2490,5515,1000,14570,26145,62920,2490,4275,15,14300,26145,62130,-75,-8735,-75,-8735,-775,-8735,-575,-8735,-6655,-8945,4681,2231,5606,4047,15299,19885,2045,-8510,15299,18755
3/27/2024,3285,-995,-130,50,1655,-1918,-130,-1628,-4654,-130,-5035,-5536,3565,4239,-1150,3820,4746,-3835,2600,7881,-3481,3687,4000,1665,3205,5710,3137,4250,4000,-970,3285,-995,-50,50,1655,-4430,-130,1450,-4430,-130,1450,-4430,3565,4695,4210,3820,-275,-13620,2600,3015,-12080,4565,2825,-71655,2380,2790,-6135,5130,2825,-57085,285,-436,-4545,-1430,-4545,-7473,-4545,-7473,2309,1557,610,-2342,7483,-64,-2370,2722,1420,3007,-2370,2722
3/28/2024,-2475,-4959,-6610,-495,-5461,-7630,-495,-5461,-7630,-495,-5461,-7630,2525,1617,2776,445,1787,20,-240,2125,-2025,11860,-960,-8501,1550,3836,-553,11860,-960,-8501,-2475,-4850,-6610,-495,-3545,-7630,-495,-3545,-7630,-495,-3545,-7630,2825,5220,10685,445,1890,1455,-240,1835,-980,14010,-3630,-25050,4605,2960,1700,14010,-3630,-25050,-2580,-8155,-3475,-8720,-3475,-8720,-3475,-8720,-650,-2523,-2205,-5395,-510,-6310,-5060,-6436,-1890,-3781,-5060,-6436
4/1/2024,-1960,-1035,-1264,225,-910,-1194,-230,-980,-3228,-125,-2227,-3647,50,1962,466,-2410,-3919,-1222,1590,759,3862,-265,-3196,-3754,2600,1690,5405,-265,-3196,-3754,-1960,-1035,-2370,225,615,-620,-230,120,-1100,-125,255,-1100,50,2500,3825,-2410,-4675,-7520,1590,740,-4045,-95,-9350,-35090,1460,310,-4955,-95,-9350,-35090,-1758,-3631,-2203,-3631,-1598,-3963,912,-3595,680,943,-3127,-6146,-6465,-7146,-3725,-477,690,6287,-3725,-477
4/2/2024,-2870,-3874,-5985,-405,-4444,-4061,-405,-4444,-3986,-405,-4444,-3991,-3510,-6380,-5225,-5070,-6490,-3751,-5150,-6265,-5704,-3820,-590,304,-1240,-1310,2758,-3820,-590,304,-2870,-3670,-5985,-405,-4145,-8840,-405,-3895,-8840,-405,-3895,-8840,-3510,-6380,-13885,-5070,-7940,-17725,-5150,-7840,-15915,-3820,-14980,-21360,-5910,-10045,-15915,-3820,-14980,-21360,-2810,-4740,-1720,-4740,-1815,-4740,-1470,-4740,-4390,-7625,-6370,-5425,-5309,-6866,-6925,-1719,-2400,2947,-6925,-1719
4/3/2024,-990,-1000,2254,-1305,-2440,2254,-500,-1584,2252,-1730,-3324,2277,-2650,-5211,-6039,-3665,-4504,-3700,-3479,-4082,-2569,-5594,-3579,-6138,-2175,-970,-2366,-5594,-4139,-6093,-990,-1000,900,-1305,-1410,-1910,-500,-2275,-4995,-1615,-3110,-4995,-2650,-6665,-13565,-3665,-7170,-15255,-5545,-9645,-19845,-9805,-29480,-70260,-6310,-11240,-18565,-9805,-29670,-71060,5025,13019,5215,13019,320,13068,93,7387,-5981,-4044,-3207,-1762,-3483,2703,-3903,-8198,355,598,-3903,-8198
4/4/2024,2650,4315,7371,4405,6885,8108,4525,6775,7468,4695,7035,8993,1645,575,-4428,490,1921,-3297,-4100,-1963,-2262,3305,-6660,-8995,-3965,-4900,-8330,3220,-6660,-8995,2650,4315,5275,4405,6965,6170,4525,7510,6050,5465,9295,9855,1645,575,-12925,490,-1145,-18050,-4100,-6965,-22135,3305,-6245,-38415,-3575,-7610,-25310,3220,-7760,-44575,5535,12277,4595,14007,4490,13902,4800,11002,-765,-7585,13,-3842,-6115,-4161,-6815,-7758,-1430,3029,-6815,-7758
4/5/2024,2435,1360,-6044,-260,-30,-6044,90,-630,-7049,90,-3105,-7312,80,718,148,70,655,-36,-100,955,-2118,-3275,-2212,-2025,1650,1380,2374,-3275,-2212,-2025,2435,1360,-4885,-260,-2105,-11110,90,-2105,-11110,90,-2105,-11110,80,2635,4360,70,655,895,-100,955,-880,-3275,-8685,-28015,-320,-205,-1890,-3275,-8685,-28015,-2360,-6907,-2285,-6907,-3860,-6948,-5420,-7038,3345,10322,303,6979,2329,11798,-4207,-6487,3615,6153,-4207,-6487
4/8/2024,-425,-1770,-5301,-265,-80,-2530,-265,-200,-2530,-265,-200,-2530,4910,5245,8917,3275,2745,4582,2480,3351,987,-1340,-3275,-2168,470,-850,1877,-1225,-3275,-2168,-425,-1770,-7945,-265,3245,-6475,-265,3125,-6475,-265,3125,-6475,4910,5245,9510,3275,3220,6255,2480,3710,4020,-335,6475,185,3000,-2060,50,-405,6475,185,-5980,-6592,-6030,-6592,-6030,-6592,-6030,-6592,2475,8703,705,3233,-2285,4573,-4975,-3978,2985,2943,-4975,-3978
4/9/2024,3470,3200,-1001,2810,3330,-2837,-1060,1755,-4031,-2010,1332,-2952,2690,5135,1313,3100,3988,-132,3970,1505,-2238,-2305,-3775,1671,-905,3116,-1095,-2305,-3775,1671,3470,3200,-3835,2810,-5230,-10720,-2345,-5335,-11865,-3350,-7270,-11865,2690,6110,3775,3100,4985,-6860,3970,4215,-4450,2040,990,-52675,3300,4650,-5435,1940,990,-52675,-260,-766,-260,-766,-848,-366,-528,-927,2575,1891,1500,-4960,-512,-4975,-6100,-5425,1788,-3393,-6100,-5425
4/10/2024,345,4325,1043,2115,3770,1043,2105,3895,388,2200,3895,388,4890,15320,14442,4850,14545,10646,5440,4286,9110,6655,7969,2391,6050,5205,8571,6655,7969,2391,345,4325,9230,2115,2770,8580,2105,2895,8580,2200,2895,8580,4890,15320,17265,4850,14545,11600,5440,4570,2545,7950,6590,-31730,5440,5125,4805,7950,6590,-31730,290,6328,-2350,6328,-2350,6328,-2350,6328,5375,3355,2020,2675,1445,2321,-2489,5315,-985,1568,-2784,5315
4/11/2024,985,380,592,565,-120,2389,395,440,2574,520,210,1792,-3315,-6775,-8970,440,1165,-476,-110,2830,-4979,7170,11677,21536,275,-2814,-5779,7170,11677,19451,985,380,3440,565,-550,3120,395,-585,3255,520,-385,3755,-2835,-6890,-16425,440,1165,820,-110,2830,615,7170,15720,40810,-180,2300,-385,7170,15720,41160,730,651,1306,3596,1036,3546,589,3013,-7000,-8735,1600,1224,3455,244,17808,26441,-1160,-7645,17808,26441
4/12/2024,-80,-3035,-7280,-1495,-3035,-7280,-755,-3443,-7340,-2360,-3517,-7230,815,3320,-2680,4280,9920,5334,3780,5385,1004,10695,15713,4872,1180,-3983,-7070,11455,15713,4872,-80,-3035,-9665,-1495,-3945,-12145,-1780,-2270,-11900,-1560,-3510,-11900,815,3795,-5710,4280,9920,3730,3780,5590,1690,11390,24820,700,3750,3045,5050,12150,24820,700,-3375,-747,-3375,-747,-4165,-747,-4165,-747,1482,-2786,-5,31,9890,3090,-380,-2637,6229,-7047,-380,-2637
4/15/2024,1685,4150,5795,1185,1740,7965,865,2430,7554,1165,3870,6264,-2605,-6937,-7478,1515,166,-8057,-375,-3070,-7597,12548,15580,9337,-245,-6400,-7145,12730,16755,11847,1685,4150,6200,1185,1740,6165,865,1810,5800,1165,2330,6795,-2605,-6880,-20670,1515,630,-4175,-375,-1785,-7235,14510,22705,59465,940,-4265,-12910,14270,23880,56340,3955,7765,1310,8155,1945,6245,8640,16910,-6040,-7950,1260,-1417,670,-6464,22557,19217,-6275,-8595,22557,16637
4/16/2024,3765,3400,6692,1820,4085,5977,1430,4085,5977,1430,4085,5882,4835,7055,25764,4500,7350,27509,6715,12260,31033,6885,8347,10026,4110,4335,4029,6885,8347,10026,3765,3400,7565,1820,5525,11780,1430,5525,11780,1430,5525,11780,4835,7805,31480,4500,7350,27945,6715,12260,32605,6885,12530,19270,4085,10320,30385,6885,12530,19270,4355,9415,5830,9415,5830,9415,6040,9415,11655,31935,8545,25674,7405,21859,105,-5358,2515,8480,-125,-5358
4/17/2024,3850,8075,11280,3165,7565,13585,3040,7125,14518,3290,7900,13208,-265,-6968,-8960,2935,4965,8205,8335,12560,14852,13570,28905,14770,4345,393,1409,13390,28360,14755,3850,8075,11280,3165,7565,12840,3040,6960,12355,3290,7250,12355,70,2870,8190,2935,4965,9245,8335,12560,25515,13570,28905,31715,9305,13340,23890,13390,28360,30690,6595,13815,6965,13145,7325,12487,7470,12127,-5830,-8730,4740,9233,13305,27626,9205,23900,6940,-275,9205,24992
4/18/2024,2525,4930,1659,2910,3835,1410,2635,2165,1644,2280,4174,2645,3150,8050,-2972,3210,6385,-618,4775,10131,7090,5450,15533,17648,3790,4265,4486,5250,15533,18462,2525,4930,-2025,2910,3470,2780,2635,3370,3800,3025,4180,4350,3150,8050,-2480,3210,6385,1915,4775,10630,8955,5450,17325,33400,3580,5990,6805,5250,17325,32600,2405,5727,-305,5197,-475,5197,555,6897,4235,-2361,3915,25,10620,13228,5010,22603,3110,3004,5010,22603
4/19/2024,2130,3685,-2975,2655,4360,-1823,1815,1465,3345,245,365,1215,-745,-6990,-7615,2100,5905,6735,2965,6868,-7904,15950,23794,27363,1350,-6185,-8995,13380,22799,27463,2130,3685,-2035,2655,4625,-3315,1815,685,-1095,245,-430,-4980,-745,-5270,-11945,2100,5905,8195,2965,8030,5065,15950,29245,48280,3555,7535,6635,13380,28250,47940,3165,4984,535,5894,2505,6959,925,12316,-6285,-8680,5775,11865,3582,9215,22911,54751,-4023,-8675,22821,54036
4/22/2024,435,515,806,195,-20,-1958,1710,-145,-2073,-730,-2238,-2073,1935,3740,900,475,-2582,-3420,1080,-2778,-3628,-4940,-5450,-8024,2020,5555,-2645,-4940,-5665,-7927,435,515,3885,195,190,-5530,1870,1805,-5245,365,60,-8700,1935,3740,6400,475,-1765,-6275,1080,-2550,-13115,-3455,-21375,-50110,1850,-1735,-14130,-3455,-21555,-50960,-200,646,-130,-2983,-1035,-3098,-4315,-3098,5765,4238,-889,-2195,-1659,-4601,-7000,-8685,6930,-3407,-7000,-8685
4/23/2024,2110,6780,10432,3865,5080,10432,3210,4995,11217,3845,6248,12776,5890,2977,-7055,6015,8556,738,12205,11804,14812,12065,3049,-7672,1600,825,-7055,12065,3049,-7672,2110,6780,11740,3865,4930,10010,3815,4960,9855,3880,4960,9855,6700,8455,3350,6015,8265,650,12205,12160,15830,13515,27175,40055,10590,11145,13900,13515,27175,40055,3325,4175,1375,4175,3990,4175,3935,6544,-4365,-5533,3420,-6404,-515,2150,-1287,661,3175,-7245,-1287,661
4/24/2024,920,-340,-4707,-655,-340,-4622,625,895,-2671,-2120,2090,1112,1805,1966,-870,345,-1569,-3096,160,-1028,-7165,-3435,-6440,-6570,505,1626,-6320,-3450,-6440,-6570,920,-340,-6630,-655,-280,-8175,625,1660,-8225,-2055,-3765,-8225,1805,3915,9720,345,-2960,-9430,160,-3180,-7360,-6905,-18855,-49710,430,-2105,-8410,-6920,-19030,-49710,-2745,-2519,-2745,-2519,-2690,-2519,4317,-2274,4686,1045,-3384,-3364,-2402,-5540,-5540,-5480,2719,-5432,-5540,-5480
4/25/2024,2040,305,818,550,2055,823,780,1480,2699,910,1530,-1210,-1290,-5572,-7295,190,-1975,-2881,-1805,-4978,-3277,720,-2611,486,-2975,-3662,-6168,720,-2611,307,2040,305,2545,550,880,1995,780,770,585,910,665,810,-1290,-5915,-3830,190,-1975,5025,-1805,-4015,-280,720,2585,-1210,-1255,-735,-2770,720,2585,-2160,35,-1776,1038,-2996,498,-649,523,-478,-2733,-8660,3250,-1883,-660,-2918,-6460,-8787,-3616,2039,-6460,-8787
4/26/2024,3200,2505,154,3455,2990,154,3760,1665,623,3210,4915,1282,3965,4755,6791,4500,9345,4439,6285,14187,7520,800,-4904,-6516,3800,6925,6606,800,-4904,-6516,3200,2505,2030,3455,805,3780,3360,875,3815,3360,875,3815,3965,7195,16955,4500,9345,7320,6285,14525,11885,800,-930,-13555,3730,17885,14275,800,-930,-13555,-5100,-894,-3925,-894,-5185,-561,-2180,-550,6609,9084,935,5781,12303,8022,-3261,-6609,6875,11456,-3261,-6609
4/29/2024,6385,10255,16034,4915,9535,15431,5090,9500,15246,5090,9320,15255,4415,15125,32032,4990,15662,26473,9035,22224,34278,6535,5940,8796,5170,550,9376,6535,5940,8796,6385,10255,16705,4915,10305,14390,5090,10305,14390,5090,10305,14390,4415,15125,34950,4990,18095,36415,9035,23160,45615,6535,17425,46440,8500,20820,45615,6535,17425,46440,9905,8767,10850,8767,10850,8767,11030,8767,11328,28473,10850,21360,15505,25624,2475,-1175,5925,10908,2475,-1175
4/30/2024,1445,1565,-4015,1225,1040,-4015,1215,1000,-3495,1300,3444,-3689,-1530,-1738,-1449,1830,2630,-995,2750,3355,-2430,15665,21738,32094,2965,3140,435,15480,21738,32094,1445,1565,-1000,1225,-470,-5490,1215,-325,-5670,1300,-325,-5670,-1530,-4775,-18720,1830,2630,-285,2750,3355,-1720,16225,29070,58855,3010,3355,-3320,16040,28860,57885,420,-1626,1665,-1626,1550,-1626,1735,-1626,-4722,-6044,3085,3530,3895,3750,29635,36557,3770,4990,29635,36557
