,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
3/24/2025,2045,3987,-3778,-552,492,-896,-890,3735,-3726,713,3643,-1030,2510,3559,-2651,1535,4147,6660,2573,665,11107,3030,9730,-924,2710,3527,3227,3085,3161,6179,2045,3453,-3822,-552,492,-691,-686,3735,-2899,1139,2761,-1489,3750,4178,8526,3365,4147,12055,3181,6455,14575,2017,4720,36479,3840,6015,17245,3085,9127,40947,850,-370,374,826,619,863,390,939,-2016,-1402,-275,4932,421,4206,6165,9166,-687,2967,5155,4423
3/25/2025,986,4101,2675,3245,4990,6363,3265,4168,2500,1380,6331,6593,1425,3387,7175,-556,1456,3747,3420,5165,5403,4835,4527,-2625,4250,4195,937,5005,785,-3474,1300,4995,2873,3245,4990,6363,3265,4530,2113,425,4610,8363,1015,3153,12757,-556,2507,4348,3420,4044,6654,4552,-878,-1650,4250,3569,3727,5275,-530,-1650,1745,1106,1662,-398,2085,961,1942,-398,856,3089,85,2776,2399,2325,2928,2359,1947,936,2928,-1052
3/26/2025,1560,-367,1317,1460,-348,5303,-104,-1169,604,885,-390,6671,643,-6910,-8990,1920,3322,1506,2682,-1059,-8623,2711,8107,2510,1405,89,-8990,4801,5461,9864,1560,964,1764,1460,-348,5751,1650,-617,1863,155,-183,873,-485,-4090,-17520,2175,3322,2407,3228,2479,-6926,5256,3916,24860,2280,1815,-4050,4801,5777,26441,-17,2340,-635,6074,-88,2307,515,6074,-6700,-8475,4182,3071,885,-5256,10524,10353,-5255,-8475,11724,10942
3/27/2025,1205,5390,14755,1875,4240,6142,3382,4645,14072,0,4470,6484,4701,4592,10860,3315,5689,14469,5503,-500,28447,0,-4110,857,1285,6429,170,2675,8411,152,1205,3975,12044,1875,4240,5422,1890,3137,15532,2745,7723,5440,2440,7221,13233,3315,5745,14948,4664,8307,24430,4900,9451,26435,2675,6675,29216,2675,5340,21961,5658,12921,7747,5140,7270,12963,6017,5140,8091,14570,8825,11076,12419,21062,-251,4041,3881,4864,-256,3070
3/28/2025,1930,4230,6980,2713,2350,7481,1374,3835,8133,2470,2773,4466,3136,-6360,-8935,1855,9665,14943,5088,-1485,-5249,7145,6037,4328,2885,2271,-8905,6581,15600,20428,1930,4533,6980,2713,2350,7481,1892,3827,8045,2495,2725,4558,3245,4815,-3562,2055,9665,16290,5756,16990,12141,7145,20620,75464,4140,16075,12778,6581,21769,78077,1156,2423,-850,6103,1607,2225,840,7171,-6015,-8280,7190,10581,7537,9290,4185,39096,-1546,-8170,4665,17455
3/31/2025,-275,-1231,-5632,-585,-930,-5757,-1191,-2287,-8249,-130,-961,-5757,-594,-4020,-7251,-150,-2364,-7082,-3718,-1560,-7875,1575,1766,-3897,815,-37,-8925,2228,3771,-8670,-275,-615,-6184,-585,-930,-2335,-550,-1815,-4550,-1165,-1680,-4275,710,-4682,-23515,-150,-2364,-18890,-4235,-3195,-13382,1464,6270,19618,815,-3960,-15463,2228,7031,18739,-2519,-2690,-475,-1675,2239,-3221,-1530,-1430,-5649,-8298,-2785,-8915,-1344,-8493,6375,-7165,-6420,-7625,4120,11366
4/1/2025,3100,3988,6225,4261,2805,13713,2978,3170,5555,2715,4621,8057,1170,2093,-55,2970,3985,3619,3415,-1541,1190,2390,8288,701,2107,750,-375,2653,7750,-2752,3100,3385,6225,4261,2805,8240,4422,3083,5297,2440,5335,16829,1170,2745,5840,2845,3985,4208,4025,1850,370,866,1178,-4463,1715,1345,110,2653,2425,-2906,4276,9873,2274,10885,3262,9288,3395,9753,1753,-630,1950,7624,1816,6276,667,-793,-1356,1150,667,18018
4/2/2025,1435,4521,10533,3694,6608,13143,3041,5756,11385,907,5423,11411,1500,229,-5692,1590,1190,9011,5481,-900,12606,-185,4771,14,1530,-2253,-8960,3450,3975,9293,1435,5338,10913,3694,6608,13143,2971,6184,11385,1392,6253,14323,1500,2780,3566,1590,1190,7840,6291,7010,13005,417,3017,17443,1845,5515,10110,3450,4103,17704,5494,9098,5708,11244,6474,8895,4465,11297,-1668,-5535,1010,7490,5241,6673,4897,10374,-997,-7355,7622,13750
4/3/2025,-135,2079,1395,1670,180,1537,535,-1705,2798,-50,2050,361,1100,1010,72,911,360,8125,5582,2971,1068,1805,8699,13977,1225,2002,2554,5175,9222,18099,535,2436,1395,1670,180,-667,1055,-1370,3941,780,510,3445,740,2875,-442,911,360,6423,5582,4573,2007,4166,6460,24754,990,1443,1564,5175,7656,25730,820,1462,-884,-3302,2460,1821,-94,637,2398,-2356,-1040,6828,4189,-2084,8497,29616,669,4938,5237,19329
4/4/2025,2185,2426,6379,3630,3210,9393,2818,3495,7588,1905,3434,6781,1040,4118,6039,4100,8305,9704,12697,3251,14535,4150,14657,49972,3675,6695,1175,9600,3710,21924,2185,3520,7504,3630,3210,9393,2882,3501,9403,2390,6678,12420,3275,5833,5938,4100,8305,21189,12486,12341,18436,4150,15642,44777,4380,9970,13807,9600,15467,40951,3630,7787,3305,24145,3322,4234,6736,19550,5201,9108,9210,8855,2135,32447,32860,63447,7210,73,13795,20941
4/7/2025,1205,3540,-820,770,3625,882,682,5215,-1699,-575,2065,3969,1080,6775,11900,2105,6215,10175,3366,-1035,4557,-575,3940,-2305,1750,4585,-25,4635,4490,5715,1205,3540,-374,770,3625,44,1618,1690,-4113,-125,1480,-761,1080,6775,11900,2105,6215,16255,3366,6290,4557,5780,4415,15859,1750,5070,4370,4635,4165,16072,2641,-872,470,2419,1092,-816,915,3718,6350,10890,5380,4290,2200,8690,11375,16224,3625,-870,11670,6244
4/8/2025,1761,2437,4955,4060,2450,11482,3642,3921,5964,4725,2100,10352,-175,-1070,-7384,-85,-100,412,2583,-1257,-6987,-920,11650,-2795,1326,6005,-1802,7395,2060,19755,1820,4815,5578,4060,3070,9272,4170,3475,7430,5710,7144,11432,-175,-1070,-5885,-85,-100,-370,2660,2925,-3428,5872,11318,16501,2280,1490,-5265,7395,11680,8892,2410,7559,3835,13014,5190,8084,2405,17400,-370,-6923,1370,325,4345,-8127,10290,33379,-2125,-413,10240,15538
4/9/2025,2810,2665,4480,2650,3650,5973,2312,3585,3543,3425,2520,6213,1005,2979,2519,3850,7225,4840,8050,6518,2521,3535,15500,45420,3780,4475,3140,6515,2485,34142,2810,6395,6546,2650,3650,5947,2940,4370,4810,2835,4635,6926,2525,4924,2519,4290,7225,9830,8050,13447,185606,3535,14926,51511,5150,11315,13988,6515,14955,52457,2820,4834,3318,4422,3945,-222,2305,6597,3800,-1532,8520,5520,2934,1917,18342,48909,737,4305,17587,196239
4/10/2025,2825,6082,9284,4087,2965,8002,2990,5558,5658,2165,1762,8346,1295,4901,14951,1045,2275,11325,7860,5501,18816,5520,8455,32983,4010,6275,1497,6065,6565,27440,2825,3240,9284,4087,2965,8346,3235,4866,7301,2405,2372,6756,2350,4760,13598,1245,2275,14138,7860,9680,19759,5520,8455,35817,4010,9355,19715,6065,8395,32187,3364,6522,612,4608,4803,5003,3080,3375,6478,13244,3760,14773,6614,15785,11710,32627,1189,1601,5505,18102
4/11/2025,1075,-2148,-6888,-147,335,-1423,-1091,-6077,-4932,280,602,1614,1010,4280,4142,620,2570,17893,1928,2749,8467,4370,6085,22542,2330,3270,223,4695,2110,10617,1075,-532,-197,-147,335,6888,-142,-3742,6526,643,-2487,4888,1010,4347,4898,1165,2570,17893,2275,5693,8467,4825,12953,24902,2640,3372,6818,4695,13390,29045,205,1917,180,262,-2160,1027,-175,2713,5500,3701,4460,7866,2150,2122,9978,12697,3885,3186,9850,6551
4/14/2025,3165,4709,5580,3285,3446,8102,3485,3822,4410,4009,3770,9533,1905,3842,-792,3350,7363,-1364,3314,5445,537,5610,3413,362,2820,4693,355,6420,4828,5130,3165,5343,5580,3285,6220,8102,2585,4923,3630,3284,7138,9529,3340,4194,2247,4715,7363,60,4741,5343,-822,5610,-223,-24900,4175,5035,-2150,6420,681,-21320,3543,8284,1902,8877,2525,2687,2185,6940,5209,2238,4695,4417,3238,3242,1485,-6969,3078,1985,2460,2928
4/15/2025,2105,3446,1036,3055,3345,-4332,462,597,-1046,1540,2150,-3254,1690,2480,11763,3879,2470,2184,1742,1186,12920,4745,3882,-2224,3600,646,1126,1400,-1955,-6564,2105,3554,1680,3055,3345,-3200,510,870,-27,2410,2475,-2055,3535,6883,10729,3879,2470,-5670,84,5626,10302,4745,5388,-44625,4025,7866,9281,1400,985,-42920,4058,3263,950,-1034,3078,3121,104,-1034,8745,12469,2705,-131,5511,12624,-4173,75,2306,181,-4173,-7206
4/16/2025,-379,-1045,410,995,-1067,4452,-50,-440,1957,-640,953,4987,295,-711,-4752,1360,4154,11208,3152,-1873,8554,3465,7645,11350,922,2238,1819,5555,3257,7792,-190,-607,-256,995,-1067,1433,845,-2,1679,-510,-97,801,295,-711,-973,1665,4154,11994,3970,3822,8912,3078,6588,35113,1765,2217,7362,5555,7910,33642,-642,2768,-1155,4292,-667,2768,-1015,4292,795,-4567,5060,2712,2431,11113,12312,23209,3629,-1657,10737,7309
4/17/2025,785,2891,12922,1028,2460,11443,3300,4917,11998,1250,1915,14994,1485,10596,16705,2365,6398,11745,9466,7532,17146,4645,-872,10125,4080,9920,8559,4111,5983,4094,785,3107,12922,1028,2460,13417,1848,4685,9506,1703,3487,9963,1780,8309,17883,1890,6398,11722,9384,9068,17686,4645,1374,-1331,4430,13947,14481,4111,-631,-4980,4534,9306,2845,10854,7813,9306,2305,10819,7895,7904,2065,3885,5689,6742,2659,15614,4306,8803,2654,2717
4/21/2025,3295,4426,10686,4187,6123,12557,3561,5849,11597,3740,6067,12341,395,-1372,-1895,2215,4660,8913,8672,1832,11184,6202,8456,2904,2973,1824,-1895,5140,6165,14742,3295,5735,10686,4187,6123,13014,3848,5705,13387,3865,6712,9133,395,-1155,-2123,2150,4660,1755,5970,5250,6590,4568,25560,18094,3075,3655,3805,5140,24637,18110,3989,6338,3025,12413,4218,6624,4672,14138,-1319,-927,-51,-2735,3830,1341,2280,11321,2343,-927,2605,21043
4/22/2025,2595,4535,7993,3540,4410,4892,3031,5421,521,2854,2746,6250,1415,16414,3705,1320,4249,6452,8154,2325,7141,1990,3084,408,2625,15179,3080,2930,-1566,18270,2595,6564,7993,3540,4410,5481,2386,4258,1140,2924,3401,6001,1890,16879,9885,2530,4249,4540,16755,18835,4640,2134,-1397,-11654,3080,17449,4970,2930,-533,-10785,3564,6400,1069,7000,5852,7841,3510,7204,6222,7214,3332,6116,5122,6061,6219,6071,16902,2400,7009,22395
4/23/2025,1880,897,2169,3898,3070,3600,2102,2943,1074,1625,895,2358,3075,4035,2512,2780,1749,10849,7576,1022,10578,4790,5057,-3876,3840,3948,3925,4785,7820,-7867,1880,2265,4308,3898,3070,2641,2735,2770,300,2534,5235,8531,4050,3611,2512,2780,1749,11508,5435,4450,16140,4790,5865,26407,3940,4962,15418,4785,6467,23403,2225,882,1830,839,2033,268,2590,5614,3912,506,4364,9916,6283,1076,8739,-8781,1676,789,8724,26577
4/24/2025,850,3143,3398,1810,1735,6342,1417,2267,4371,1760,1100,6382,1035,2063,-4948,1975,4231,10340,5592,5080,4880,3020,10274,17208,3190,1353,-2104,4170,5394,24908,850,2920,3398,1810,1735,6342,1780,2545,1943,1795,2617,4076,2395,4158,-5742,2855,4231,10569,6034,6470,6877,3020,9757,44445,4035,5810,5314,4170,11985,44530,2255,5342,1923,11016,2777,4376,2036,9408,-483,-5325,3464,7290,481,-66,14625,38856,-434,-7895,11825,23254
4/25/2025,-898,-1127,-3212,405,-595,-4253,-1175,-3262,-4562,-545,-1290,-4253,117,3821,214,1335,2000,6327,2910,1970,9673,3045,6289,8447,-68,2847,-2353,5065,7355,12561,-365,117,-3433,405,-595,-7020,-430,-1920,-6501,-340,-1120,-4681,305,3890,6601,1335,2000,6327,3275,6607,9673,3080,7192,32096,1160,4809,7637,5065,9714,33625,-2517,-5698,-900,-3207,-2467,-5698,-1000,-3207,4509,-8580,4035,8573,4984,-1501,9769,29670,-1564,-6180,9769,13643
4/28/2025,830,1243,4042,-640,-1020,-20,-1192,-200,2008,1180,2455,644,-1115,-4055,115,725,-4020,3935,-4470,-1932,2844,780,3492,-2110,-365,-1111,2865,1709,5072,-2265,830,1745,-203,-640,-1020,-472,-430,15,-858,170,520,3062,-1115,-2590,-5120,-670,-4020,-8460,-2845,-3340,-10472,1018,-67,7431,-365,-4730,-10900,1709,3291,-12573,77,3076,1018,2050,-412,3934,1760,2262,-4184,-2664,-4985,2551,-4672,-3297,2724,3703,-706,6258,2484,10784
4/29/2025,-30,2887,-6026,1210,727,-2207,229,3770,-577,-625,1395,-2944,350,1305,11452,645,-1814,-464,2600,-84,-1505,1305,-3976,-1118,1886,403,-406,2285,-2931,-3757,-30,1725,-7481,1210,727,-1212,229,973,-1881,-310,-1358,-3653,350,2130,9604,770,-1814,871,2750,-848,507,1388,-5804,-13627,1210,-1339,-1081,2285,-4495,-13123,1878,-3909,-482,-1292,1287,-3208,-335,3413,1565,3836,392,89,1249,-3849,-2135,-6158,1298,330,-2140,-5396
4/30/2025,-125,-909,-2469,-630,220,-925,-1409,-1912,-3681,-510,2235,-975,775,3962,2959,965,3655,-7950,4119,-1551,294,2115,8434,-3795,1020,5629,-3831,2760,6657,-8610,-125,1135,-1615,-630,220,2465,-590,-380,-1908,-510,1495,1681,775,5712,5318,965,3655,7393,3340,7487,3463,2320,7533,18780,1815,6304,5042,2760,8522,17860,1113,-4111,266,3502,1774,-2730,70,699,2983,18799,195,2282,4864,2081,10406,-8970,-999,-3931,10386,14265
5/1/2025,1395,202,249,1985,200,4990,1554,-1106,-3249,970,1136,5934,1095,4401,5155,1260,376,4779,6095,14208,-1102,1120,-1434,2079,-439,1346,2111,65,-3181,-1760,1395,513,-2329,1985,200,2867,2720,175,-1582,835,935,-79,1825,4169,7501,1260,376,3580,6976,13513,-7425,798,-3988,-15002,865,12858,-5956,65,3123,-27866,1606,-355,125,7061,1625,-355,-329,7061,3047,6535,3419,10750,13056,660,435,7322,2486,3697,435,871
5/2/2025,1757,1941,7236,205,801,307,1690,3002,6048,-585,-344,2431,1080,6952,-4281,2105,3949,-6004,-528,3912,3134,4491,8660,-2590,1640,3345,-2129,5121,2313,-1524,800,351,7464,205,801,3666,382,2010,5690,810,836,3833,1570,3767,-7776,2105,3949,-7892,1912,4015,6280,4014,5085,1299,2190,4385,6454,5121,5140,2196,3008,3344,3497,3567,4132,2857,2807,1509,-2701,-6062,-4065,-3865,-660,10387,15037,-7537,-1944,-3969,16895,3673
5/5/2025,815,3050,5707,3135,2859,3493,4125,3168,3227,1700,6113,2306,1995,1850,1666,5038,4104,4031,8342,6527,4000,3653,10226,113,3840,5023,3996,5684,9032,-5285,815,5203,5707,3135,2859,1972,3363,3605,3388,1104,2317,1338,1995,2588,5253,1899,4104,10977,8342,4325,4870,4730,10277,-5428,4250,3701,4706,5684,10277,-5428,2827,11564,2060,8378,3457,11530,2170,10302,-1545,-2325,6231,2350,6897,1582,6983,-7063,1884,-1406,7598,-7140
5/6/2025,975,2908,3237,1997,2500,6446,2726,3181,6284,745,2275,5370,4852,13081,21996,3880,13304,28958,12662,13722,40962,5632,12574,1288,7325,6375,9189,6400,14457,13482,1005,2908,3237,1997,2500,6446,2367,2855,6284,1065,2131,3955,4900,13895,30943,3880,13304,33308,12353,20619,41850,7187,14611,38859,9027,19474,40378,6400,12949,39098,2660,-124,2552,494,3178,1751,544,4554,4083,16424,9207,25169,12617,5892,11323,-1193,2203,5044,10975,-4989
5/7/2025,2515,5996,20952,3700,4811,15070,3092,7820,23414,1750,1048,15070,1025,3220,21737,3205,5350,31942,7959,8962,21028,2820,8240,9471,1835,1010,7417,3530,4736,28772,2515,4149,21881,3700,4791,29727,3965,5918,24021,2540,5904,28031,2607,6244,22376,4140,5350,31159,6630,7936,22168,2820,11316,46242,2010,6911,21488,3530,9135,51251,7566,20767,7820,19020,6975,19004,7820,19020,8165,16542,7234,20233,9822,22451,14640,20117,3293,8645,12120,16598
5/8/2025,1795,5714,7058,1555,1645,-1380,1635,1575,-796,1525,2661,2516,1005,3787,8318,1746,621,-1743,681,2626,-4004,325,3253,-1891,1060,-582,2812,940,-1319,-5332,1795,2796,7058,1555,1645,-976,1845,1763,-895,1370,2245,-3293,1205,3787,8099,1746,621,9440,770,2875,-3748,886,3227,-22742,1751,2260,-6069,940,2568,-46477,-310,-1571,-2967,-344,270,-1611,-2937,-454,3277,8017,474,-2954,-2029,-5518,-5759,-6048,404,2174,-5759,-3994
5/9/2025,3200,2952,-2420,1475,2000,-2932,957,-71,-239,3860,1968,-2469,1640,6993,10265,1362,5668,13827,2207,8324,11575,5411,5556,-3330,2455,2139,3464,8954,7938,-8060,3200,1950,-3099,1475,2000,-1689,680,-348,-3350,3508,-538,-4563,1640,6635,18463,1882,5668,15548,2222,8425,16286,7629,6986,-12947,2565,8370,17375,8954,6705,-6433,2909,-2272,1803,-2186,1179,-2272,1408,-2186,4517,16574,5435,4087,3797,9729,-6496,-8615,-7,2778,-6501,-6027
5/12/2025,335,4633,-3186,1160,1390,-3157,60,741,-2267,550,955,-3157,380,-960,-6908,-1100,-1925,-8974,827,-1945,-7102,-535,3540,-3400,325,-1788,-2053,2055,3118,-4783,335,1835,-3186,1160,1390,-5497,1100,1750,-2237,-1125,-1235,-5452,380,820,-100,-1100,-2340,-8484,1290,-265,-1197,1114,7613,2328,930,-265,-1214,2510,8135,3070,3559,-7720,5488,-7720,3901,-7720,5498,-7720,-1252,-8625,-3097,-8952,-4919,-8983,-6860,-8956,-1877,-7855,-6860,-8995
5/13/2025,3101,7396,14497,4139,10218,11645,3788,6583,12900,2974,6412,14570,2742,2326,5592,2620,7839,17274,2839,730,26441,4365,7130,-2223,1593,2366,-2132,10234,11341,22921,3101,7571,15370,4139,10218,11645,3459,7212,13963,3274,6443,13545,1545,1418,18117,3180,7839,17241,3528,4213,24165,7996,7746,17520,2875,3662,25408,10234,7500,19751,4052,1482,4703,4246,3389,1423,4177,9393,1844,6094,8087,12938,8148,15237,14591,-1785,-873,-4815,16461,15701
5/14/2025,4366,9799,12802,6355,7119,11384,5455,10725,12833,4306,4847,11384,1955,11534,19044,1966,13251,19976,8680,13113,21099,672,11590,-1534,1874,2854,7909,2301,14117,6569,4366,11147,13340,6355,7119,10857,5455,10725,13194,4171,7630,9916,1955,11534,31754,2181,13251,26098,8943,15929,29913,2740,17718,28583,1711,15929,29603,2301,20545,30552,6214,4606,4938,5648,6685,4606,2500,5648,5472,19140,8731,15894,10997,21954,18833,8540,6312,9858,18633,12579
5/15/2025,3016,4597,11895,3035,4427,14200,5682,6134,10492,3755,5219,10612,1895,5095,6428,1875,1300,4608,4160,3698,3758,630,6282,-3652,1900,4835,-1462,-25,7837,-7685,3016,4232,12222,3035,3741,14473,4250,6134,9599,4210,6997,14728,1895,6025,7580,1875,1300,2542,4494,4205,1788,3453,646,-12072,2390,2540,-1863,-25,651,-11358,2733,8542,2802,11437,3883,6832,3337,9622,2462,9165,2165,6388,4587,5553,5543,-4291,1419,2220,6901,-7113
5/16/2025,-175,-978,-219,98,-1260,2233,256,-917,604,-840,-1480,2233,3440,-6935,-7759,525,-3858,-7385,-2313,-1983,-8656,1570,-3531,-3971,894,-6500,325,-3415,-2839,158,-175,-640,-219,98,-1260,2233,253,-1097,1191,-950,-845,1985,3440,-7495,-23680,525,-4635,-13965,-2575,-4728,-12771,1570,-7073,-7125,3669,-5333,-13285,-3415,-6910,-4901,-392,-1432,-1734,898,-452,-1432,-1739,898,-6914,-8992,-6925,-8630,-6968,-8564,-3446,-5419,-2079,-8110,-3446,2757
5/19/2025,-65,3213,9052,2050,4614,8189,1889,5074,5190,-510,3189,8291,-18,-248,-4709,-80,995,6994,797,-87,2688,80,5117,-441,184,-36,-5371,3775,5957,4543,-65,4109,9052,2050,4614,8189,2199,5708,5306,305,4501,11566,-18,145,-3210,-80,995,6994,1103,3694,5740,1878,3837,26194,925,2198,6700,3775,3480,27741,3329,6128,2456,8407,2714,6211,2507,7405,-1042,-4402,935,7021,3707,4349,3183,-3604,348,-8885,5563,-3582
5/20/2025,4435,8517,16648,2190,8450,14524,4396,10415,17742,2615,5509,13624,3580,8828,11446,6345,6287,7323,9740,7944,4293,6826,8162,861,8100,5209,3344,6945,5197,-2529,4435,7790,17495,2190,8450,15782,3010,9700,18957,3755,3395,14739,5390,9593,15929,6345,6287,8279,9740,10290,10616,6727,3583,-906,8100,9975,10533,6945,3900,-60,5681,17895,5877,11781,7546,17895,4927,11781,7058,20096,-957,5310,5721,12047,2235,1498,1242,6948,2935,1498
5/21/2025,285,540,-3305,22,-480,-2778,-1023,-733,-2979,680,-155,-2616,1075,184,-2788,1090,2005,-621,581,2700,-147,2440,2241,-3040,950,-296,2782,6192,4444,12122,285,540,-3053,22,-480,-1546,113,-55,-7681,585,126,-5833,1075,1030,-1079,1700,2005,-5795,1010,1385,-9381,4156,1345,-23178,950,-35,-5750,6192,2506,-23905,360,-565,1800,-932,144,-1130,1140,-2304,-790,-4691,1931,8,1742,-5043,3750,-7608,-13,4931,3745,-8518
5/22/2025,1703,5995,8770,4925,6020,10041,3596,6658,10257,2958,4662,9557,1986,3044,11680,2730,4631,15875,12716,1679,12528,1105,6072,-2630,1845,2138,3036,5564,1841,2534,1703,4858,8770,4925,6020,9937,4250,4647,8321,2888,4003,10968,2335,5364,10166,2845,4631,11587,13256,6100,2556,4738,6048,-16555,3246,5940,810,5564,6442,-13879,6622,9866,4022,16160,4682,9866,3105,16160,6072,14607,3252,10545,4478,14759,8814,-5242,2000,1682,8814,-4049
5/23/2025,432,505,-610,-855,2790,780,1378,871,-910,1321,3099,780,3995,1319,-783,3715,3278,-2887,4033,-1125,4017,-560,2855,-1901,4516,438,-1845,3107,5305,-6004,570,-550,-323,-855,2790,-320,-1525,-945,-3100,1396,-1360,-150,3995,1476,-839,3715,3278,-15178,2651,1195,-3473,2843,2054,-24822,4690,963,-424,3107,2855,-22297,411,-199,1380,-319,588,-199,1235,-319,-3909,-7416,-2970,-3275,-2092,-3541,543,-7339,-4301,-7830,543,-8841
5/26/2025,2960,4425,4877,2790,6535,3157,2045,3695,3157,3055,6336,3157,2070,4620,8105,2655,4820,2712,3650,4750,4079,1345,-2880,-846,1890,5835,413,-1200,-3861,-5884,2960,4425,5827,2790,6535,3417,2045,3695,3417,2120,5316,3263,2070,4620,8105,2655,4820,3210,3650,3070,4577,1006,-3149,-11042,2530,3070,4577,-1200,-4615,-11042,3154,1908,3066,-3730,3089,1908,3066,-3730,-1206,608,-3740,-5355,-3564,-2727,-6545,-6780,-546,1287,-6545,-6780
5/27/2025,406,3852,730,3091,6253,2507,600,2521,-624,2080,5204,2107,180,-4900,-5358,2895,8785,8146,1749,-1995,-6095,-200,6358,-683,-1777,-1106,-5583,3551,11239,4955,1280,5056,730,3091,6253,2680,2286,3757,572,1395,5155,109,180,3785,7470,2895,8785,8906,2357,7610,13617,2369,11857,20543,2320,7240,13771,3551,12479,22314,3742,-853,4447,-3259,3951,-822,4462,158,-6385,-8887,6945,5369,7249,-2974,11482,5208,-4604,-8945,11482,5208
5/28/2025,1185,2216,5156,5449,3108,11617,5350,3415,7884,-565,1295,11370,987,8010,10680,1830,3243,12256,10951,-1105,9534,-565,958,-2100,1510,514,680,2220,1485,4271,655,1135,-4761,5449,3108,2089,5208,1758,1739,980,1405,1937,1282,9694,8815,1830,8914,14534,10951,9674,9185,744,-104,4691,1465,8429,10163,2220,2591,5943,3856,8378,1504,11087,3896,8378,1839,12922,6832,11459,8044,10476,6884,4328,102,561,-146,1720,102,134
5/29/2025,2338,-678,500,1565,2415,96,2993,1176,-1700,-55,2524,-2120,1095,5286,19576,850,3596,9835,2564,2515,20021,2075,8948,-340,1965,1212,1818,5792,2215,10719,1275,500,-1715,1565,2415,-108,1741,1871,2088,1070,995,10,2020,6602,19078,2505,3596,19375,2564,6045,17509,2075,7980,1641,2050,4993,16269,5792,6822,3537,1667,-281,210,-2003,1767,-281,-570,-2690,6334,22939,1908,13858,8366,25191,10048,20541,3537,2048,10703,12897
5/30/2025,810,3168,9725,1915,2488,14158,1453,2165,7258,1335,3411,11768,650,-497,-2261,-920,-2596,-112,980,-325,-2145,1130,5664,5355,1824,3317,3707,-2640,-1406,21988,810,3518,6722,1915,2488,10611,1105,2632,3437,1360,1811,5826,650,342,18,-920,-2596,-758,2610,-705,-4335,600,-1030,-1924,1155,-1455,1527,-2640,-4811,-6096,4839,13912,2563,13910,2291,11273,2023,11476,-3507,-4237,-3741,488,-867,460,2869,5810,-134,5231,3544,18487
6/2/2025,575,-1692,-3520,-345,-673,-962,-1744,-1599,-3119,30,-95,-1472,2182,-4561,-6765,975,-880,-7031,343,-1985,-8295,820,6521,5000,1814,-5762,-273,5750,435,15514,575,-763,-3416,-345,-673,-479,-345,-853,-2821,-740,-1538,-2921,2182,-5631,-17311,975,-880,-5885,2083,-1470,-11040,534,13472,43685,3045,-971,-10690,5750,13621,44312,-250,-678,3317,2374,120,-912,2122,1384,-6572,-8871,158,-3410,-921,-8970,7621,25736,-2761,-930,3996,14490
6/3/2025,995,2488,10302,2521,5038,11060,1591,4701,4848,2030,3445,8245,1590,2617,-5155,3275,4628,6724,3087,-1110,6294,2057,4411,-2336,2304,4009,-1632,4300,34,6579,995,4275,10302,2521,5038,11130,1948,4903,6473,1655,4382,12414,1590,5706,4920,3865,4628,9488,3462,4510,8343,3182,-1929,11598,3140,4315,7986,4300,120,13059,5033,6608,5435,10770,5073,9357,3813,11082,-1118,-6998,415,9668,2178,11063,6023,-2488,-1444,-1279,5751,9391
6/4/2025,4177,5455,4946,3285,7702,-962,2397,3818,4053,3995,3184,1182,1265,7173,29068,2915,9692,21328,5003,5852,21017,2855,4642,598,1744,5931,11552,6120,22546,4274,4495,4790,6586,3285,7702,-1373,2635,4255,2706,5120,2942,6480,1483,9410,36373,3050,9692,27363,5003,7345,31555,4165,23191,16353,1744,6851,30850,6120,23733,12268,-1985,-698,-1501,-4120,1973,687,-2402,-4130,8376,10942,7670,4527,12701,2356,16070,-2041,10395,3012,16070,-2611
6/5/2025,1155,810,-1613,1345,-168,-1267,1228,622,4772,745,2976,-2841,80,8991,5292,-335,5787,-389,123,7345,-1112,3125,-6630,23499,-1140,1807,4942,9,6754,15496,1155,-115,-4139,1345,-168,-2075,1710,-451,2066,885,-586,-4911,80,8991,5363,-335,5787,26,425,1015,4630,2353,3801,-569,85,-60,1481,2015,1335,-2375,-17,17,-1190,-2237,1626,5947,-1355,-1106,8550,5524,5270,4321,3502,7214,5758,26489,129,2138,6653,22664
