,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
GOV offset spend $,0,7370,433304,0,73343,417035,203,8374,1012441,8736,39925,923314,12433,37917,818726,1433,55082,789290,7351,276615,720757,1214,392704,648768,2560,43517,328575,620,385780,1563607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78519,695343,100677,747705,89092,751685,90186,331459,114775,462185,123273,475208,60552,504121,256425,1097437,22235,276835,190253,1244432
GOV opens blocked,0,18,279,0,70,313,0,2,480,3490,28,611,228,735,3353,3,416,1830,24,6981,3724,8098,11804,27529,37,453,1958,12,7077,19031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,1153,457,1317,319,1172,435,639,1449,3079,651,1740,846,2156,16108,21924,775,2402,11926,19150
WING conversions,243,907,2051,517,1449,2276,770,1563,1849,164,1664,1901,1070,1251,2046,828,1138,2122,1347,936,1947,297,1840,1274,853,1723,1545,380,2366,2309,270,1326,2813,517,1530,2882,678,1699,2943,337,1365,2754,1013,2247,2980,828,1947,2725,1444,2483,2845,955,2533,3298,1205,2304,2763,947,2529,3290,900,1449,977,1456,1065,1460,896,1853,1159,1563,920,1416,1044,1353,1195,1664,597,1287,1356,1954
WING spend $,48778,208617,501506,101250,317035,566686,147704,353612,448372,34523,376060,484483,242385,322901,580269,185236,297414,580319,300163,223874,575780,64653,500526,311187,178311,390578,374585,83987,628368,648402,57262,302830,736086,101250,336364,751826,127272,366734,758143,70480,313700,730329,233082,612013,999396,185236,496116,819917,328428,650039,901355,242251,785529,1297833,271655,610844,890165,240681,782178,1296061,204482,390033,228950,397585,237768,390185,216527,482102,308863,459870,234710,389154,279679,381115,340839,495702,145434,336765,382923,582543
WING days active,172,475,615,361,556,623,446,582,572,134,603,572,530,532,565,472,495,590,591,410,555,233,561,470,483,613,533,280,619,586,220,549,671,361,570,669,416,601,673,262,555,675,520,654,714,472,613,676,577,670,694,467,633,708,543,647,688,467,632,708,447,505,473,512,482,508,454,568,465,507,419,483,460,492,406,493,340,484,448,539

DATE,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
12/27/2022,-1050,-2010,-6070,-1050,-1710,-6070,-1050,-2160,-6070,-510,-1710,-6070,1295,8086,4212,1295,2896,4212,1295,680,4212,-485,1001,2661,1130,2366,3530,-490,1001,4212,-1050,-1710,-6070,-1050,-1710,-6070,-1050,-1710,-6070,-1050,-3390,-6070,1295,3196,5051,1295,3196,5051,1295,1691,5051,-110,1001,5051,1130,1356,5051,-110,1001,5051,-1715,-6268,-1715,-6268,-1715,-6268,-1715,-6268,6976,9479,6606,10981,4336,9629,-861,-3559,3686,5420,-831,-3559
12/28/2022,1850,640,3265,1863,3402,2947,1086,-1451,6048,-535,5123,7502,793,-5298,-8885,2890,-287,4017,1932,-1327,-8859,1125,5240,2745,297,-4,-7278,5236,12529,9834,2877,4530,8150,1863,3681,8150,1999,2936,9730,1974,3508,6345,1988,-1120,-5583,2890,2614,7415,3724,1533,6353,8519,22423,47997,3519,-655,2276,8289,21783,48707,3102,11387,4950,3884,2540,11387,4960,5416,-4177,-7490,4157,8142,-4836,6695,-602,-8990,-659,-3628,-2661,-8990
12/29/2022,3238,9576,2040,3683,9857,4481,3036,8213,5645,3870,9657,4042,1866,10585,2929,4600,14668,10354,6071,13424,21999,3047,9784,-988,2435,-2602,-1450,8140,13319,-392,3555,11457,6418,3683,9857,7068,3713,8472,8068,3045,10317,6738,2316,12101,7052,4600,13871,10762,6059,18225,20684,5371,27074,30500,5592,18225,23034,5371,27074,30500,7841,-3452,5664,-2467,4338,-2452,7284,-3878,12106,1037,14917,1120,16202,11274,7172,665,3017,-1062,20461,665
12/30/2022,1743,204,-4778,1338,-923,-5297,1262,-1002,-7345,1293,232,-6247,8309,2883,-3387,2633,2236,2957,6894,-1975,1748,-280,-2423,-1083,816,7961,5501,860,1833,-1245,1253,1133,-5878,1338,-923,-5878,1262,-923,-5878,478,684,-7290,8633,9217,-1706,2633,-105,-1633,7218,707,-9418,-4456,-10219,-28190,7053,157,-10418,-4456,-10219,-28190,1975,418,2754,418,1975,418,2754,-2694,9576,2642,603,-493,-1787,2296,-3421,-8940,4832,-970,-3404,-8940
1/3/2023,995,-1453,-2788,304,-1132,-3816,-1536,544,-1493,-575,1378,3097,-25,1096,-4526,1691,5458,-4482,-1636,-1105,-3363,-960,1405,-2360,1310,-292,-957,4141,-6338,-6094,75,388,641,304,-1132,2095,-710,-579,-44,660,-547,-2107,-25,1786,6921,1691,2112,-3369,826,-3539,-11339,688,-1914,-17140,856,-2258,-12474,688,-2239,-17905,118,-2477,-1615,2883,118,-2477,-1615,-2047,-386,-4067,1820,128,5125,-2927,-6809,-3941,2149,804,4833,-2460
1/4/2023,954,2632,14809,2252,5036,18052,2426,4108,14467,1360,3316,18114,1604,7209,3071,4116,4860,-644,1259,-1005,3278,1840,1916,2257,454,2543,6000,3471,7150,-4055,1185,531,20262,2252,5036,22997,3162,6004,21321,2800,2646,20427,2476,2798,4976,4116,185,-8448,195,-115,-3000,1935,-7114,-38250,-25,40,-3028,1935,-7934,-38645,5882,17619,5840,19084,5144,17829,6730,14489,3440,8781,-1898,2075,6189,-637,-1237,-7065,1743,5640,-2930,7601
1/5/2023,550,2933,10580,2664,6168,9431,3418,3014,9108,1805,4089,8679,2670,3036,5633,3931,3074,743,2746,8185,9798,2000,4201,2101,1077,2321,5863,1520,2290,2457,2704,6027,11041,2664,6536,11041,3418,7371,12996,994,2839,9818,2670,8291,2158,3931,7188,1238,2855,10019,8979,5085,10622,32257,2499,6967,7279,5085,10622,32257,7494,6606,9718,6606,9638,6606,8484,13498,8970,6327,17504,3815,7571,4619,13830,4657,-92,6810,8108,1008
1/6/2023,890,327,-226,-55,3180,1349,-912,1463,259,-520,2540,1368,-2945,-6164,-8302,30,-1875,-811,298,-1927,-4602,1315,9418,761,405,-2044,-1994,155,7668,5426,-35,3180,2445,-55,3180,2445,-45,3175,2219,-270,2430,2287,-2340,-5805,-11100,30,10,-521,298,393,1013,5660,10252,26646,-75,-62,-1998,5600,10252,26646,2015,1655,5068,3090,2191,1655,4723,2910,-6940,-8945,4510,4976,-717,5716,11639,-8339,-1321,-1717,7878,-8339
1/9/2023,2851,-890,2188,1455,4326,-563,1362,-1271,2488,2380,2054,4887,3571,-3600,-7290,-275,-4210,-7797,-1232,-1995,-8970,-915,-708,844,1215,1998,3392,2585,5347,6974,1460,2490,5577,1455,4326,4743,1575,1994,3965,1519,785,3757,1315,-1189,-8685,-275,-1518,-12038,-589,-3224,-18732,-2000,-7148,-19308,-1512,-5148,-16532,-2180,-8648,-20108,1176,4379,1073,5764,1828,1974,-1310,-3455,-1957,-7045,-3400,-3574,-5135,-8930,-6975,14704,-113,3120,-6660,11008
1/10/2023,-45,-845,-779,-1645,-2235,-2629,-1509,-2245,-3103,-770,-2835,-3103,-697,621,254,991,3108,5607,1474,-222,2702,475,12739,11699,1648,1817,4693,620,12344,7401,-1645,-1395,-1413,-1645,-1395,-1413,-1645,-1395,-1413,-665,-1895,-4033,-875,1818,-5470,991,4925,6518,1474,3391,7714,2400,15087,43845,2054,3694,5919,2400,15087,43845,-1011,86,482,101,-1011,86,482,1130,381,-1385,8638,9675,2583,6722,12175,15202,3171,2835,11582,9276
1/11/2023,-1262,-210,-2702,-570,901,-4587,-1214,-1039,-1155,-575,390,-1155,-5925,-3991,-7260,-3015,-5949,-4059,-3981,-961,-7289,480,14147,12479,-161,-1279,861,120,12732,20662,-505,1066,3153,-570,1066,3153,-650,840,3153,-1145,-2996,-4177,-6455,-12775,-25550,-3015,-2784,-6987,-3981,-3156,-11930,3205,16510,48553,-2041,-3470,-13300,3205,16510,48553,-194,5339,2314,6073,2403,5339,899,-537,-6535,-8180,1351,3833,-3136,-296,13190,24713,-3153,-644,8716,24713
1/12/2023,1190,4960,2649,135,1438,-1225,1525,3769,-3008,1515,1737,-2684,1734,4253,8832,1137,902,468,157,-1600,2954,-475,-5056,-3570,-317,-558,-3828,-590,-3082,-5268,1005,2625,-2225,135,960,-2225,110,945,-2225,1185,1745,-1450,1734,5351,10840,1137,-660,229,771,-1558,-1953,555,-12725,-26192,454,-1490,-673,415,-12745,-23755,487,-4514,-1363,-3985,298,-4514,-1363,-1669,6639,14914,-1677,2515,4085,-4969,-2066,-5725,-2086,-3364,-2993,-2079
1/13/2023,-260,-121,-5765,270,2267,-7682,-77,-1199,-2247,0,255,-3267,-2838,-6010,-8616,-1327,-1710,-5327,-2438,-1998,-8109,35,8768,10020,741,1120,466,125,8463,17305,250,2267,1468,270,2267,1468,250,2079,1468,-820,-1097,-3498,-2838,-8709,-16344,-1327,-853,-3599,-2438,-5282,-12976,2857,15314,37879,-2438,-5282,-13736,2857,15314,37879,2358,3467,2282,5016,2424,3467,1127,2477,-6564,-8980,921,2828,-2726,-1149,9738,20895,-1356,-2767,3867,20895
1/16/2023,-390,1109,2818,1730,2234,4300,1970,-38,2818,452,3019,4300,-1565,-1405,-4995,-1945,-3250,-6590,-2625,-1440,-7005,80,-4985,359,-2070,-1205,2331,-1770,-4840,-2670,1530,2234,3813,1730,2234,3813,1970,2234,3813,-848,-785,3813,-1565,-4900,-5335,-1945,-2845,-8085,-2625,-2235,-9015,-1755,-2250,-15370,-2625,-1050,-9015,-1755,-2250,-15370,1530,1770,2100,1770,1530,1770,2100,1770,-3590,-5085,-4290,-7945,-6230,-8900,-3805,-5930,-825,4177,-4745,-5930
1/17/2023,322,4213,-3674,1405,-1240,-4790,-50,1625,-5291,-885,180,-5291,6410,15548,11505,3714,13891,9079,2715,9118,18110,360,-30,-256,5230,6908,571,3290,4249,-1668,-285,-1690,-9565,1405,-2295,-9565,-50,-3690,-9565,900,4206,-7425,7254,12206,11026,3714,7244,7947,3236,10246,13261,1250,-3673,-1031,7580,13057,12127,1250,-3673,1306,347,-7041,-4321,-7041,-4270,-7041,-992,-4675,3845,5445,1436,22438,-929,3232,-3909,-2314,2978,3885,-5018,-122
1/18/2023,986,1952,-1859,3044,3616,-1226,2751,2376,3563,2068,5119,4702,297,-5933,-8955,1430,499,-1130,397,77,-5673,-605,3452,-3924,-1520,-5944,1422,1707,11516,-8984,2958,3728,5726,3044,3616,5616,2985,3336,5781,1833,2849,715,740,-3458,-14521,1430,-152,-1102,1055,192,-4721,7461,20402,36787,1235,-690,-8366,6761,19602,36117,168,4157,2936,5246,383,3611,1761,697,-4944,-4796,600,2923,-3767,-6748,6020,-8534,1119,975,1375,-8534
1/19/2023,-355,2944,7315,1230,3901,6164,580,3554,7078,1390,4366,4220,4440,4953,13668,3336,1815,4422,5171,-1654,609,4390,340,-1422,4184,2115,6847,4330,1372,-5109,256,4366,4426,1230,3901,5086,580,3811,5973,746,3561,7621,4440,9034,21417,3336,4930,-1040,5171,7264,10214,2784,-4145,-33525,4156,8354,9714,2674,-4260,-33525,5649,5206,3735,6439,5292,5206,3375,8314,12077,18152,5331,-1320,3461,2322,-3363,-6296,1407,6787,-4718,-5059
1/20/2023,-1958,-1818,-4708,-1260,1962,-5250,-1297,-4192,2603,-585,727,2745,-5740,-6380,-7916,-3930,-4005,-6083,-5190,-1725,-8976,415,13246,15832,-4795,-4751,-1195,-65,12372,24639,-1260,1992,3153,-1260,1962,3153,-1185,1962,3153,-1495,-1478,-3799,-6770,-11745,-24200,-3930,-2281,-6481,-5190,-3213,-9759,3395,19088,46596,-5240,-3953,-11539,3395,19088,46596,2547,5351,2904,5984,2517,5351,2934,-2383,-6988,-8818,1095,-451,-5990,-2393,18903,30955,-6390,-633,15125,30770
1/23/2023,2660,6150,4663,2188,5254,3747,3398,4022,5422,3510,4638,1548,1558,1496,7636,3188,7225,8032,2223,6278,11345,3290,1077,-698,893,3020,4466,2075,-1226,-5957,3095,5550,1253,2188,5254,1440,3398,4764,2094,3510,5388,333,1334,7433,26128,3188,4517,10151,3024,4048,13750,6210,3899,-15483,3230,3198,11449,6210,3899,-15483,4426,3838,4092,2102,4560,5158,3968,3083,9923,11671,5536,14262,9190,16917,1711,-3154,1404,-1067,5242,-3154
1/24/2023,2795,5635,1868,2185,3154,1965,2395,6499,-3277,1830,1340,-3277,2895,10176,26334,1945,11338,25730,3157,13433,29447,3480,3630,-2838,2085,6945,15793,1420,8772,-7877,2225,3289,-4972,2185,3154,-4972,2395,3074,-4972,1400,3360,8582,2895,15564,36384,1945,7576,25160,3157,14767,30037,4000,811,-2849,2484,13720,30830,3690,346,-3919,-99,-1449,-361,-1449,-318,-1449,-361,1665,19750,28837,12730,20679,26313,22321,1104,-2475,11860,6183,-1165,4239
1/25/2023,435,579,-1418,435,2733,345,265,-311,919,400,-155,6349,1109,-4688,-7146,-556,-2012,-4755,-1466,-1889,-8897,-895,-6935,-3988,-1884,-3022,1676,440,-6965,-8954,500,1285,6349,435,2733,5709,580,3623,2702,1190,-3140,1848,1109,888,-11054,-556,-1135,-10805,-1215,346,-10030,-2785,-1685,-2162,-1085,2035,-10825,-2785,-1685,-2162,2473,4661,3443,3237,3928,3521,706,669,1037,-6699,-260,-4798,1153,-8545,-6905,-5623,-4728,-64,-7000,-6912
1/26/2023,-363,1079,-1422,-155,3496,-482,-725,-1322,2135,-405,3441,1897,-1935,-2534,-7036,-860,-334,-4277,-2837,5078,-7716,1147,2743,13568,-747,1431,1336,320,1350,3500,-145,3541,2615,-155,3496,2615,-165,3496,2970,-1030,1851,2239,-1935,-4393,-14323,-860,-1445,-5384,-3552,-266,-2897,-2910,4208,9537,-3237,674,3635,-2910,4208,11092,3002,5783,4390,5356,3244,6138,4356,1072,-2500,-7707,1826,1667,-925,4013,3975,19114,-790,9828,-410,11476
1/27/2023,2478,3030,2543,3320,5374,958,3062,2141,7387,2500,5618,11346,3502,2533,439,6346,6858,14039,6535,5813,12346,6640,15355,-1900,3000,2535,2470,2700,15457,4711,3285,5680,10133,3320,5374,10337,3285,5551,10503,2390,3876,1758,3502,5756,7004,6346,6612,14039,6671,12986,19763,9225,23270,56733,5839,11675,20998,9225,23270,56733,3073,9985,3679,9794,2908,8462,4753,1011,-2266,-8325,6879,13568,8008,17556,16994,-7722,-2396,1212,16778,-7722
1/30/2023,240,-2437,-4220,905,-344,-4589,323,-3216,1417,770,1466,-2656,-1561,-3733,-7309,70,-2797,-1513,-560,165,-5293,820,15022,19013,529,-830,-3676,885,15575,30812,855,565,2578,905,565,2578,1020,895,2578,330,-1275,-1120,-530,-8225,-12981,70,-1050,-1513,715,-610,-2496,12048,25651,62082,1988,1777,-2039,12048,23366,62082,-418,-1692,319,-1547,-418,-1692,50,-3644,-3149,-7184,-264,2848,-142,4491,18550,26766,-357,-3676,16867,48100
1/31/2023,-7,113,-1939,2529,-2109,-1067,2231,-1035,-3561,-950,-1283,-3561,2439,5606,1606,4741,6098,-683,3949,2655,-4272,235,13762,3164,-222,3510,-3956,649,7456,18134,3384,-1913,-2988,2529,-2109,-2988,2231,-2322,-2988,-552,-2110,-2836,2179,-3873,-12248,4741,2542,-1603,4113,1409,-7566,4295,19269,61819,4539,2389,-10388,4295,19269,61819,462,2238,345,2465,-573,2238,-56,-1413,-954,2856,2907,8012,4231,8868,17774,19783,-4940,-7281,6508,19002
2/1/2023,435,6166,30677,2410,7705,29902,2480,2325,7018,1430,2030,8235,4265,6260,12937,5010,6405,42597,4425,5842,7916,975,14959,14465,2110,802,22236,960,9529,8855,2455,7880,7943,2410,7705,8553,2480,6355,8273,680,3930,8765,4265,6190,11816,5010,9880,41982,4425,8233,13933,5285,16477,46368,3485,6560,12993,5285,15577,45953,8065,12230,7990,12630,8040,14160,7235,12441,5987,13110,12335,23225,4572,23450,13850,33716,1887,3587,35800,23856
2/2/2023,1325,1759,10310,4048,3166,10235,2893,947,13126,2872,2001,13253,4517,8423,4685,5355,7575,12054,6777,3047,18488,2084,13353,-1305,1227,9068,-896,3815,9752,-3595,3560,4415,23959,4048,3166,14608,3278,2935,14632,2597,2261,7152,3865,11875,27646,5355,9376,21651,6256,16390,46326,10194,15217,60842,4872,16390,46326,10194,16187,60842,4233,14324,4527,16915,3295,14962,4484,10200,10091,6110,7654,14971,10359,34998,17775,4396,-552,2319,22236,9382
2/3/2023,140,1061,-319,-315,1065,-1629,-1144,-842,-2211,1581,4628,-2165,-179,-2142,-7007,-1145,-4348,-2679,-2143,1919,-2273,5431,-4077,-1309,-243,-806,887,3722,16250,-3389,1295,1040,-1003,-315,1065,-1003,-1100,2815,568,55,485,1767,75,-3533,-9033,-1145,-3970,-3903,-2365,-4390,-4164,7047,2005,-2374,-710,-1240,-2519,6592,2915,-3174,668,-1048,2061,-2649,578,-1368,1170,-1596,-4571,-7181,-3383,-8995,4392,-8990,-2469,289,6518,943,4433,17549
2/6/2023,1821,4296,4822,2235,946,2408,2334,1483,-3522,2290,3852,-3522,2702,5830,17050,2872,10146,3726,2029,400,2658,7185,13494,-2806,1084,6570,2705,3655,14515,-3261,2980,3533,-5518,2235,946,-5518,1435,1031,-5518,1001,571,-602,2702,5671,17668,2872,5897,3918,1804,4569,5717,6825,13134,-13378,1639,4412,6182,6825,12734,-13378,2428,7330,-1158,1946,-1158,7330,2428,105,3763,19562,6575,11693,8256,4678,2688,-3716,4457,13885,5919,1488
2/7/2023,1906,4893,15658,2556,6328,10687,2386,1859,24919,1955,5261,29124,3780,3080,9172,2716,4685,6811,3928,24579,23260,595,29363,18971,1258,-1647,25607,1215,9760,20912,2635,7590,29221,2556,6328,32615,3461,3845,27659,2580,6581,23268,3780,7611,10865,2716,27452,7614,3928,8127,22244,4845,12660,24746,3139,7112,22104,4845,12260,38629,6750,29062,7598,34385,7435,28052,7320,15462,7722,10550,6385,10115,4698,34544,9346,19132,1910,3579,8068,24333
2/8/2023,1435,2903,-2260,1540,905,-819,2704,1685,-2348,-550,2292,-2852,-660,2300,-8913,2490,9034,11263,1527,-1060,5129,-970,22259,6005,1412,2011,-6845,9355,21284,35041,2115,753,-1882,1540,905,-1817,2440,26,-1817,1225,2193,-1282,-2425,-5195,-11172,2490,8417,12677,2531,5563,4950,14900,27620,77271,3070,4962,3385,14830,26450,75788,1321,-5212,685,-6373,1321,-5212,685,-5622,-6425,-8975,12019,11189,14118,956,14213,12926,1705,-6845,20010,19541
2/9/2023,-425,413,-1083,1085,3107,-966,1175,-1227,5700,1170,2527,5814,-4545,-3238,-8285,1135,-131,2763,-589,-1910,-8935,7595,31013,32393,-2175,466,-1102,6013,28863,63104,1860,3122,6977,1085,3107,6977,1175,3102,7162,210,650,1141,-4545,-11230,-23380,1135,885,2707,40,2229,295,15302,31013,67058,470,914,-5150,15042,29933,63724,3166,7487,4237,7487,3431,7487,3178,111,-6615,-8895,1182,4404,-1196,1375,31382,80613,-6475,-1227,25083,74312
2/10/2023,960,7201,2808,245,3676,3072,1295,5713,3965,1455,4811,5105,2069,3558,12358,1050,4613,6547,2315,5281,5643,-180,-6299,-1993,1642,5997,3120,-2005,253,-1975,1244,2987,4050,245,3676,4050,1295,2717,4050,1419,4711,4651,2069,4882,16612,1050,1838,6185,1693,6154,3965,-5570,-19670,-42538,1503,4933,48,-5585,-20675,-29118,3987,3941,3048,3941,4564,3941,2605,1312,7244,4071,1285,2199,712,-2324,-5155,-5386,1660,4320,-4007,-5347
2/13/2023,3070,3054,9077,2929,1961,9105,1112,3097,3027,2356,3802,966,2092,4424,1687,3910,14050,14816,7676,-1424,5212,2680,305,-1552,2174,2929,11191,5082,14841,2597,2433,3616,2200,2929,1961,2200,1592,2251,2160,3096,4157,7540,3371,12401,10413,3910,16108,13902,7676,10912,10079,3919,1161,-3888,7041,10912,10079,3919,1161,-3888,2207,562,3180,-809,2660,562,1595,3389,4534,1600,12894,4991,20721,8513,1248,1770,2286,-362,10627,-1649
2/14/2023,1183,1789,169,115,2338,209,635,3289,1304,1290,3019,3167,2179,1294,1288,1884,4602,17870,-128,-126,9667,1420,14855,788,147,1405,4392,470,9360,-584,1760,4105,1801,115,2338,3130,1000,3769,3078,1005,1660,511,2179,-1025,315,1884,3531,3616,-128,622,3649,-1725,16055,7942,-278,-150,660,-1735,13771,9442,7290,-1597,5457,1433,6537,-3373,3642,-826,2770,1744,10835,13803,9856,12248,25791,21948,10067,5999,23879,38453
2/15/2023,-840,-406,424,-1325,2751,741,-1335,-537,4392,-535,1843,3833,-2235,-4206,-3293,-2346,-791,-2527,-2860,-1970,-6787,465,421,-1450,-3135,-3907,-1776,745,10077,5556,-1245,2656,5607,-1325,2751,5607,-1335,2567,6182,-1070,1573,-858,-2235,-4235,-8294,-2346,-3286,-5610,-2860,799,-3470,-530,9871,27093,-3135,-41,-850,-530,9871,27093,2949,3650,3230,4514,2928,4335,3230,2437,-366,-2100,770,546,-1121,-57,-1860,-2629,-2281,3891,-3135,8428
2/16/2023,1425,5979,4255,3758,4974,4345,1390,3280,5991,4492,6959,3216,2397,-1717,-2115,1918,-975,-190,2530,4693,-8957,1925,3090,4100,3009,3311,7285,1370,2450,12588,3765,6564,2479,3758,4974,2144,3785,4017,-816,2545,6949,6199,2397,1589,937,1918,-1151,-4991,2530,1297,-1231,4081,-40,-28755,2355,-103,-2756,3931,-840,-29960,5801,6758,4265,4110,1179,6348,6958,4875,1152,7950,1645,4550,-2426,-1404,7212,17344,2715,13248,5949,6865
2/17/2023,940,-424,650,-360,1568,335,-1725,1403,-617,433,652,-2622,2204,-2759,-4410,2819,1869,-967,-489,-1528,-5270,-961,2110,-1940,3269,3944,8387,-2116,-6981,-6903,-460,1988,-2754,-360,1568,-118,-1250,-769,-2479,-482,-111,-268,2204,972,-4803,2819,4338,-196,-489,-2496,-11233,-1156,-5956,-27909,3201,-4253,-9612,-1161,1124,-27909,280,81,2553,-214,1549,-1889,1754,1888,863,1149,752,3106,1621,4462,-4696,608,-957,5653,-3092,175
2/20/2023,105,1217,6478,1684,1867,6478,1684,1017,6478,575,1867,6478,265,-1790,-115,1994,3603,5988,2864,2058,6807,135,4444,2309,1695,-2835,-3390,220,4444,4543,1725,1867,6551,1684,1867,6551,1684,1867,6551,-125,1007,6551,265,-1080,-275,1994,3603,5988,2864,3653,6807,9795,18668,34013,3254,3653,6807,9795,18668,34013,-1620,351,-1620,650,-1620,351,-1620,650,-865,-3175,-1130,-665,-2105,-885,280,-1640,-2890,-5205,280,-1640
2/21/2023,43,1759,4792,3427,5920,3894,2717,-368,7639,-545,5501,8133,-2610,-6966,-8930,-6,-6130,-4165,-546,-1045,-8863,-225,14115,5144,-728,-536,-6910,2316,17125,25558,3118,5627,11860,3427,5942,11860,3650,5942,11860,2168,826,4045,-2610,-12173,-25893,-6,-533,-2975,-77,-3180,-12219,12617,26710,68561,226,-2262,-12219,12642,26710,68561,5359,7389,5359,8935,5359,7389,5359,4857,-6995,-8970,-201,611,-6874,-2144,22718,23869,-1653,-8985,16515,21679
2/22/2023,665,5561,1396,955,2351,5046,723,-54,4760,1848,4861,5565,3640,2815,21524,2598,8128,16483,1807,5784,16806,155,12257,-2714,695,2742,3779,385,16248,-1222,1760,3986,-130,955,2351,-130,-645,2351,-130,940,3590,3164,3640,8901,25075,2598,10206,17130,3095,6477,19123,2465,16632,-8128,2940,7020,18448,2260,19348,-5803,2618,-528,374,1934,2618,-528,374,-606,10432,21540,5395,8154,4837,9509,2314,-6697,4536,3457,-100,-6697
2/23/2023,300,1308,-2203,915,3180,2290,1499,-441,711,335,2914,5128,800,105,14067,-965,-951,8132,-566,5497,8453,564,-3121,-316,-607,398,11426,50,-3975,-8335,920,2914,5128,915,3180,5669,865,2588,4829,115,3249,5690,980,5813,15807,-965,2665,4570,-935,1205,5560,-5093,-6036,-34771,-408,230,3960,-5098,-5808,-33471,3542,4620,4670,4650,5418,5444,3770,5218,5269,12350,-786,10274,1659,7021,-6727,-8298,-451,6683,-5512,-8298
2/24/2023,2981,8536,-2008,1120,5148,-1533,2004,7275,-4691,4425,7171,-1616,8435,7963,5921,8162,10323,-625,10985,7775,-75,4376,3869,-1846,7113,8223,4445,7226,-2171,-1289,5746,6253,-12636,1120,5208,-12636,1105,5013,-12636,1673,7867,-8957,8435,19280,14114,8162,6281,296,10985,8703,-1020,1571,-5734,-50839,10795,8233,840,1571,-5734,-50839,1081,-2721,846,-2721,1101,-2721,1081,-3076,9566,4175,6193,-1098,-1523,-1351,-4693,-5557,877,4828,-4647,-5969
2/27/2023,266,-1192,10899,1441,4665,14748,1947,-1140,538,855,1478,804,2018,571,3910,1881,748,2113,1179,-768,-3910,-650,-4316,-2305,740,-285,2672,4468,-6031,-7351,1564,814,2276,1441,4665,2106,1947,4690,2801,1185,-387,14580,2896,2732,3517,1881,6135,569,1776,1838,610,6683,16112,1289,940,1138,1885,6588,15632,1289,-2070,309,-2820,309,-440,309,-4175,1198,5430,8858,5895,2837,3057,3693,-608,-8940,3427,1835,-1359,-8940
2/28/2023,5885,9378,6731,8934,5541,5928,7364,11132,2864,2754,8258,3950,7971,12064,16046,6481,5262,10644,5410,13827,17982,3149,5962,-2565,3578,10917,12183,2595,6149,-1498,7569,5763,3432,8934,5541,3432,7364,5424,1626,5094,4876,1045,7971,16481,32562,6481,7212,9832,5632,15767,16724,5687,-2611,-44529,5167,14407,17593,5687,-2611,-44529,7430,12499,6000,7111,7966,12499,5208,-1487,7752,8155,2758,-3639,1058,1621,-1743,-6779,3160,14981,-3594,-6779
