,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
7/29/2024,-270,1008,-5026,-865,-9,-5026,-1540,-9,-5449,-270,1008,-5026,3162,5801,334,626,3497,-4932,546,212,-4348,4489,-3733,-3366,-649,-1240,-1195,4214,-4180,-3366,-270,-2635,-13250,-865,-2260,-13250,-1540,-2210,-13395,870,-1792,-11630,3162,6589,147,626,3497,-2517,546,456,-5780,4489,1522,-5859,-895,-3209,-5370,4214,2331,-5859,-4986,-8745,-3791,-8745,-3791,-8745,-4986,-8745,8231,-2162,2089,-2353,3440,-1474,-5214,-2190,1503,-4314,-5214,-2190
7/30/2024,1966,6359,9327,4544,5800,8668,3597,6268,10243,3133,4722,9317,-170,-3051,-8985,2905,9753,14884,3458,9051,-7795,6701,16111,15588,1541,-6455,-8985,6681,15096,15588,1966,6359,9870,4544,5800,8597,3597,6268,10243,3133,4862,12097,130,1697,4815,2905,9753,13633,3458,9378,13774,6701,14562,23054,3932,6675,6919,6681,14525,21153,8838,23536,8923,23801,9170,21471,7276,19870,-6305,-8985,4858,10139,7277,14330,10567,8757,-6305,-8985,10567,8757
7/31/2024,3901,5902,11099,4819,4535,8467,4276,4105,8572,2561,5902,11099,5230,10815,5856,5051,11880,16883,8238,20243,22232,8543,5378,13490,2423,4693,2066,8253,5263,12655,3901,5917,13486,4819,4616,11394,4276,4186,9980,2121,1663,10835,5230,15000,19965,5051,16295,23982,8238,23326,33502,8543,14436,56876,6766,20076,32327,8253,14321,56041,4268,13272,4775,17485,5719,14967,5483,13272,9833,8771,8576,14994,15322,28570,10895,17988,2450,-1504,10780,17188
8/1/2024,1635,1860,5122,1085,3290,6210,1094,4214,6286,1715,1860,5567,-3060,-6410,-8895,-70,295,-4659,3100,880,-8909,9043,13810,19315,-795,-6510,-8885,9033,12991,14854,1635,1860,6042,1085,3290,7461,1094,4214,6791,1715,1485,9883,-2430,-5845,-15147,-70,295,-645,3100,880,-4395,9043,13810,18442,2295,-3425,-14545,9033,12991,17285,4385,3365,4388,7078,5893,8426,4415,3440,-6860,-8180,1375,-2554,2622,-8979,11177,-6601,-6585,-8360,11177,-6601
8/2/2024,-225,-2859,-214,-200,645,-214,-235,625,-214,-800,-2859,-214,3591,5871,18409,2081,3206,10822,2571,9686,15242,4118,-6129,-5886,2235,-1485,70,4113,-6129,-5886,-225,-2650,-3760,-200,-1140,-3760,-235,-1160,-7140,-920,-520,-5985,3591,5871,17932,2081,4131,13368,2571,10078,14444,3285,3916,-10988,990,7740,16474,3185,3846,-9743,-360,-4432,-675,-4432,-904,-4432,-360,-4432,9415,17820,7660,15418,8156,7935,-5059,-4825,-2130,56,-5059,-5364
8/5/2024,675,3010,2663,229,4316,4605,1535,3072,10453,225,890,-3845,305,1111,2701,7864,7220,7144,745,3545,1040,1763,7713,-7485,1986,1407,2895,1568,6583,-4748,675,3010,2663,229,4316,4605,1535,3072,10453,225,850,-1725,305,155,-8945,7864,914,-2059,745,2405,1105,1763,7713,-17579,1755,4450,-6302,1568,6583,-13769,4340,10054,4315,14780,6699,16055,2445,5830,2351,-4085,-2985,-4831,8792,-2687,10626,2610,3214,-7715,10341,4735
8/6/2024,1615,1950,4567,1390,1825,9782,1320,1681,10477,970,1545,4567,3980,3480,3949,4089,4865,7718,7560,13338,17069,11470,16430,760,4480,4111,1593,11370,16430,25462,1615,1950,1809,1390,1825,1661,1320,1681,2524,970,710,1842,3980,7295,15184,4089,4865,2434,7560,14409,17286,11470,19225,1573,6430,12969,14745,11370,19225,753,2440,5353,2267,6967,2187,8005,1895,5353,5005,7899,6503,17933,11810,19303,13769,5240,7710,7790,13769,5200
8/7/2024,3840,5215,4500,2630,3477,4050,2880,3699,4295,3075,4680,4500,1387,31,-8840,1496,-6170,-7947,3573,3591,-7792,7425,-6485,-8650,-2375,-2773,-904,7370,-6485,-8650,3840,5215,4615,2630,3477,4542,2880,3699,4707,3075,5855,2997,1387,-242,-14620,1496,783,-8632,3573,3591,-1832,7425,10515,18840,1180,3080,-4586,7370,10260,12030,5410,6150,3604,6710,3532,6710,3955,6150,-6205,-8544,-6685,-8430,991,-8245,-6640,28957,-6330,955,-6640,28957
8/8/2024,350,1955,-990,1227,2270,-1115,20,283,-1306,1330,1955,-990,4238,6239,11331,2795,8084,7988,4286,3817,732,2999,2950,-4551,4330,2311,-1512,2644,2795,-4551,350,1955,-414,1227,2270,-803,20,473,-806,1330,250,-7372,4238,6239,9053,2795,8084,7988,4286,3817,732,2999,5772,-398,4015,2556,-188,2644,5617,-398,1135,-2181,1445,-2306,-50,-2497,1135,-2181,7043,12682,6172,6577,9807,12000,1812,-7385,-57,501,1812,-7385
8/9/2024,-429,-3554,-7234,-334,-3151,-7234,-442,-1573,-7234,1571,-3554,-7234,865,2077,6504,1210,2527,10565,2175,1717,8040,1240,5513,1480,500,751,-3808,1235,5498,-1224,-429,-4755,-9115,-334,-4755,-8115,-442,-1573,-8655,896,-3665,-11405,865,2066,8804,1210,2527,9324,2175,1717,12045,1240,6933,15521,1900,1452,9717,1235,6788,15521,-3630,-5820,-2036,-5820,-2465,-5820,-3630,-5820,6882,5501,4916,9991,3608,7858,2241,588,-1018,-7635,2241,588
8/12/2024,715,-2659,-3563,115,-1917,-3563,1244,-3584,-4073,465,-2659,-3563,1695,-530,-6154,-510,-495,-3115,-1415,-405,5116,200,-5480,-5912,-790,159,1168,-407,-5480,-5912,715,-680,-445,115,-1330,-2990,1244,630,-8205,90,-3325,-5635,1695,-530,-5234,-510,438,9970,-1415,2545,10641,2256,1202,29405,-1030,2350,12844,2251,2317,29405,-3778,-6037,-3778,-6037,-3778,-6037,-3778,-6037,1131,-1760,6899,6482,12724,3364,-5809,-1862,-1590,-2326,-5809,-1862
8/13/2024,2707,3266,6497,2028,3286,6467,1664,3241,6467,2247,4206,6447,-3590,-6720,-7000,395,1680,-3984,3215,-878,-8990,11215,19193,12803,100,-6720,-7000,11000,19193,12803,2707,3266,9347,2028,3286,9317,1664,3241,8982,2287,3860,6595,-2990,-10400,-21955,395,2880,2745,3215,-33,45,11215,27109,69773,730,-540,45,11000,27109,69773,4516,10052,4686,10022,4651,10022,3546,10797,-6785,-7785,867,-2383,1862,1163,17199,18794,-1905,-7785,16799,18794
8/14/2024,1410,2861,2341,1936,2385,2341,698,2276,2623,2105,2361,2341,4459,8399,16033,3012,3172,6034,4077,3515,6604,-1895,-3845,-2594,2515,-1237,-38,-1900,-3845,-2594,1410,2861,468,1936,2385,468,698,2276,583,2105,5519,4252,4459,8399,14754,3012,3172,6175,4077,4347,7471,-1895,-6508,-5618,3677,3066,8686,-1900,-6508,-5618,694,4775,1064,4775,2001,4775,1639,6715,9200,17267,4107,5366,6859,9005,-2485,-7929,5065,444,-2485,-7929
8/15/2024,5065,9383,7015,4394,9383,6987,4267,9596,6868,3790,10578,8165,1100,-1640,-1322,2107,4207,12780,5034,12258,5224,9868,4382,1184,-165,-6545,-7075,9218,4382,1184,5065,9383,7285,4394,9383,7249,4267,9596,7283,3790,9341,8962,1550,4150,-613,2107,4207,13108,5034,12258,8574,9868,9030,36516,4750,11364,8574,9218,9030,36516,6890,1835,6890,1835,6910,1860,6635,1835,-6825,-7890,-2040,5431,1254,20,-440,15534,-6795,-7890,-440,15534
8/16/2024,2104,1565,5000,1570,1755,5648,785,2750,6568,1453,1565,5000,3172,-1991,-8340,493,-6453,-8795,779,-6768,-6441,-5525,-5832,-7732,-201,-1351,-3730,-5525,-5842,-7732,2104,1565,5758,1570,1755,6669,785,2750,7589,1798,2170,10463,3172,-1714,-2794,493,-6453,-13755,779,-7148,-14120,-6505,-19684,-41600,881,-7215,-12378,-6505,-19520,-41600,-4473,1856,-4706,2539,-3641,3459,-4473,1856,-4755,-8164,-5415,-8009,-6985,-6284,-4450,-8101,-4959,-6254,-4450,-8101
8/19/2024,1575,2095,952,1305,2095,952,1310,2110,952,840,2095,952,-5380,-6901,-8961,-1425,-707,-3630,-2406,-4066,-8990,5744,16332,27299,-1006,565,1932,5744,16332,25724,1575,2095,4839,1305,2095,4839,1310,2110,4839,1722,2095,4839,-5380,-11036,-24131,-1425,-707,-2332,-2406,-4066,-8767,5892,20158,48600,-2876,-4505,-10342,5892,20158,47025,3718,3534,3718,3534,3008,3534,3718,3534,-6709,-8996,1498,2784,1282,1124,19877,36773,629,778,19877,36773
8/20/2024,2580,2750,6935,2770,3295,6935,2300,1580,6935,2880,2750,6935,3320,4006,20366,4060,-1405,11330,1064,-1491,11007,266,-2759,-8172,1325,1584,4345,-259,-2849,-8172,2580,2750,6478,2770,3295,6478,2300,1580,6478,4410,5491,6590,3320,4006,20366,4060,-1405,11917,1064,-1491,12329,2201,-461,-36743,874,-629,15112,2116,-551,-34215,-2644,-1170,-2009,-1170,-2009,-1170,-2644,-1170,8395,19586,2109,3127,138,7022,-6686,-7210,3089,4169,-6686,-7210
8/21/2024,3435,4257,1389,3265,3765,930,3192,3032,434,1350,4984,1389,6108,13287,15873,3764,10821,11309,5581,10710,15257,2325,9140,2510,4420,2490,567,2325,9125,2510,3435,4257,-340,3265,3765,1139,3192,3032,-995,1350,3435,6150,6108,13287,17787,3764,10821,12057,5581,10710,15374,2325,10450,-2541,6075,11530,14524,2325,10435,-2541,2097,739,2117,1603,2273,1603,4659,739,9635,14971,6474,9144,6906,11765,14660,3432,1404,1781,14660,3432
8/22/2024,2035,4679,2500,2200,4984,2215,2325,5129,2176,1910,4335,1232,-1634,-6267,-8090,1325,2410,-3780,2050,155,-7305,12244,21021,35628,-1530,-3917,-1336,12124,19986,36800,2035,4679,4644,2200,4984,4359,2325,5129,3652,2070,3759,-771,-1634,-7765,-22622,1325,2410,-3780,2050,155,-8535,12244,25758,58242,1915,-380,-8395,12124,24138,56332,4806,6934,5307,8297,5395,8202,2410,6299,-6082,-7390,2415,769,2095,-8445,24600,45839,-3972,-7530,24200,45839
8/23/2024,690,-1378,463,565,-1278,-606,369,-3223,-1923,350,-1378,463,2726,1873,-2705,1056,-907,-3213,-749,-2318,-6521,-2411,-1733,-7667,-77,-1241,-1807,-2411,-1733,-7269,690,-898,-3758,565,-802,-3956,369,-2270,-4724,-945,-1448,-4522,2726,1873,-7067,1056,-907,-10413,-749,-4679,-18808,-2411,-1733,-27382,-810,-5308,-16538,-2411,-1733,-26184,181,1645,181,1645,1534,1645,237,1645,2172,5346,-852,1046,-3266,-188,-5450,-2046,991,1642,-5450,282
8/26/2024,295,1048,-4479,595,950,-4475,441,1059,-5385,1875,4269,-4404,2726,7757,29306,5019,7294,11371,3248,7804,28281,10115,2939,-6272,4715,3215,706,10115,2939,-6272,295,1494,-6789,595,950,-4067,441,1282,-4835,1875,4514,-1924,2726,7757,30649,5019,7294,11371,3248,7804,28878,10115,11064,3904,4715,9443,31219,10115,11064,3904,930,-1349,21,-1473,-966,-5448,4805,-1349,11962,36484,4331,15758,7210,21326,-6887,-7443,851,7171,-6887,-7443
8/27/2024,1443,1958,3500,1851,6612,1485,2648,5082,1485,2474,1958,3500,3370,6636,11725,2281,-607,-2621,3314,1999,1646,465,-554,-4553,2091,2567,2126,465,-554,-4553,1443,1958,2247,1851,6582,232,2648,5052,232,2254,4714,4507,3370,6636,13242,2281,-607,-2165,3314,1999,1825,465,-4554,-27323,3787,1500,592,465,-3434,-27323,5239,8068,5279,5373,4588,5373,5239,8068,4330,9046,-307,-5671,1723,2365,-4310,-4139,546,5472,-4310,-4139
8/28/2024,4385,10575,24094,5135,10676,24452,5800,12844,22107,2355,9455,22514,-455,1826,-7350,1955,6812,16854,4427,8324,19213,5718,6838,11436,-1190,-111,-6810,5703,5753,8189,4385,10575,24541,5135,10676,25392,5800,12844,23047,2355,8196,19269,-455,3426,10853,1955,8997,25994,4427,8236,26571,5718,19524,67083,3770,7695,23711,5703,19301,66588,7689,26563,10434,27557,12383,24100,6139,25003,-1787,-8445,6212,17966,10615,26739,12709,12664,3076,-8445,13829,12664
8/29/2024,2173,1380,-4010,1340,1570,-4600,1330,2278,-3414,1808,-315,-4010,1739,1267,-4088,1945,-766,-8728,803,-2223,-8997,9235,-6975,-7519,3045,-182,1811,9235,-6975,-7519,2173,1380,-4223,1340,1570,-4300,1330,2278,-1843,1808,-75,-1960,1739,3394,1147,1945,-766,-13233,803,-2223,-15461,9235,1765,-24419,1299,-3544,-13359,9235,3760,-21909,-269,-6266,-269,-6546,1287,-4956,-1604,-6266,755,-1660,-4422,-4906,-6227,-8997,1681,-5382,763,4503,1681,-5592
8/30/2024,420,3532,3953,410,3559,2786,390,1391,2622,375,3532,3953,1530,1465,1322,735,2387,2114,2332,4390,9424,5200,5963,8249,2899,6714,3579,5200,5963,8249,420,2000,3944,410,2028,1297,390,555,1597,-95,-148,-2548,1530,3701,1891,735,2660,-3156,2332,2060,-2291,5200,12377,-8122,1490,1259,-3696,5200,11977,863,3985,7265,3985,7265,3804,7100,3985,7265,755,-2766,1216,-2208,2515,5516,3248,10292,3789,3579,3248,10292
9/2/2024,1925,-195,-270,1925,-195,-270,1925,-195,-270,1925,-195,-270,4010,4246,8720,2960,2350,5547,4035,3331,6597,490,-1902,-563,3710,2978,3021,490,-1902,-563,1925,-195,-270,1925,-195,-270,1925,-195,-270,1020,-810,-270,4010,4246,8792,2960,2350,6143,4035,3331,7458,5385,-982,-755,4610,3331,7458,5385,-982,-755,-5095,-5395,-5095,-5395,-5095,-5395,-5095,-5395,3105,2925,989,431,1044,676,-4870,-2985,-25,5234,-4870,-2985
9/3/2024,4096,6136,10547,3731,6199,11206,3483,5825,10160,3341,4861,6967,-5580,-6895,-7840,1369,1245,-1231,779,606,-8996,13986,25144,40087,-520,-6540,-413,13786,24599,38682,4096,6136,12536,3731,6199,13008,3483,5825,12748,2651,2516,3792,-6145,-14505,-32940,1369,1245,-279,779,606,-4912,13986,26192,71764,1154,2787,-8572,13786,25647,69099,6975,15858,6505,15684,6196,15684,5620,12943,-6490,-7465,1789,4399,3170,2216,25643,77132,635,21,25328,75662
9/4/2024,1367,4042,11924,337,3121,14123,1697,5606,14123,725,2507,13492,3547,7081,10739,2685,4370,655,2225,1397,-838,376,-4106,-5883,3274,9139,-478,306,-4506,-5883,1367,4042,16781,337,3121,18644,1697,5606,18644,775,1288,18705,3547,7081,10708,2685,4370,46,2225,1397,-4629,376,-7782,-49291,3274,4084,-4144,306,-8182,-49291,9148,17203,9548,17203,9548,17203,6343,17203,2895,3980,-565,-3609,-1009,-717,-5757,-6943,2625,522,-5757,-6943
9/5/2024,2420,3275,9355,2265,4360,10807,4079,8255,13898,1530,3580,9355,3055,5228,7946,1020,-880,3765,1035,5672,2964,-2055,-3355,-8995,1610,4274,-1025,-2190,-3355,-8995,2420,3275,7808,2265,4360,10874,4079,8255,11617,2075,3723,5608,3055,5228,8597,1020,-595,499,1035,4792,905,-2055,-2975,-14045,1615,3198,4962,-2190,-2975,-12435,4710,11055,5410,6800,5395,9480,4035,8445,7750,7496,2417,2734,6154,2307,-4740,-5304,5504,4187,-4740,-5304
9/6/2024,4910,8337,7482,5040,8567,7370,5320,8481,6792,4167,7933,6119,2590,6420,-79,6400,9327,7977,7882,16234,12776,10823,13158,7226,-70,1691,-4529,10823,12783,11771,4910,8337,7482,5040,8567,7370,5320,8481,6792,4167,7153,7253,2890,8608,7233,6400,9327,10573,7882,16234,19736,10823,18352,40673,7037,14333,18502,10823,18232,39470,-755,2871,-830,2871,-885,2871,280,2250,4050,1498,1593,3602,2885,13210,1476,126,315,-7890,1221,2111
9/9/2024,1369,-214,1568,2093,189,3094,-380,-330,-3073,2784,-214,1568,4904,12834,30551,1168,4589,14821,4545,11678,31562,-4155,2158,-330,4035,4077,3490,-4155,-56,-2160,1369,-1499,-2137,2093,2190,-1826,-380,-1242,-6890,3102,6061,693,4904,13204,33199,1168,4589,15450,4545,11678,28325,-7155,-17185,-29550,4097,9671,22287,-7155,-17675,-30165,1306,7186,3558,5165,3229,2293,1306,6781,15158,28020,7441,14080,11985,20522,-470,-7395,8522,3047,-470,-7395
9/10/2024,3071,3796,9403,1165,3971,9083,1025,3924,9238,924,2526,9018,-970,-3603,-7811,-1565,324,-285,-1669,-1519,-2089,-4281,1430,1019,1010,499,2886,-3916,22,1019,3071,3796,9172,1165,3971,8852,1025,3924,9007,429,1346,2548,-970,-3603,-8587,-1565,-1164,-2557,-1669,-1519,-4626,-4261,-3926,7374,-1579,526,-3830,-4466,-2511,7374,4926,12133,5400,11813,5245,11968,3960,11936,-695,-4619,1214,1630,3292,4852,5171,8314,2479,2886,5171,8314
9/11/2024,2470,5743,8671,2335,5470,6301,2455,3445,8887,2095,4878,6366,-5081,-6687,-7322,-2845,-6200,-8952,-2870,-6520,-8725,2850,-6126,-7160,-4730,502,40,2715,-6276,-7160,2470,5743,8671,2335,5470,6401,2455,3445,8887,2095,4878,6906,-5081,-14325,-29484,-2845,-7785,-15075,-2870,-10150,-22575,3380,2645,9342,-2885,-8715,-24975,3245,2495,7857,5595,16062,6657,15149,6184,14200,4825,16306,-6962,-8904,-4913,-8909,-5086,-8945,2218,-8221,-46,1368,2093,-8221
9/12/2024,2065,1925,-1793,2205,2250,-1753,2890,3245,-2612,2065,3340,-1793,3579,3408,3893,2758,1686,430,3314,-718,9184,6285,-68,-4605,1311,1705,3392,6185,-68,-4605,2065,1925,370,2205,2250,410,2890,3245,489,1525,2856,447,3579,3408,9893,2758,1686,708,3314,-718,10389,6285,4328,8387,2149,590,8983,6185,4328,8387,-850,-1819,-1079,-1819,-49,-1819,-850,-1819,6038,7657,1695,2446,6274,10811,-5386,-6791,595,282,-5386,-6791
9/13/2024,1016,-17,-2640,1136,-17,-4185,1410,858,-4185,301,-17,-2640,504,3902,7930,1291,926,804,1627,4444,7949,-1552,351,-7584,2005,1723,3822,-1552,351,-7584,1016,-17,-2591,1136,-17,-4136,1410,858,-4136,1760,1265,-681,504,3902,11202,1291,1639,1966,1627,4444,10266,-459,3937,1875,2286,5000,12515,-459,3937,1875,-1579,-6720,-1579,-5025,-869,-5025,-1579,-6720,3042,11218,1028,1852,1004,6904,-6741,-8446,-545,2872,-6741,-8446
9/16/2024,-880,2234,-53,-860,2302,-53,-880,2302,-53,-565,1886,-53,2153,-1201,-3819,-1835,-4147,-3725,-2132,-1292,-5010,2946,-6502,-2902,795,1661,985,2946,-6502,-2902,-880,2234,691,-860,2302,691,-880,2302,691,-365,927,373,2153,-838,-3252,-1835,-2745,-3586,-2132,-1292,-4659,2946,47,-5935,-832,-757,-2374,2946,47,-5935,2562,1168,-433,1168,-433,1168,1283,1168,-1613,-5966,-3833,-5789,-1385,-4834,-1420,-8228,-642,3293,-1420,-8228
9/17/2024,-940,-1602,673,-935,-3047,673,-1800,-3082,673,-385,-2200,-495,179,72,-8796,2095,-2531,-7386,-521,-5435,-6871,3916,-6637,-8318,1836,-2430,-1307,3916,-6933,-8544,-940,-1602,1195,-935,-3047,1195,-1800,-3082,1195,-385,-1121,3619,179,544,-2439,2095,-2265,-5263,-521,-9450,-12194,3916,-86,-25766,304,-11590,-10563,3916,-586,-24731,2100,-1905,2100,-1905,2100,-1905,1720,-1905,-4986,-8998,-3673,-7718,-6285,-8998,-4220,-6321,-1395,-3609,-4220,-6321
9/18/2024,4278,6040,14567,4375,5482,14574,3818,6632,15755,2193,5040,13567,6789,14830,19989,5549,11278,21872,8064,13993,24095,8688,11687,20562,6745,10948,9616,8688,11672,19977,4278,6040,14436,4375,5482,14819,3818,6632,14314,1348,1535,7870,6789,14064,23491,5549,11278,21872,8064,13593,23409,8688,12348,28887,8459,13593,22444,8688,12333,30907,9194,11295,9064,11295,8217,12130,8694,10295,12545,23827,17234,29418,13637,22104,17183,14930,9827,9876,17168,14028
9/19/2024,1545,4579,2946,835,6159,6616,6337,8519,2728,1385,4579,2946,2319,855,1189,3492,3924,6221,3663,-571,-5402,7106,8064,-4243,7013,-100,773,7106,8064,-4243,1545,-1195,-2701,835,140,-1761,6337,1966,-1634,395,395,3173,2319,7503,6620,3492,3924,887,3663,-571,-13683,7106,3803,-34564,6474,-84,-15888,7106,3803,-34564,2369,-522,4171,2651,5867,1047,2369,-522,2448,-365,-1326,14201,-4920,4871,8582,-1158,430,3105,8582,-1158
9/20/2024,4485,11846,8768,5029,9392,8319,3495,8492,8319,3895,11846,8768,6943,13848,15602,7133,11538,10584,7452,14223,9614,2940,9908,-3406,5170,6593,8809,2940,9908,-1061,4485,11846,7371,5029,9392,7525,3495,8492,7525,3060,5841,5184,6943,13848,16903,7133,11538,11285,7452,14223,10068,2940,5245,8603,7262,12061,9033,2940,5245,8603,10100,17494,7991,17494,7991,17494,10100,17494,9369,22621,5873,16362,9412,18035,-5324,366,1014,6964,-5324,366
9/23/2024,355,1014,-525,2270,-595,-525,1500,-595,-525,775,3843,401,2971,4282,4711,1423,2317,-1229,1031,906,-907,-844,-4622,-7893,181,-2474,824,-844,-4622,-7893,355,1014,-790,2270,-595,-790,1500,-595,-790,805,2343,4393,2971,7493,14263,1423,3234,1781,1031,1651,3484,1805,-10382,-23930,1497,736,3484,1805,-10382,-23930,-3881,-7120,-3881,-7120,-4281,-7120,-6230,-7120,2198,4086,-2047,-1604,-822,-2020,-5875,-7206,-1512,454,-5875,-7206
9/24/2024,565,-3165,1582,1286,-2748,-84,1139,369,-84,1177,-4165,2095,2055,5510,-397,-1225,-1886,-7208,-580,-739,-8365,-4978,-4112,-7977,494,2095,4331,-4978,-4112,-6681,565,-3165,1975,1286,-2748,385,1139,369,385,1362,-3275,3321,2055,5681,1958,-1225,-804,-11555,-580,-24,-10493,-8385,-11513,-62373,-505,147,-9113,-8385,-11513,-62428,6165,5026,8501,-1793,7320,-1793,2965,4031,3337,3145,-4025,-7150,-2572,-5491,-4600,-8013,3812,4081,-4600,-8013
9/25/2024,322,-143,1698,752,678,1370,1003,580,1370,1952,1650,1698,1303,1226,-1965,-633,-3905,-6500,-1264,-2495,-5291,-1545,-4134,-5249,-1440,285,406,-1940,-4134,-5249,322,-143,1924,752,678,1804,1003,580,1804,782,-803,7337,1303,788,204,-633,-386,-2784,-1264,-1902,-8086,-895,-15734,-43383,327,-1902,-8086,-1755,-15734,-43383,-1280,2393,77,-489,92,2813,-1280,2393,-1895,-4880,-4365,-7055,-5425,-6990,-6699,-5709,-1895,-996,-6699,-5709
9/26/2024,3880,3909,5032,4060,4194,3427,3162,2665,5401,1445,4284,5119,603,899,-2520,3465,4259,-4109,1066,1054,-7236,3809,773,-5095,1669,3103,-3512,3809,674,-6754,3880,3909,6575,4060,4194,4628,3162,2665,6159,1670,2340,8376,603,1345,-5438,3465,4700,-3471,1066,-1764,-11605,4209,1208,-23988,535,-2456,-14715,4209,888,-25207,895,4829,729,5102,190,4326,3164,4757,-2835,-4356,-1619,-5937,-1872,-5549,-2078,-2260,3055,-2874,-2078,-2260
9/27/2024,2505,2652,3750,1599,2436,4220,1777,3899,5177,3714,4597,3750,-1398,-1319,-1230,2257,5635,12181,1812,4936,3863,9795,17807,12503,1570,-6510,-7005,10335,18332,12503,2505,2652,5013,1599,2436,5483,1777,3899,6693,3789,4097,7938,-1196,-2001,-6657,2257,5635,12906,1812,4936,13415,9795,22929,55444,4938,6193,13415,10335,23454,54964,1994,-1408,1994,-1408,2024,-1408,3984,-1408,-1935,-5676,12768,18000,5031,9579,8632,-2756,-6265,-8360,8632,-2756
9/30/2024,725,6244,12239,2395,7535,12997,2703,6807,13702,-541,6244,12239,5042,13421,20285,2917,6899,12753,5182,13640,19843,568,3267,3441,3678,1867,2973,328,4327,3441,725,6244,14140,2395,7535,14430,2703,6807,13905,-1050,1176,6295,5042,12515,20437,2917,6899,13678,5182,12238,26353,568,-4874,15645,4968,11707,25978,328,-4964,14030,8015,14261,8975,14077,8975,14211,8015,14261,10700,21934,8821,16679,14777,18189,7847,-1800,3295,3595,7847,-1880
10/1/2024,3140,4114,2320,2360,4134,4049,2770,2916,2512,4604,4409,2320,4211,6229,10633,3595,4506,9524,3580,8249,10791,3755,-4132,-8999,1733,2331,3657,3755,-4132,-6650,3140,4114,5824,2360,4134,4759,2770,2916,5097,4659,4356,7539,4211,6662,15668,3595,4506,7104,3580,8249,7595,3755,-5662,-25162,3555,6943,6586,3755,-5662,-25557,-776,7263,-616,7028,-751,7028,544,7263,4854,11777,-2081,-76,-4629,-1579,-6777,-7245,664,9555,-6777,-7245
10/2/2024,-1560,-580,-6098,-710,-680,-4923,-765,-91,-4199,-1830,-490,-6098,3103,5325,4854,1585,9601,1211,3554,6772,-1736,4384,535,-918,642,762,-1752,4384,535,-918,-1560,-580,-8386,-710,-680,-7376,-765,-91,-8545,1035,955,-4750,3103,7979,15792,1585,9601,1386,3554,6801,1080,4384,2503,-20446,3672,5528,-1349,4384,2503,-20446,-2172,-2332,-1478,-2332,-1600,-4347,-956,-2332,2276,-1460,8090,2892,1065,2506,5114,-3165,3615,-4176,5114,-3165
10/3/2024,1130,736,141,305,2567,406,2310,2458,-1599,1335,165,556,2532,6026,20200,2788,-671,1531,2981,-3344,1369,-4377,-4912,-3422,1175,821,5858,-5255,-4912,-3422,1130,736,141,305,2567,406,2310,2458,-1599,1335,239,4420,2532,6026,22542,2788,-711,3442,2981,-3305,1657,-5280,-10917,-26475,746,-5101,3344,-5545,-9807,-26475,-389,-300,-928,-300,-1063,-300,-389,-300,10467,23908,5203,9443,407,4899,-374,-6133,3416,6685,151,-6133
10/4/2024,225,3322,5626,145,3837,6233,367,2811,5045,142,3317,5626,-330,-2485,-5909,310,-598,-1907,-1018,-3894,-5274,-775,985,84,-2210,1899,2119,-775,985,84,225,3322,6069,145,3837,6551,367,2811,5407,142,3069,6680,-330,-2485,-6080,310,-598,-897,-1018,-3894,-8350,-775,1530,773,-2210,-3040,-8350,-775,1530,773,155,-1246,-68,-956,117,-1246,155,-1246,668,-3071,2985,2491,510,-919,6562,3579,564,726,6167,3579
10/7/2024,1349,639,-3883,436,109,-3922,1406,1989,-1188,944,639,-3883,-2472,-6208,-8832,-2395,-6788,-8849,-3665,-6993,-8724,-1525,4235,1337,-2980,-2868,-2890,-106,4235,1143,1349,639,-3622,436,109,-3262,1406,1989,-262,-704,-2705,-5918,-2472,-8568,-21943,-2395,-4438,-16410,-3665,-6903,-24945,-1210,-2085,-27190,-2895,-7548,-24696,-250,-2300,-25340,2190,-3085,1785,-2780,3285,220,1725,-3085,-6843,-8924,-6888,-8999,-6977,-8809,3538,8316,-1148,-5434,3538,8316
