,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
1/4/2023,1290,531,19119,2357,5036,21854,3172,6004,16173,2390,1331,17494,2321,2798,5472,3961,-415,-644,195,-1275,1808,788,161,-3660,-5,548,4571,788,-659,-4055,1290,531,19267,2357,5036,22002,3172,6004,21321,2710,2646,19807,2321,2798,4976,3961,185,-8448,195,455,-3000,400,-8719,-38250,-25,595,-3028,400,-10913,-38645,7195,18246,5840,18979,5824,18324,6730,16929,2882,7237,-1898,-1189,3681,-3307,-1237,-7065,884,4323,-4262,6945
1/5/2023,2704,4901,8679,2664,6168,8679,3418,6617,10634,2534,3821,8679,1920,6706,4633,3236,6469,743,2615,9534,7758,5197,3556,8212,837,3041,4728,5197,3556,8212,2704,6027,11041,2664,6536,11041,3418,7371,12996,994,2839,9818,1920,6706,2158,3236,6469,1238,2615,9534,8979,5872,9497,32257,2199,6563,7279,5872,9497,32257,10104,6606,11338,6606,11338,6606,10104,6606,8180,5525,17458,3815,9445,8588,13830,4657,1610,6700,14395,4657
1/6/2023,-35,3180,1368,-55,3180,1368,-195,3175,1637,-270,2880,1368,-2945,-6665,-7986,30,455,-811,18,-1262,722,5660,9910,5426,280,396,-5237,5600,9910,5426,-35,3180,2445,-55,3180,2445,-195,3175,2219,-270,2430,2287,-2340,-5805,-11100,30,455,-521,18,-1262,663,5660,11097,26646,-355,-1717,-2348,5600,11097,26646,5023,3090,5068,3090,5167,3090,4723,3090,-6940,-8675,4155,4976,4172,6430,11639,-8339,1665,-7875,11279,-8339
1/9/2023,1460,2490,5067,1455,4326,4233,1575,1994,3455,720,1330,4377,1075,-1499,-8254,-490,-1518,-7822,-934,-4465,-8846,-3665,-6893,9267,-222,-1300,-172,-5665,-6893,8574,1460,2490,5067,1455,4326,4233,1575,1994,3455,1210,190,3637,1075,-1499,-8685,-490,-1518,-12228,-934,-3224,-18732,-2000,-8653,-24903,-1857,-5148,-16532,-2180,-10153,-25513,-45,6929,1073,5764,1960,1974,-1310,3334,-4095,-6832,-3515,-3574,-6616,-8094,-6975,14704,-2125,3203,-6975,14704
1/10/2023,-1645,-2235,-3103,-1645,-2235,-3103,-1645,-2235,-3103,-1645,-2235,-3103,-425,1818,-754,616,4925,5607,1620,3391,5889,3425,12739,11157,1762,4512,4838,3425,12739,11157,-1645,-1395,-1413,-1645,-1395,-1413,-1645,-1395,-1413,-665,-1895,-4033,-425,1818,-5470,616,4925,6518,1620,3391,7714,3425,15087,43845,2404,3694,5919,3425,15087,43845,482,101,482,101,482,101,482,101,381,-1385,3068,9675,5274,8887,12175,15202,-250,1571,12175,15202
1/11/2023,-1310,901,-1155,-875,901,-1155,-955,702,-1155,-1310,321,-1155,-5925,-4626,-7260,-3015,-2549,-4059,-3926,-4111,-2966,3410,14147,20662,-650,-1995,1405,3410,14147,20662,-1310,1066,3153,-875,1066,3153,-955,840,3153,-1435,-2996,-4177,-6455,-12775,-25550,-3015,-2549,-6987,-3926,-4104,-11930,3410,16510,48553,-2039,-4350,-13300,3410,16510,48553,2314,6073,2314,6073,2403,6073,899,6073,-6535,-8180,206,3833,1682,-296,13190,24713,-1955,321,13190,24713
1/12/2023,1005,398,-2684,135,-237,-2684,110,-252,-2684,1185,398,-2684,1734,5351,11455,1137,-955,468,771,-1262,6106,555,-5056,-5430,1071,870,-3828,415,-5076,-5430,1005,950,-2225,135,-715,-2225,110,-730,-2225,1185,70,-1450,1734,5351,11455,1137,-1005,229,771,-1986,-1953,555,-12725,-26192,454,-1600,-673,415,-12745,-23755,-903,-3985,-903,-3985,-918,-3985,-903,-3985,6639,15280,-1677,2515,-2696,104,-2066,-5725,4310,-3274,-2066,-5725
1/13/2023,250,2267,-3267,270,2267,-3267,250,2079,-3267,-75,1612,-3267,-2765,-6564,-8114,-1327,-853,-5327,-2690,-6392,-8995,2057,8768,17305,624,1120,466,2057,8768,17305,250,2267,1468,270,2267,1468,250,2079,1468,-820,-1097,-3498,-2765,-8709,-16344,-1327,-853,-3599,-2690,-5997,-12976,2057,15314,37879,-2690,-5997,-13736,2057,15314,37879,2282,5016,2282,5016,2277,5016,1127,5016,-6449,-8980,921,2828,1775,226,9738,20895,-440,-2767,9738,20895
1/16/2023,1390,2234,4300,1730,2234,4300,1970,2234,4300,897,1722,4300,-1565,-5230,-4995,-1945,-3175,-6590,-2625,-2235,-7005,-2645,-4655,-2670,-2070,-1205,2331,-2645,-4655,-2670,1390,2234,3813,1730,2234,3813,1970,2234,3813,-1158,-785,3813,-1565,-5230,-5335,-1945,-3175,-8085,-2625,-2235,-9015,-1755,-2645,-15370,-2625,-1050,-9015,-1755,-2645,-15370,2100,1770,2100,1770,2100,1770,2100,1770,-3590,-5085,-4290,-7945,-6075,-8900,-3805,-5930,1670,4177,-3805,-5930
1/17/2023,-285,-1690,-5291,1405,-1240,-5291,-50,-2635,-5291,795,-1680,-5291,6349,10756,9092,3214,7244,9079,3111,10246,12002,1250,-30,-2177,4845,3255,571,1250,-30,-1668,-285,-1690,-9565,1405,-2295,-9565,-50,-3690,-9565,900,4206,-7425,6349,10756,11026,3214,7244,7947,3111,10246,13261,1250,-3673,-1031,6525,13057,12127,1250,-3673,1306,-992,-7041,-4321,-7041,-4321,-7041,-992,-7041,4264,5864,1436,21943,-4835,1954,-3909,-2219,2732,3840,-3909,-1042
1/18/2023,2958,3728,5662,3044,3616,5741,2985,3336,5448,1833,5119,4702,740,-3827,-8955,1430,-1941,-2855,920,-2184,-8106,6713,3452,-8984,-1520,-5944,3595,6013,4867,-8984,2958,3728,5726,3044,3616,5616,2985,3336,5781,1833,2849,715,740,-3458,-14521,1430,-352,-1102,920,192,-4721,7909,20947,36787,1235,-690,-8366,7209,20147,36117,2641,5246,2856,5246,2856,5196,1681,5246,-4944,-4796,600,2923,89,-5848,6020,-8534,-6005,1045,6020,-8534
1/19/2023,256,4366,4095,1230,3901,5555,580,3811,6555,506,4366,4095,4440,7839,16338,3336,3335,4422,5171,7332,170,1963,340,-5109,3131,2068,6275,1930,1372,-5109,256,4366,3556,1230,3901,4206,580,3811,5043,746,3561,6885,4440,7839,21417,3336,3335,-1040,5171,4174,10214,1963,-4145,-33525,4156,5264,8969,1995,-4260,-33525,3735,6439,3735,6439,4485,6439,3375,6439,10093,15933,5331,-1320,1016,2119,-3363,-6296,430,7057,-3363,-6296
1/20/2023,-1260,1992,2745,-1260,1962,2745,-1185,1962,2745,-1260,1992,2745,-5740,-6597,-7692,-3930,-2281,-6683,-5190,-4062,-8637,3615,13246,24639,-4795,-6025,-865,3615,13246,24639,-1260,1992,3153,-1260,1962,3153,-1185,1962,3153,-1495,-1478,-3799,-6770,-11745,-24200,-3930,-2281,-7081,-5190,-3413,-9759,3615,19088,46596,-5240,-4038,-11539,3615,19088,46596,2934,5984,2904,5984,2904,5984,2934,5984,-6937,-8935,1095,-451,2296,-1634,18903,30955,-5745,-48,18338,30770
1/23/2023,3095,5550,1548,2188,5254,1498,3398,4764,5573,3510,5388,1548,1334,4937,8297,3083,4527,8032,2769,5325,13505,6210,1077,-5957,1103,3838,3157,6210,1077,-5957,3095,5550,1253,2188,5254,1440,3398,4764,2094,3510,5388,333,1334,6293,24413,3083,4527,10151,2769,5105,13750,6210,2674,-15483,3020,5125,11449,6210,2674,-15483,5547,1937,4092,2102,4207,4404,3968,1937,9923,11671,5536,14262,7639,17655,1711,-3154,6668,-712,1711,-3154
1/24/2023,2225,3289,-3277,2185,3154,-3277,2395,3074,-3277,1900,2784,-3277,3110,13391,26597,1600,7576,25730,3528,13167,30510,4000,3630,-7877,2085,6500,16972,3690,3165,-7877,2225,3289,-4972,2185,3154,-4972,2395,3074,-4972,1400,1425,8582,3110,14089,36384,1600,7576,25160,3528,13167,30037,4000,811,-2849,2707,12120,30830,3690,346,-3919,-361,-1449,-361,-1449,534,-1449,-361,-1449,19750,28837,12730,20679,16413,21744,1104,-2475,4546,7173,1104,-521
1/25/2023,500,1285,6349,435,2733,5709,580,3623,2023,250,-155,6349,1109,953,-5180,-556,-758,-4755,-1215,2649,-8350,-5480,-6935,-8954,-1435,-964,1811,-5480,-6935,-8954,500,1285,6349,435,2733,5709,580,3623,2702,1190,-3140,1848,1109,888,-11054,-556,-1135,-10805,-1215,1541,-10815,-3475,-1280,-2162,-1085,3230,-11610,-3475,-1280,-2162,2908,4832,3443,3237,4363,3692,-49,4832,937,-6699,-465,-4798,4265,-8545,-6905,-5623,-4690,71,-6905,-5623
1/26/2023,-145,3541,1897,-155,3496,1897,-165,3496,2252,-775,3441,1897,-1935,-4143,-6576,-860,-1463,-4277,-2612,-266,-1696,-3075,100,13042,203,-588,1791,-3075,100,11397,-145,3541,2615,-155,3496,2615,-165,3496,2970,-1030,1851,2239,-1935,-4143,-14323,-860,-1463,-5384,-2612,-266,-2897,-3075,4443,9537,-2445,674,3635,-3075,4443,11092,3708,5356,4131,5356,4131,5711,4098,5356,-2500,-6193,1826,1666,4911,3722,3975,19114,160,9818,3975,19114
1/27/2023,3285,5680,9991,3040,5374,8633,3285,5551,9633,2212,6830,11346,3322,1897,530,6941,6612,14039,7200,12506,18433,9196,15355,4711,40,2535,-1282,9196,15355,4711,3285,5680,10133,3040,5374,10337,3285,5551,10503,1882,3876,1758,3322,5756,7004,6941,6612,14039,7200,12506,18863,9196,23270,56733,6970,10024,20873,9196,23270,56733,4108,9985,3679,9794,3946,8485,4753,11340,-2266,-8325,6329,13568,10585,15053,16994,-7722,2450,-2456,18229,-7722
1/30/2023,855,-344,-2656,905,-344,-2656,1020,691,-2656,240,-344,-2656,-900,-4412,-8932,-680,-1050,-1513,265,-2678,-3258,11833,15022,19653,2005,1240,-3676,11833,12737,19653,855,565,2578,905,565,2578,1020,895,2578,330,-1275,-1120,-900,-8225,-12981,-680,-1050,-1513,265,-2517,-2496,12048,27376,62082,1988,-1770,-2039,12048,25091,62082,319,-1547,319,-1547,319,-1547,50,-1547,-4823,-7942,369,2848,2221,5953,18550,26766,3793,-3676,18550,26766
1/31/2023,3049,-1913,-3561,2194,-2624,-3561,2001,-2837,-3561,3394,800,-3561,2439,4747,1667,4741,1067,-683,4023,2732,-3461,4295,13762,18134,-42,3510,-3956,4295,13762,18134,3049,-1913,-2988,2194,-2624,-2988,2001,-2837,-2988,-697,-2110,-2836,2179,-3873,-12643,4741,1067,-1603,4023,939,-7961,4295,19269,61819,4099,1839,-10783,4295,19269,61819,794,2465,345,2465,345,2465,-56,2465,-5870,2856,2907,8012,9086,8909,17774,19783,1584,-7281,17099,19783
2/1/2023,2235,7880,8140,2190,7705,8750,3160,6355,8470,1500,7040,8235,4265,6190,11057,3935,9880,38945,5565,8233,11809,3960,15219,4095,2110,3491,207,3960,14319,3680,2235,7880,7943,2190,7705,8553,3160,6355,8273,630,3930,8765,4265,6190,11816,3935,9880,41982,5565,8233,13933,3960,16737,46368,4625,6560,12993,3960,15837,45953,8065,12230,7990,12630,8040,14160,7235,12230,7245,13110,12335,23225,12490,23450,13850,33716,4651,3355,12950,32956
2/2/2023,3560,4415,16433,4048,3166,15126,3278,2935,16068,3122,4415,13253,3865,8551,5779,5730,9037,12054,6256,14889,26499,9994,3770,-3595,2410,5220,-1996,9994,4740,-3595,3560,4415,23959,4048,3166,14608,3278,2935,14632,2597,2261,7152,3865,12736,27646,5730,9551,21651,6256,16670,42776,10194,14817,60842,4872,16670,42776,10194,15787,60842,4484,18859,4527,17150,4454,15322,4484,16104,9411,7120,7654,14971,19210,35004,17995,4396,3851,3494,17995,4396
2/3/2023,1145,420,-2165,-465,660,-2165,-1250,2410,-1306,-305,420,-2165,75,-3982,-7899,-1230,-4300,-2679,-2460,-2755,498,6387,-4077,-8688,-5,638,628,5932,-2197,-7023,1145,420,-1003,-465,660,-1003,-1250,2410,568,-415,90,1767,75,-3533,-9033,-1230,-3970,-3903,-2460,-3210,-4274,6387,2005,-2374,-805,-1335,-2519,5932,2915,-3174,1170,-2136,2061,-2649,1170,-2498,1170,-2136,-3180,-6984,-3478,-8995,-4017,8963,-2469,289,9625,5822,-2469,289
2/6/2023,3019,3569,-3522,2235,946,-3522,1435,1031,-3522,1583,2016,-3522,1982,5331,12840,2542,5712,-105,2488,4569,3929,5945,6623,-6109,1293,1929,2857,5945,6618,-6109,3019,3569,-5518,2235,946,-5518,1435,1031,-5518,1001,571,-602,1982,5331,13988,2542,5712,41,2488,4569,597,5945,11235,-16218,2323,4412,1377,5945,10515,-16218,2428,1946,-1158,1946,-1158,1946,2428,1946,3608,19850,620,11693,1940,8785,2688,-3716,1203,14990,2688,-3716
2/7/2023,2635,7590,28859,2556,6328,30296,3461,3845,9855,2385,7750,29124,3720,6101,12200,2310,27452,6811,2200,8127,22686,5054,29363,21031,1491,1186,25725,5054,28963,20912,2635,7590,29221,2556,6328,32615,3461,3845,27659,2580,6581,23268,3720,6101,12504,2310,27452,7614,2200,8127,22129,4845,12660,24746,1500,7112,21989,4845,12260,38629,8210,32792,8493,35280,8330,31429,8215,32952,7722,10216,6385,8740,9300,34375,9346,19132,3824,3999,8696,18708
2/8/2023,2350,753,-2852,1775,905,-2586,2510,26,-2586,1575,753,-2852,-2555,-4909,-8913,2490,5416,11263,2179,4362,-87,15995,20144,35898,1390,-1169,-6845,15925,19379,35041,2350,753,-1882,1775,905,-1817,2510,26,-1817,1710,2193,-1282,-2555,-5855,-11172,2490,6487,12677,2179,4733,4950,15995,27950,77271,2920,4132,3385,15925,26780,75788,685,-6373,685,-6373,685,-6373,685,-6373,-6425,-8975,12019,11189,1244,-880,14213,12926,-1359,-6845,14178,12926
2/9/2023,1860,3122,6814,1085,3107,6417,1175,3102,6602,210,2527,5814,-4545,-6770,-8285,1135,355,2763,40,1844,-2836,15455,30570,65284,-2175,-3272,733,15195,29425,63104,1860,3122,6977,1085,3107,6977,1175,3102,7162,210,650,1141,-4545,-11230,-23380,1135,355,2707,40,1844,295,15455,30570,67058,975,529,-5150,15195,29425,63724,4237,7487,4237,7487,4242,7487,3178,3257,-6615,-8895,1182,4404,1170,3748,31690,80613,-1475,-877,31535,80613
2/10/2023,1244,2684,4495,245,3887,4495,1295,2717,4495,1064,4919,5105,3194,3869,12358,1050,5,6547,1693,1270,6160,-3290,-3554,-7313,1573,5192,3120,-3290,-4935,-4110,1244,2684,4050,245,3887,4050,1295,2717,4050,1419,3615,4651,3194,3869,16612,1050,5,6185,1693,1270,3965,-6310,-22755,-42538,1343,2242,615,-6325,-23760,-32896,3037,3941,2942,3941,2978,3941,2499,3941,3562,5506,1285,2199,-450,264,-5155,-5386,2908,4045,-5155,-5386
2/13/2023,2433,3616,966,2929,1961,966,1592,2251,1226,3071,3483,966,2447,3448,-1755,3755,15147,14816,7671,9870,8199,3919,305,2597,1991,4240,825,3919,305,2597,2433,3616,2200,2929,1961,2200,1592,2251,2160,3096,4157,5450,3216,12401,10148,3755,15147,13902,7671,10287,9814,3919,-69,-3888,6735,10287,9814,3919,-69,-3888,2180,-809,3180,-809,2538,-809,1595,-809,2083,1600,13949,4991,12564,5783,1248,1770,5765,-17,1248,1770
2/14/2023,1760,4410,3167,115,2643,5367,1000,4074,2615,1005,2547,3167,3109,-1025,1288,2814,2662,17870,802,-278,9071,-1725,9495,-3097,147,1405,5275,-1735,5500,-584,1760,4410,1801,115,2643,3130,1000,4074,3078,1005,1965,511,3109,-1025,315,2814,2662,3616,802,-278,3649,-1725,9955,7942,-278,-1540,660,-1735,7671,9442,6981,-507,5457,1433,7427,-2674,3642,-507,3625,1744,11750,13803,10342,12248,27842,21948,6952,6029,27612,21948
2/15/2023,-1245,2656,3833,-1325,2751,3833,-1335,2567,4408,-690,3588,3833,-2460,-728,-3293,-2571,-1483,-2657,-3090,-873,-2988,-530,421,5556,-3365,-4141,-1491,-530,421,5556,-1245,2656,5607,-1325,2751,5607,-1335,2567,6182,-1070,1573,-858,-2460,-4235,-9248,-2571,-3286,-5740,-3090,-86,-3965,-530,9871,27093,-3365,-926,-980,-530,9871,27093,3230,4514,3230,4514,3067,5199,3230,4514,-366,-2100,400,546,4073,1199,-1860,-2629,1375,3967,-1860,-2629
2/16/2023,5080,6564,4741,5073,4974,4406,3785,4017,4721,3945,6530,3216,1807,1589,5681,1588,-1061,-895,2330,1622,-1836,5949,3050,14983,3004,3311,4153,5799,2250,13778,5080,6564,2479,5073,4974,2144,3785,4017,-816,3530,5529,6199,1807,1589,937,1588,-1061,-5516,2330,1297,-1756,5949,-80,-29975,2155,-103,-3281,5799,-880,-31180,6300,4130,4265,3720,3377,3720,6958,4130,4050,2702,1645,4550,3855,6295,7212,17344,7050,17109,7212,16114
2/17/2023,-460,1409,-2622,-360,1567,-230,-1250,-309,-1013,-940,909,-2622,2726,3197,-4410,1849,6563,-967,-489,-3726,-8799,-3301,1830,-6903,3109,2042,8502,-3306,5060,-6903,-460,1409,-2754,-360,1567,-118,-1250,-309,-2479,-760,179,-268,2726,3197,-4803,1849,6563,-196,-489,-3726,-13488,-3301,-7381,-27909,1561,-4878,-12779,-3306,-196,-27909,1754,81,2553,-214,3220,-1241,1754,81,863,2262,752,2836,2329,1562,-4696,608,2486,7043,-3641,608
2/20/2023,1725,1867,6478,1684,1867,6478,1684,1867,6478,1725,1867,6478,265,-1080,-115,1994,3603,5988,2034,3653,6807,5000,4444,4543,1695,-2835,-3390,5000,4444,4543,1725,1867,6551,1684,1867,6551,1684,1867,6551,805,604,6551,265,-1080,-275,1994,3603,5988,2034,3653,6807,10390,18668,34013,2424,3653,6807,10390,18668,34013,-1620,650,-1620,650,-1620,650,-1620,650,-865,-3175,-1130,-665,-2105,-885,280,-1640,-2890,-5205,280,-1640
2/21/2023,3118,5605,8133,3427,5920,8133,3650,5920,8133,2831,5605,8133,-2770,-6975,-8685,-546,-533,-4165,-77,-3180,-8920,11738,14115,25558,-306,-961,-6910,11763,14115,25558,3118,5627,11860,3427,5942,11860,3650,5942,11860,2168,826,4045,-2770,-12173,-25893,-546,-533,-2975,-77,-3180,-12219,13187,27295,69681,226,-2262,-12219,13212,27295,69681,5359,8935,5359,8935,5359,8935,5359,8935,-6995,-8970,-201,611,-3219,-1375,22718,23869,1295,-8985,22718,23869
2/22/2023,1760,3986,5565,955,2351,5565,-645,2351,5565,1510,3986,5565,3640,6702,20886,2598,9466,16483,3095,3267,19784,720,12257,-5684,2940,1625,5825,720,8577,-1222,1760,3986,-130,955,2351,-130,-645,2351,-130,940,3590,3164,3640,6702,24320,2598,9466,17130,3095,3267,19123,1045,17307,-8128,2940,3935,18448,840,18815,-5803,374,1934,374,1934,374,1934,374,1934,10796,16147,7222,6208,7665,13193,2314,-6697,5067,4759,2314,-6697
2/23/2023,920,2289,5128,915,2993,5669,865,2288,4829,340,2554,5128,-65,3725,13908,-965,1629,8132,-935,976,5931,-5193,-3243,-8335,-682,5797,11874,-5193,-3794,-8335,920,2289,5128,915,2993,5669,865,2288,4829,115,2602,5690,-65,5593,14332,-965,1985,4570,-935,1205,3910,-6313,-7327,-34771,-408,230,2310,-6313,-6367,-33471,5555,4620,4670,4650,5392,5444,3770,8870,7017,14144,-786,10274,4294,4531,-6727,-8298,6650,7058,-6727,-8298
2/24/2023,5626,2797,-1616,1605,1930,-1616,2373,1930,-1616,5491,2797,-1616,8370,18691,5921,8097,6222,-1580,10606,3283,-530,1316,3869,-1289,6591,5647,3895,1316,3869,-1289,5626,1238,-12636,1605,-152,-12636,2373,-152,-12636,1980,2578,-8957,8370,20016,13159,8097,6222,-659,10606,3173,-1020,1486,-8614,-50839,10416,3140,840,1486,-8614,-50839,1081,-2721,846,-2721,1101,-2721,1081,-2721,10477,3410,2094,-1098,1218,-3982,-4693,-5557,3038,7867,-4693,-5557
2/27/2023,1564,-566,804,1441,4665,437,1947,4690,611,1219,2226,804,3855,1357,4860,2839,5200,2113,1776,1453,-150,5043,-4316,-7351,740,-473,-1133,4958,-4316,-7351,1564,814,2276,1441,4665,2106,1947,4690,2801,1185,-387,14580,3855,1357,3517,2839,5200,569,1776,1583,610,6993,16112,1289,940,883,1885,6898,15632,1289,-2286,309,-2286,309,-2286,309,-3575,309,5430,8858,5895,2837,-3885,4077,-608,-8940,1812,-1272,-608,-8940
2/28/2023,7569,5763,3950,8934,5541,3950,7364,5424,958,5223,5763,3950,7936,21538,16046,6481,9122,10644,5932,18117,7984,5755,4197,-1498,2858,10272,13498,5755,4197,-1498,7569,5763,3432,8934,5541,3432,7364,5424,1626,5094,4876,1045,8286,22987,32562,6481,7048,9832,5932,16307,16724,5755,-7171,-44529,5467,14947,17593,5755,-7171,-44529,-140,7111,60,7111,60,7111,-140,7111,7752,8155,2758,-3639,3263,1621,-1743,-6779,5586,13450,-1743,-6779
3/1/2023,1872,-3239,-6138,1013,-4640,-6138,1209,-4740,-6138,-1755,-3239,-6138,1862,3639,-1529,3946,9285,17109,2103,5651,8150,2593,5337,6296,282,2321,-4218,2753,5337,6296,1872,-1649,-2934,1013,-2820,-2934,1209,-3690,-2934,-1150,-3982,374,1862,3442,2658,3946,9285,17396,2103,5651,8986,3358,16395,39484,1922,5017,7893,3518,16270,45408,-4880,-5530,-3867,-5530,-3867,-5530,-4652,-5530,3845,-4138,5789,15804,-1222,5381,1708,-1240,1190,-3697,1708,-1240
3/2/2023,-375,2303,6319,-280,2222,6619,-500,1885,8264,-750,2303,6319,-5608,-6797,-8802,-4390,-4194,-5672,-5770,-4444,-6758,275,7275,25605,-2183,-3743,-7030,275,6960,30671,-375,2303,6972,-280,2222,7272,-500,1885,8917,-1080,937,1250,-5608,-11961,-21346,-4390,-4194,-2365,-6205,-4420,-11225,275,12820,58021,-6555,-4860,-12100,275,11655,55531,4812,9300,4492,9600,4155,10948,4812,9300,-6975,-8140,405,3400,1890,1894,8211,39210,-6440,-8665,7496,40318
3/3/2023,1035,3692,8210,1035,3692,8210,1035,3692,8210,1580,3692,8210,-1715,-5770,-8642,557,706,-2058,213,-699,-2931,4631,15543,13604,-724,-506,252,4631,15543,13604,1035,3692,8929,1035,3692,8929,1035,3692,8929,1060,1869,3263,-1715,-7678,-13830,557,706,-859,213,-692,-363,5031,21367,54644,-32,1673,-571,5031,21367,54644,5372,10360,5372,10360,5372,10360,7125,10530,-6975,-8634,2459,3398,-1798,5450,19861,23709,637,982,19861,23709
3/6/2023,359,466,-2129,402,107,-1906,144,-1003,-1351,-226,155,-3129,362,-4918,-8856,-1440,-6509,-8969,-2953,-6374,-8997,-4570,-5321,-7007,-525,-841,2198,-4570,-4718,-7007,359,466,162,402,366,39,144,-283,594,-1555,-3255,-7095,362,-4918,-14435,-1440,-6879,-20503,-2953,-8569,-23380,-3400,1632,-10664,-2005,-8301,-23615,-3500,1432,-11524,90,-1651,-20,-1651,-797,-1651,-410,-2661,-6985,-8247,-6909,-8992,-6993,-8992,-4058,-8568,-938,3639,-4058,-8568
3/7/2023,75,-1605,-5173,-270,-1450,-5003,-110,-1285,-5003,75,-1605,-5173,1232,2104,-333,3397,3862,-1033,2964,6267,2476,7766,8536,10554,3432,-103,-1807,7331,17843,11110,75,-1605,-3015,-270,-1450,-2845,-110,-1285,-2845,-1005,-2530,-3341,1232,2104,1505,3397,3942,4055,2964,6261,7682,10651,21964,42132,3792,3845,11335,10216,20449,38304,-1319,-1872,-409,-1872,-409,-1872,-1679,-1872,4376,3115,5414,6094,9363,15985,10294,22014,851,-783,10294,22014
3/8/2023,1921,2614,-3275,519,-1591,-4585,2116,-2014,-4585,554,2314,-3275,3257,9304,9918,4841,7197,13590,2660,5267,5821,-541,850,-2667,5458,6124,2793,-541,850,-2667,1921,-741,-10219,519,-2282,-11529,2116,-1864,-11529,372,-951,-3348,3257,9304,15590,4841,7197,14103,2660,5267,5782,-541,-7664,-13079,1721,4747,4750,-541,-7664,-13079,-1193,-90,-1897,-1400,-2177,-1400,-1193,-90,9420,13989,8046,15351,7107,7616,-1935,-5520,1770,5056,-1935,-5520
3/9/2023,1980,3482,6134,2180,2716,4224,2185,3516,4229,1920,3002,4184,-845,-6019,-8889,-2450,-6994,-8170,-3015,-6969,-8022,5316,-6545,-8490,-2230,-5965,-60,2674,-6545,-8490,1980,3482,6134,2180,2716,4224,2185,3516,4229,1920,2781,1023,-845,-8274,-24267,-2450,-7455,-21340,-3015,-9515,-25675,4664,-3715,-11000,-2930,-11280,-27880,4244,-4635,-17375,3796,7676,3605,5751,4605,5721,3886,3266,-6415,-8400,-6990,-8910,-6925,-8260,-6995,-8990,-6145,2646,-6995,-8990
3/10/2023,1562,-331,-2234,2157,552,-438,1334,407,-408,845,-331,-2234,1725,2781,6778,3755,7046,19823,5011,8945,14050,10225,19068,10816,3937,1310,109,10140,19063,6841,1562,-331,-1535,2157,552,-1210,1334,407,-1180,430,-897,-7095,1725,2781,7762,3755,7046,21576,5011,9741,17682,10225,24723,25977,4567,7091,13936,10140,24123,23668,4454,418,4454,418,2804,418,3954,418,5690,16055,8414,20613,9978,17022,10782,12269,4661,6323,10672,12269
3/13/2023,2935,3781,4901,2737,4403,6284,3055,3165,9557,2935,3781,4901,2044,1402,11093,2830,2174,3131,2717,-705,5688,4681,-6994,-4883,925,2252,8599,4576,-6994,-4913,2935,3781,4448,2737,4403,2173,3055,3165,648,2574,1448,3088,2044,2663,13982,2830,2174,8241,2717,-705,4305,4681,-676,-35041,1872,-929,471,4576,-676,-35071,6335,5584,7177,7834,4938,11760,6335,5584,6734,10836,3215,7658,-705,1995,-4504,-6337,2983,10406,-4504,-6337
3/14/2023,3440,5947,18240,3151,7177,17724,3995,6967,17699,2930,5947,18240,6790,13777,15371,4015,8133,24435,7508,16988,32219,2316,5102,1901,3858,4567,10551,2316,5102,2192,3440,5947,17173,3151,7177,16978,3995,6967,16778,1120,5027,14119,6790,15927,40071,4015,8133,30056,7508,15397,40210,1451,6957,8015,7215,16322,40210,1451,6387,8805,5328,12784,5328,12784,5328,12784,5328,12784,12885,21795,14710,17530,18408,32699,3883,-1082,4920,13774,3883,-1082
3/15/2023,-210,394,213,-205,-960,213,-875,-1020,103,-685,394,213,2970,13693,7532,3315,5253,9561,5693,7350,9046,2665,6837,14868,2824,2688,1236,2665,6837,14433,-210,394,-1565,-205,-960,-1565,-875,-1020,-1675,-675,-3100,-5815,2970,13693,12198,3315,5253,4261,5693,7350,11297,2665,6837,19879,4164,7743,11569,2665,6837,19764,-734,-2043,-384,-2043,-444,-2153,-734,-2043,6278,8846,6888,4163,10821,13961,19592,16714,2631,-2741,20332,16719
