,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
riskScore ($20-norm),-16420,-14602,-14213,-13510,-13754,-15207,-13388,-17844,-13495,-13018,-16943,-15507,-29554,-34253,-35999,-31916,-23636,-23899,-34752,-25838,-23760,-6120,-28647,-28098,-21670,-22976,-22209,-36252,-15704,-27893,-16420,-20934,-22367,-13510,-19284,-21444,-13388,-19827,-23000,-8600,-17015,-28280,-29334,-45579,-58932,-31916,-29598,-42956,-36962,-29535,-51974,-32868,-66172,-177493,-36090,-29657,-48708,-31728,-67877,-175607,-19482,-15210,-24497,-15297,-25766,-15432,-19482,-15210,-44454,-42735,-29855,-26356,-32784,-29242,-72219,-41975,-37709,-29253,-71467,-31844
GOV lossMax $,-6000,-7000,-9000,-6000,-7000,-9000,-6000,-7000,-9000,-6000,-7000,-9000,-6000,-7000,-9000,-6000,-7000,-9000,-6000,-7000,-9000,-1000,-7000,-9000,-6000,-7000,-9000,-6000,-7000,-9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7000,-9000,-7000,-9000,-7000,-9000,-7000,-9000,-7000,-9000,-7000,-9000,-7000,-9000,-7000,-9000,-7000,-9000,-7000,-9000
GOV worst floor HELD $,-4730,-6994,-8995,-4680,-6994,-8995,-4585,-7000,-8995,-4615,-6995,-8995,-5999,-7000,-9000,-5965,-7000,-9000,-5995,-7000,-9000,-1000,-7000,-9000,-6000,-7000,-9000,-6000,-7000,-9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7000,-9000,-7000,-9000,-7000,-9000,-7000,-9000,-7000,-9000,-7000,-9000,-7000,-9000,-7000,-9000,-6990,-9000,-7000,-9000
GOV days over cap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV covers deferred,0,13,51,0,12,44,0,4,65,0,8,57,6,431,1679,2,313,1128,10,777,4293,2033,779,666,0,0,0,240,427,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,30,9,30,11,29,21,30,344,1953,489,1094,1308,3389,1231,1073,0,0,1975,824
GOV offsets bought,0,165,1901,0,175,1951,0,65,2044,0,96,1896,23,453,1831,5,165,1796,22,540,2159,22,968,3012,8,122,723,35,936,3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,1587,247,1626,266,1647,224,1575,269,1106,292,1093,425,1105,716,2438,91,622,589,2665
GOV offset spend $,0,68360,929849,0,73343,945894,0,20306,991767,0,39925,923314,8995,180792,770861,1433,55082,789290,8495,222587,959249,8555,392704,1525683,2563,45931,329423,10987,385780,1563607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91950,729701,100677,747705,108845,759111,90186,725425,105557,458694,123273,475208,191034,486065,256425,1097437,30254,274070,190253,1244432
GOV opens blocked,0,68,610,0,70,596,0,25,612,0,28,611,225,1424,3415,3,416,1830,34,694,2912,13995,11804,20082,41,469,1994,2050,7077,19031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,1312,457,1317,446,1324,435,1300,1470,3089,651,1740,1050,2269,16108,21924,980,2439,11926,19150
WING conversions,270,1252,1897,517,1449,1949,678,1330,1956,334,1664,1901,992,1915,2021,828,1138,2122,1434,2254,2061,323,1840,2117,941,1780,1533,877,2366,2309,270,1326,2813,517,1530,2882,678,1699,2943,337,1365,2754,1013,2247,2980,828,1947,2725,1444,2483,2845,955,2533,3298,1205,2304,2763,947,2529,3290,877,1441,977,1456,1063,1472,896,1457,1142,1513,920,1416,1101,1352,1195,1664,624,1283,1356,1954
WING spend $,57262,285122,482196,101250,317035,496075,127272,297018,491989,70939,376060,484483,227520,492212,581114,185236,297414,580319,326064,576748,577290,72412,500526,595584,198889,408909,377029,218333,628368,648402,57262,302830,736086,101250,336364,751826,127272,366734,758143,70480,313700,730329,233082,612013,999396,185236,496116,819917,328428,650039,901355,242251,785529,1297833,271655,610844,890165,240681,782178,1296061,209726,397472,228950,397585,245913,402746,216527,401131,307502,445356,234710,389154,284874,388855,340839,495702,159658,339106,382923,582543
WING days active,220,528,570,361,556,578,416,560,579,261,603,572,509,580,561,472,495,590,576,641,583,216,561,569,494,622,537,442,619,586,220,549,671,361,570,669,416,601,673,262,555,675,520,654,714,472,613,676,577,670,694,467,633,708,543,647,688,467,632,708,444,508,473,512,479,510,454,505,462,500,419,483,457,485,406,493,370,486,448,539

DATE,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
12/27/2022,-1050,-1710,-6070,-1050,-1710,-6070,-1050,-1860,-6070,-1050,-1710,-6070,1295,3196,4212,1295,2896,4212,1295,1691,4212,372,1001,4212,1130,2366,3530,-110,1001,4212,-1050,-1710,-6070,-1050,-1710,-6070,-1050,-1710,-6070,-1050,-3390,-6070,1295,3196,5051,1295,3196,5051,1295,1691,5051,-110,1001,5051,1130,1356,5051,-110,1001,5051,-1715,-6268,-1715,-6268,-1715,-6268,-1715,-6268,6976,9479,6606,10981,3226,9629,-861,-3559,3686,5420,-831,-3559
12/28/2022,2877,4530,7502,1863,3402,7502,1999,1361,8840,2852,5123,7502,1988,-1212,-8412,2890,-287,4017,3724,887,2228,-760,5240,9834,975,38,-7278,8924,12529,9834,2877,4530,8150,1863,3681,8150,1999,2936,9730,1974,3508,6345,1988,-1120,-5583,2890,2614,7415,3724,1533,6353,8519,22423,47997,3519,-655,2276,8289,21783,48707,4960,3884,4950,3884,2145,3884,4960,3884,-2094,-7685,4157,8142,4360,12220,-602,-8990,2135,-3300,-2661,-8990
12/29/2022,3555,11457,4042,3683,9857,4692,3713,8672,5692,4564,9657,4042,2316,12055,3138,4600,14668,10354,6059,17741,17999,1510,9784,-392,2435,-2602,-1450,5371,13319,-392,3555,11457,6418,3683,9857,7068,3713,8472,8068,3045,10317,6738,2316,12101,7052,4600,13871,10762,6059,18225,20684,5371,27074,30500,5592,18225,23034,5371,27074,30500,7284,-2467,5664,-2467,4049,-1467,7284,-2467,12424,971,14917,1120,9573,10867,7172,665,3017,-1062,20461,665
12/30/2022,1253,1133,-6247,1338,-923,-6247,1262,-105,-6247,1023,232,-6247,8633,5027,-3084,2633,2236,2957,7218,6193,-452,-75,-2423,-1245,816,11527,5501,-4456,1833,-1245,1253,1133,-5878,1338,-923,-5878,1262,-923,-5878,478,684,-7290,8633,9217,-1706,2633,-105,-1633,7218,707,-9418,-4456,-10219,-28190,7053,157,-10418,-4456,-10219,-28190,2754,418,2754,418,2754,418,2754,418,9576,2642,603,-493,-100,-4778,-3421,-8940,5234,-970,-3404,-8940
1/3/2023,75,388,3097,304,-1132,5492,-710,-468,2939,625,1378,3097,-25,2005,-3897,1691,5458,-4482,826,-3539,-6586,-960,1405,-6094,1310,220,-957,688,-6338,-6094,75,388,641,304,-1132,2095,-710,-579,-44,660,-547,-2107,-25,1786,6921,1691,2112,-3369,826,-3539,-11339,688,-1914,-17140,856,-2258,-12474,688,-2239,-17905,-1615,2883,-1615,2883,-1412,2883,-1615,2883,301,-3322,1820,128,-739,-5195,-6809,-3941,2149,804,4833,-2460
1/4/2023,1185,531,20114,2252,5036,22849,3162,6859,16173,2480,3316,18114,2476,2798,5472,4116,4860,-644,195,1441,1808,1995,1916,-3660,-5,5960,6462,2323,7150,-4055,1185,531,20262,2252,5036,22997,3162,6004,21321,2800,2646,20427,2476,2798,4976,4116,185,-8448,195,-115,-3000,1935,-7114,-38250,-25,40,-3028,1935,-7934,-38645,7195,18338,5840,19084,5824,18429,6730,17674,2882,7237,-1898,2075,3436,-3307,-1237,-7065,5068,7154,-2930,7601
1/5/2023,2704,4901,8679,2664,6168,8679,3418,5315,10634,2534,4089,8679,2670,8291,5633,3931,3074,743,2855,10019,7758,2731,4201,8212,1077,3193,5863,4615,2290,2457,2704,6027,11041,2664,6536,11041,3418,7371,12996,994,2839,9818,2670,8291,2158,3931,7188,1238,2855,10019,8979,5085,10622,32257,2499,6967,7279,5085,10622,32257,8484,6606,9718,6606,9638,6606,8484,6606,8180,5525,17504,3815,8337,8588,13830,4657,687,6810,8108,1008
1/6/2023,-35,3180,1368,-55,3180,1368,-45,1815,1637,-270,2540,1368,-2945,-6665,-7986,30,-1875,-811,298,393,1072,1980,9418,5426,405,-189,-5377,5600,7668,5426,-35,3180,2445,-55,3180,2445,-45,3175,2219,-270,2430,2287,-2340,-5805,-11100,30,10,-521,298,393,1013,5660,10252,26646,-75,-62,-1998,5600,10252,26646,5023,3090,5068,3090,5167,3090,4723,3090,-6940,-8675,4510,4976,4347,6430,11639,-8339,-6105,-8005,7878,-8339
1/9/2023,1460,2490,5577,1455,4326,4743,1575,2719,3965,720,2054,4887,1315,-1189,-8254,-275,-4210,-7797,-589,-4465,-7218,-995,-708,9810,-222,1998,-167,-5665,5347,6974,1460,2490,5577,1455,4326,4743,1575,1994,3965,1519,785,3757,1315,-1189,-8685,-275,-1518,-12038,-589,-3224,-18732,-2000,-7148,-19308,-1512,-5148,-16532,-2180,-8648,-20108,-45,6929,1073,5764,1960,1974,-1310,3334,-3865,-6832,-3400,-3574,-5601,-8094,-6975,14704,624,3033,-6660,11008
1/10/2023,-1645,-2235,-3103,-1645,-2235,-3103,-1645,-2485,-3103,-1645,-2835,-3103,-875,1818,-754,991,3108,5607,1474,3391,5889,690,12739,11157,1762,2301,4693,2400,12344,7401,-1645,-1395,-1413,-1645,-1395,-1413,-1645,-1395,-1413,-665,-1895,-4033,-875,1818,-5470,991,4925,6518,1474,3391,7714,2400,15087,43845,2054,3694,5919,2400,15087,43845,482,101,482,101,482,101,482,101,381,-1385,8638,9675,5274,8887,12175,15202,3171,2835,11582,9276
1/11/2023,-505,901,-1155,-570,901,-1155,-650,-1431,-1155,-755,390,-1155,-5925,-4626,-7260,-3015,-5949,-4059,-3981,-3164,-2966,1514,14147,20662,-161,-2095,861,3205,12732,20662,-505,1066,3153,-570,1066,3153,-650,840,3153,-1145,-2996,-4177,-6455,-12775,-25550,-3015,-2784,-6987,-3981,-3156,-11930,3205,16510,48553,-2041,-3470,-13300,3205,16510,48553,2314,6073,2314,6073,2403,6073,899,6073,-6535,-8180,1351,3833,3082,-296,13190,24713,-3153,-644,8716,24713
1/12/2023,1005,2073,-2684,135,1438,-2684,110,4477,-2684,1185,1737,-2684,1734,5351,10840,1137,902,468,771,-1886,6106,-345,-5056,-5430,1071,3698,-3828,415,-3082,-5268,1005,2625,-2225,135,960,-2225,110,945,-2225,1185,1745,-1450,1734,5351,10840,1137,-660,229,771,-1558,-1953,555,-12725,-26192,454,-1490,-673,415,-12745,-23755,-1363,-3985,-1363,-3985,-1378,-3985,-1363,-3985,6639,15280,-1677,2515,-2696,2974,-2066,-5725,3272,-3364,-2993,-2079
1/13/2023,250,2267,-3267,270,2267,-3267,250,-725,-3267,-75,255,-3267,-2838,-6564,-8114,-1327,-1710,-5327,-2438,-5282,-8990,1015,8768,17305,741,1120,466,2857,8463,17305,250,2267,1468,270,2267,1468,250,2079,1468,-820,-1097,-3498,-2838,-8709,-16344,-1327,-853,-3599,-2438,-5282,-12976,2857,15314,37879,-2438,-5282,-13736,2857,15314,37879,2282,5016,2282,5016,2277,5016,1127,5016,-6564,-8980,921,2828,1745,226,9738,20895,-1036,-2767,3867,20895
1/16/2023,1530,2234,4300,1730,2234,4300,1970,-81,4300,1182,3019,4300,-1565,-4900,-4995,-1945,-3250,-6590,-2625,-2235,-7005,510,-4985,-2670,-2070,-1205,2331,-2645,-4840,-2670,1530,2234,3813,1730,2234,3813,1970,2234,3813,-848,-785,3813,-1565,-4900,-5335,-1945,-2845,-8085,-2625,-2235,-9015,-1755,-2250,-15370,-2625,-1050,-9015,-1755,-2250,-15370,2100,1770,2100,1770,2100,1770,2100,1770,-3590,-5085,-4290,-7945,-6075,-8900,-3805,-5930,-825,4177,-4745,-5930
1/17/2023,-285,-1690,-5291,1405,-1240,-5291,-50,960,-5291,795,180,-5291,7254,12206,9092,3714,13891,9079,3236,10246,12002,270,-30,-2177,5230,4467,571,1250,4249,-1668,-285,-1690,-9565,1405,-2295,-9565,-50,-3690,-9565,900,4206,-7425,7254,12206,11026,3714,7244,7947,3236,10246,13261,1250,-3673,-1031,7580,13057,12127,1250,-3673,1306,-992,-7041,-4321,-7041,-4321,-7041,-992,-7041,4264,6339,1436,22438,-4607,3483,-3909,-2314,2978,3885,-5018,-122
1/18/2023,2958,3728,5662,3044,3616,5741,2985,2277,5448,1833,5119,4702,740,-3827,-8955,1430,499,-1130,1055,-2184,-8106,-740,3452,-8984,-1520,-5944,3370,5531,11516,-8984,2958,3728,5726,3044,3616,5616,2985,3336,5781,1833,2849,715,740,-3458,-14521,1430,-152,-1102,1055,192,-4721,7461,20402,36787,1235,-690,-8366,6761,19602,36117,2721,5246,2936,5246,2936,5196,1761,5246,-4944,-4796,600,2923,224,-5848,6020,-8534,-6260,975,1375,-8534
1/19/2023,256,4366,4220,1230,3901,5680,580,3251,6680,506,4366,4220,4440,9034,16338,3336,1815,4422,5171,9027,170,3631,340,-5109,3131,2068,7779,2674,1372,-5109,256,4366,4426,1230,3901,5086,580,3811,5973,746,3561,7621,4440,9034,21417,3336,4930,-1040,5171,7264,10214,2784,-4145,-33525,4156,8354,9714,2674,-4260,-33525,3735,6439,3735,6439,4485,6439,3375,6439,10093,16433,5331,-1320,971,2119,-3363,-6296,1407,6787,-4718,-5059
1/20/2023,-1260,1992,2745,-1260,1962,2745,-1185,-613,2745,-1260,727,2745,-5740,-6597,-7692,-3930,-4005,-6083,-5190,-3213,-8637,975,13246,24639,-4795,-4751,-1195,3395,12372,24639,-1260,1992,3153,-1260,1962,3153,-1185,1962,3153,-1495,-1478,-3799,-6770,-11745,-24200,-3930,-2281,-6481,-5190,-3213,-9759,3395,19088,46596,-5240,-3953,-11539,3395,19088,46596,2934,5984,2904,5984,2904,5984,2934,5984,-6937,-8935,1095,-451,2296,-1634,18903,30955,-6390,-633,15125,30770
1/23/2023,3095,5550,1548,2188,5254,1498,3398,5344,5573,3510,4638,1548,1334,4937,8297,3188,7225,8032,3024,4048,13505,3010,1077,-5957,1358,3313,2952,6210,-1226,-5957,3095,5550,1253,2188,5254,1440,3398,4764,2094,3510,5388,333,1334,7433,26128,3188,4517,10151,3024,4048,13750,6210,3899,-15483,3230,3198,11449,6210,3899,-15483,5547,1937,4092,2102,4207,4404,3968,1937,9923,11671,5536,14262,7274,17500,1711,-3154,8471,-1067,5242,-3154
1/24/2023,2225,3289,-3277,2185,3154,-3277,2395,6380,-3277,1900,1340,-3277,2895,14866,26597,1945,11338,25730,3157,14767,30510,3820,3630,-7877,2085,6945,16120,3690,8772,-7877,2225,3289,-4972,2185,3154,-4972,2395,3074,-4972,1400,3360,8582,2895,15564,36384,1945,7576,25160,3157,14767,30037,4000,811,-2849,2484,13720,30830,3690,346,-3919,-361,-1449,-361,-1449,534,-1449,-361,-1449,19750,28837,12730,20679,16413,21744,1104,-2475,11860,6183,-1165,4239
1/25/2023,500,1285,6349,435,2733,5709,580,1010,2023,250,-155,6349,1109,953,-5180,-556,-2012,-4755,-1215,1454,-7600,-970,-6935,-8954,-1435,-3022,1676,-3200,-6965,-8954,500,1285,6349,435,2733,5709,580,3623,2702,1190,-3140,1848,1109,888,-11054,-556,-1135,-10805,-1215,346,-10030,-2785,-1685,-2162,-1085,2035,-10825,-2785,-1685,-2162,2908,4832,3443,3237,4363,3692,706,4832,1037,-6699,-260,-4798,3125,-8545,-6905,-5623,-4728,-64,-7000,-6912
1/26/2023,-145,3541,1897,-155,3496,1897,-165,1392,2252,-775,3441,1897,-1935,-4393,-6576,-860,-334,-4277,-3552,-266,-1696,-975,2743,13042,-737,1431,1336,-2910,1350,3500,-145,3541,2615,-155,3496,2615,-165,3496,2970,-1030,1851,2239,-1935,-4393,-14323,-860,-1445,-5384,-3552,-266,-2897,-2910,4208,9537,-3237,674,3635,-2910,4208,11092,3966,5356,4390,5356,4390,5711,4356,5356,-2500,-5319,1826,1667,4866,4216,3975,19114,-4155,9828,-410,11476
1/27/2023,3285,5680,9991,3320,5374,8633,3285,3230,9633,2990,5618,11346,3502,1897,530,6346,6858,14039,6671,12986,19333,7003,15355,4711,3000,2535,1963,9225,15457,4711,3285,5680,10133,3320,5374,10337,3285,5551,10503,2390,3876,1758,3502,5756,7004,6346,6612,14039,6671,12986,19763,9225,23270,56733,5839,11675,20998,9225,23270,56733,4108,9985,3679,9794,3946,8485,4753,11340,-2266,-8325,6879,13568,14950,15053,16994,-7722,1228,174,16778,-7722
1/30/2023,855,-344,-2656,905,-344,-2656,1020,-1135,-2656,240,1466,-2656,-530,-4412,-8932,70,-2797,-1513,715,-937,-3258,1165,15022,19653,2005,-1055,-3676,11833,15575,30812,855,565,2578,905,565,2578,1020,895,2578,330,-1275,-1120,-530,-8225,-12981,70,-1050,-1513,715,-610,-2496,12048,25651,62082,1988,1777,-2039,12048,23366,62082,319,-1547,319,-1547,319,-1547,50,-1547,-4823,-7342,-264,2848,2221,5953,18550,26766,4332,-3676,16867,48100
1/31/2023,3384,-1913,-3561,2529,-2109,-3561,2231,-553,-3561,4844,-1283,-3561,2439,4747,1667,4741,6098,-683,4113,1409,-3617,1523,13762,18134,-222,3510,-3956,4295,7456,18134,3384,-1913,-2988,2529,-2109,-2988,2231,-2322,-2988,-552,-2110,-2836,2179,-3873,-12248,4741,2542,-1603,4113,1409,-7566,4295,19269,61819,4539,2389,-10388,4295,19269,61819,794,2465,345,2465,345,2465,-56,2465,-1401,2856,2907,8012,9241,8909,17774,19783,-4940,-7281,6508,19002
2/1/2023,2455,7880,8140,2410,7705,8750,2480,4975,8470,1530,2030,8235,4265,6190,13357,5010,6405,42597,4425,8233,15564,3496,14959,4095,2110,802,22236,5285,9529,8855,2455,7880,7943,2410,7705,8553,2480,6355,8273,680,3930,8765,4265,6190,11816,5010,9880,41982,4425,8233,13933,5285,16477,46368,3485,6560,12993,5285,15577,45953,8065,12230,7990,12630,8040,14160,7235,12230,7245,13110,12335,23225,12490,23450,13850,33716,1887,3587,35800,23856
2/2/2023,3560,4415,16433,4048,3166,15126,3278,2140,16068,3122,2001,13253,3865,7806,5779,5355,7575,12054,6256,14220,26795,2360,13353,-3595,2500,7249,-896,9994,9752,-3595,3560,4415,23959,4048,3166,14608,3278,2935,14632,2597,2261,7152,3865,11875,27646,5355,9376,21651,6256,16390,46326,10194,15217,60842,4872,16390,46326,10194,16187,60842,4484,18624,4527,16915,4454,15087,4484,15869,9411,7120,7654,14971,17915,35004,17775,4396,7500,2624,22236,9382
2/3/2023,1295,1040,-2165,-315,1065,-2165,-1100,310,-1306,-35,4628,-2165,75,-3982,-7899,-1145,-4348,-2679,-2365,-2660,346,-965,-4077,-8688,-5,-756,-352,6592,16250,-3389,1295,1040,-1003,-315,1065,-1003,-1100,2815,568,55,485,1767,75,-3533,-9033,-1145,-3970,-3903,-2365,-4390,-4164,7047,2005,-2374,-710,-1240,-2519,6592,2915,-3174,1170,-2136,2061,-2649,1170,-2498,1170,-2136,-2795,-6984,-3383,-8995,-1543,8963,-2469,289,6518,943,4433,17549
2/6/2023,2980,3533,-3522,2235,946,-3522,1435,2088,-3522,1318,3852,-3522,2702,5671,17623,2872,10146,3726,1804,4569,7546,7329,13494,-6109,827,6570,2705,6825,14515,-3261,2980,3533,-5518,2235,946,-5518,1435,1031,-5518,1001,571,-602,2702,5671,17668,2872,5897,3918,1804,4569,5717,6825,13134,-13378,1639,4412,6182,6825,12734,-13378,2428,1946,-1158,1946,-1158,1946,2428,1946,3763,19850,6575,11693,1750,8785,2688,-3716,4457,13885,5919,1488
2/7/2023,2635,7590,28859,2556,6328,30296,3461,2730,9855,2385,5261,29124,3780,7611,9905,2716,4685,6811,3928,8127,21881,1425,29363,21031,1258,213,25607,5054,9760,20912,2635,7590,29221,2556,6328,32615,3461,3845,27659,2580,6581,23268,3780,7611,10865,2716,27452,7614,3928,8127,22244,4845,12660,24746,3139,7112,22104,4845,12260,38629,7315,31897,7598,34385,7435,31429,7320,32057,7722,10681,6385,10115,9300,34375,9346,19132,2305,3579,8068,24333
2/8/2023,2115,753,-2852,1540,905,-2586,2440,2640,-2586,1240,2292,-2852,-2425,-4909,-8913,2490,9034,11263,2531,4906,-87,-970,22259,35898,1795,680,-6845,14830,21284,35041,2115,753,-1882,1540,905,-1817,2440,26,-1817,1225,2193,-1282,-2425,-5195,-11172,2490,8417,12677,2531,5563,4950,14900,27620,77271,3070,4962,3385,14830,26450,75788,685,-6373,685,-6373,685,-6373,685,-6373,-6425,-8975,12019,11189,2430,-880,14213,12926,-389,-6845,20010,19541
2/9/2023,1860,3122,6814,1085,3107,6417,1175,2222,6602,210,2527,5814,-4545,-6770,-8285,1135,-131,2763,40,2229,-2836,9706,31013,65284,-2175,466,-1102,15042,28863,63104,1860,3122,6977,1085,3107,6977,1175,3102,7162,210,650,1141,-4545,-11230,-23380,1135,885,2707,40,2229,295,15302,31013,67058,470,914,-5150,15042,29933,63724,4237,7487,4237,7487,4242,7487,3178,3257,-6615,-8895,1182,4404,1788,3748,31382,80613,-6475,-1227,25083,74312
2/10/2023,1244,2987,4495,245,3676,4495,1295,3094,4495,1064,4811,5105,2069,4882,12358,1050,4613,6547,1693,6154,6160,105,-6299,-7313,1733,5997,3120,-3760,253,-1975,1244,2987,4050,245,3676,4050,1295,2717,4050,1419,4711,4651,2069,4882,16612,1050,1838,6185,1693,6154,3965,-5570,-19670,-42538,1503,4933,48,-5585,-20675,-29118,3143,3941,3048,3941,3086,3941,2605,3941,6027,5506,1285,2199,1783,264,-5155,-5386,3693,4320,-4007,-5347
2/13/2023,2433,3616,966,2929,1961,966,1592,2777,1226,3071,3802,966,2602,3448,-1755,3910,14050,14816,7676,10912,8491,515,305,2597,2312,2929,11170,3919,14841,2597,2433,3616,2200,2929,1961,2200,1592,2251,2160,3096,4157,7540,3371,12401,10413,3910,16108,13902,7676,10912,10079,3919,1161,-3888,7041,10912,10079,3919,1161,-3888,2180,-809,3180,-809,2538,-809,1595,-809,2498,1600,12894,4991,12266,5783,1248,1770,2286,-362,10627,-1649
2/14/2023,1760,4105,3167,115,2338,5367,1000,3541,2615,1005,3019,3167,2179,-1025,1288,1884,4602,17870,-128,622,9071,950,14855,-3097,147,1405,4605,-1735,9360,-584,1760,4105,1801,115,2338,3130,1000,3769,3078,1005,1660,511,2179,-1025,315,1884,3531,3616,-128,622,3649,-1725,16055,7942,-278,-150,660,-1735,13771,9442,6981,-507,5457,1433,7427,-2674,3642,-507,2770,1744,10835,13803,7792,12248,25791,21948,10067,5999,23879,38453
2/15/2023,-1245,2656,3833,-1325,2751,3833,-1335,815,4408,-690,1843,3833,-2235,-728,-3293,-2346,-791,-2527,-2860,12,1515,1025,421,5556,-3135,-3907,-1776,-530,10077,5556,-1245,2656,5607,-1325,2751,5607,-1335,2567,6182,-1070,1573,-858,-2235,-4235,-8294,-2346,-3286,-5610,-2860,799,-3470,-530,9871,27093,-3135,-41,-850,-530,9871,27093,3230,4514,3230,4514,3067,5199,3230,4514,-366,-2100,770,546,4073,1199,-1860,-2629,-215,4121,-3135,8428
2/16/2023,3765,6564,4741,3758,4974,4406,3785,3811,4721,2795,6959,3216,2397,1589,5681,1918,-975,-190,2530,1622,24,2420,3090,16203,3009,3311,1443,3931,2450,12588,3765,6564,2479,3758,4974,2144,3785,4017,-816,2545,6949,6199,2397,1589,937,1918,-1151,-4991,2530,1297,-1231,4081,-40,-28755,2355,-103,-2756,3931,-840,-29960,6300,4520,4265,4110,3377,4110,6958,4260,4050,2702,1645,4550,3855,6295,7212,17344,2715,13248,5949,6865
2/17/2023,-460,1988,-2622,-360,1568,-230,-1250,-814,-1013,-940,652,-2622,2204,972,-4410,2819,1869,-967,-489,-2496,-6654,-638,2110,-6903,3269,3944,8387,-1161,-6981,-6903,-460,1988,-2754,-360,1568,-118,-1250,-769,-2479,-482,-111,-268,2204,972,-4803,2819,4338,-196,-489,-2496,-11233,-1156,-5956,-27909,3201,-4253,-9612,-1161,1124,-27909,1754,81,2553,-214,3220,-1241,1754,81,863,1602,752,3106,6182,2257,-4696,608,-957,5653,-3092,175
2/20/2023,1725,1867,6478,1684,1867,6478,1684,1017,6478,1725,1867,6478,265,-1080,-115,1994,3603,5988,2864,3653,6807,430,4444,4543,1695,-2835,-3390,5000,4444,4543,1725,1867,6551,1684,1867,6551,1684,1867,6551,-125,1007,6551,265,-1080,-275,1994,3603,5988,2864,3653,6807,9795,18668,34013,3254,3653,6807,9795,18668,34013,-1620,650,-1620,650,-1620,650,-1620,650,-865,-3175,-1130,-665,-2105,-885,280,-1640,-2890,-5205,280,-1640
2/21/2023,3118,5605,8133,3427,5920,8133,3650,2303,8133,2831,5501,8133,-2610,-6975,-8685,-6,-6130,-4165,-77,-3180,-8920,5610,14115,25558,-306,-791,-6910,11763,17125,25558,3118,5627,11860,3427,5942,11860,3650,5942,11860,2168,826,4045,-2610,-12173,-25893,-6,-533,-2975,-77,-3180,-12219,12617,26710,68561,226,-2262,-12219,12642,26710,68561,5359,8935,5359,8935,5359,8935,5359,8935,-6995,-8970,-201,611,-3219,-1375,22718,23869,184,-8985,16515,21679
