,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
10/30/2023,170,7445,4349,1209,5909,5101,-441,3164,-2336,285,6693,2345,940,7254,12561,780,3433,3759,183,6295,6742,-1090,-1408,-607,1071,3800,9197,-2211,388,-3197,405,6564,4278,440,6436,2946,-450,3611,2973,-55,3788,4673,940,7924,15204,1021,4891,2358,1603,6215,11530,-1159,6027,-35798,1071,5270,13071,-2641,7049,-33663,5510,-2872,2326,-4970,699,-1655,6355,626,11226,12114,7432,8201,10295,2312,-4745,-5103,7365,9338,-4750,-5539
10/31/2023,-2072,-3927,-4999,-1985,-4094,-5995,-2090,-4413,-5150,-895,-1450,-7253,1400,764,-6008,3398,1905,-4199,-1553,-1690,-8181,-310,2490,-2975,2333,761,-2966,50,9325,-3841,-1885,-4312,-13824,-4480,-4072,-11875,-4480,-6115,-12810,-3650,-7030,-13230,1400,1087,-12676,3398,1905,-3929,-1447,-137,-8105,-712,854,-6491,2520,-332,-7097,50,2490,-4535,-3959,-7481,-3957,-7980,-4415,-5690,-3032,-7230,-3430,-8026,1194,-4265,-5165,-8357,-4121,-5265,-2362,-5485,-4121,3311
11/1/2023,592,1375,15860,285,683,-5424,285,403,-3221,175,8766,-5424,555,-65,9812,750,2527,-3964,-40,1886,-4162,1230,4000,5807,975,925,-3062,2415,699,4533,840,1375,-4071,285,683,-5424,285,403,8475,880,-165,-4978,555,1207,-2562,750,2527,-2224,538,3820,-7661,-133,4619,24560,975,3735,-7574,2415,5895,23839,1332,2603,1145,3641,1446,1693,260,2144,-2028,14574,1120,43,-275,-3213,11658,16257,-1325,-5395,11273,9892
11/2/2023,-1681,-451,-3852,-1425,4,-2152,-694,-1344,-2095,-565,-258,-981,270,-189,-5634,955,2826,-418,-335,-944,-3206,525,6686,2835,-435,1497,2457,360,643,2152,-435,-549,-1190,-1115,4,1667,-465,-1779,-303,-1230,-998,-776,1465,3456,-4503,1655,3221,7436,1486,3022,-1170,525,7490,33941,1490,3022,-2556,360,7490,34214,-2067,-5580,-865,-5526,-2147,-5150,-945,-4150,-3754,-6534,-1127,1062,112,9393,-3936,3997,-2019,928,-3936,4152
11/3/2023,534,2799,2656,1359,2935,297,1359,1743,1252,-20,795,332,1685,725,-1013,1315,1484,-2062,3903,-135,3444,1265,1629,-1044,3875,-834,-218,6520,-2980,-5994,534,925,1575,1609,2935,853,1912,1521,1249,1869,85,562,1685,2649,7846,1315,1484,-2427,5261,5314,15739,5706,-13,5947,3875,5054,15739,6455,467,6165,1445,2011,920,1590,2769,4052,185,1292,-2255,-5450,925,58,6238,1585,-3802,-5039,-1936,-5260,-3802,-6379
11/6/2023,-75,3981,3470,265,3302,3898,265,2226,341,-250,2483,3368,1010,12021,15658,1915,7928,12984,7444,7063,20521,1114,6270,2212,2339,5034,9022,3479,7180,-195,-75,4283,1714,265,3302,4295,265,2226,2428,1180,4531,2264,1010,16689,27606,1915,7812,17539,6913,14664,16344,-2433,1317,-8859,2339,9356,19158,1210,1885,-8859,4022,6133,2444,3450,4084,5853,780,3450,3807,7643,628,3852,5884,5517,1642,-3290,3395,4698,1642,-3525
11/7/2023,2790,3322,763,1612,2807,-817,1652,4101,1629,2395,3847,-992,581,2708,7567,1195,1135,-1548,4564,5031,10096,4225,-1302,155,3150,1365,-4630,6637,1253,-3902,2790,2377,-144,1020,2807,-1711,1025,3298,-306,1190,2172,-92,1250,2125,23661,1395,920,6445,5044,7653,14287,6568,2814,-5443,3150,7653,14378,7049,2489,-5021,284,-3540,-311,-3668,-561,-2785,2810,-2561,3287,9952,1843,-1010,8342,3027,-2872,-4911,2958,-2329,-2872,-2738
11/8/2023,1819,1650,349,1770,1163,2916,849,2965,4815,1314,863,3269,1937,1387,7953,945,-865,5834,1855,3002,9311,940,-6485,-1804,752,759,7654,-665,-3479,-5033,1819,1650,4517,1770,1163,3449,849,2965,5027,745,2093,4189,1760,-1135,20373,1639,0,10322,920,-2943,14093,847,-8398,-24936,480,-3063,13598,-4370,-11775,-31139,992,6715,709,2511,-1216,5771,7,3411,8418,7475,8103,6405,13677,9884,85,-3405,3750,7564,85,-5928
11/9/2023,2120,6227,-1564,2630,4940,3584,1982,4674,766,2295,4720,2822,-520,-3469,-6555,1385,-300,-6984,196,-1126,-7997,5425,14159,-2990,755,-663,236,9486,12949,-7500,2120,6227,2406,3385,4940,4872,2645,6220,3027,2940,4792,3509,-380,-3164,-10798,1385,5,-7130,499,-1816,-7221,5063,18580,9464,755,-986,-6271,9676,18899,2083,3973,5672,2080,9533,3855,2680,3320,10038,-4122,-7552,-4475,-6615,-4730,-5838,9866,24806,1270,2306,9866,21321
11/10/2023,810,210,-3608,1225,1060,-241,384,72,-4154,10,-160,1451,-1610,-4085,-6125,-1335,-1022,-1590,-1954,-1753,-7706,1920,8185,13080,520,-1555,-960,3835,7452,24406,810,825,4650,1225,1060,6265,1340,700,5377,1460,5200,5912,-2030,-12160,-21615,-1565,-1477,-1616,-855,-6650,-8186,1247,8502,52551,-1025,-6109,-7892,3835,8185,53554,-678,-2533,949,4089,1228,-3015,194,2123,-4175,-8575,-1910,2308,-3722,-3039,9908,29288,-2247,-280,9908,29590
11/13/2023,2089,4113,733,849,2326,638,4271,3628,956,2955,1176,4840,1315,3266,4969,1280,-860,-1180,-65,-1820,-755,330,-6005,-3000,1218,-255,-2206,-405,-3670,-6555,725,2981,5245,2026,2326,5447,2896,3366,5245,2766,2827,3517,1490,3039,8156,1011,-1260,687,1199,-662,851,2774,-6014,-37594,1185,-1347,-2487,441,-11497,-42970,2364,3337,-420,2685,598,3767,-1055,2685,5985,6427,-569,-6350,1590,-3723,-5870,-6195,2657,-1568,-5870,-6965
11/14/2023,180,2304,5642,5,1887,-398,30,3120,5419,50,-289,4780,2425,12231,51776,6090,7277,24788,7233,10052,33939,1935,4021,2655,3065,7108,12028,3120,7157,1037,180,395,7257,5,1887,4377,30,2090,7211,-275,330,6204,2425,12259,60142,6090,7747,39788,8266,15946,66730,1500,15750,24896,2895,14522,66290,7998,12556,24896,3748,802,7178,2546,3096,802,7188,-2428,19850,48466,13077,21025,17402,22200,-625,-4796,14371,7641,-625,-2912
11/15/2023,1192,-2998,940,395,-916,-1943,1419,601,586,1768,1208,-3642,2040,1689,-4616,1150,-78,6224,1363,460,593,1017,5968,2807,2365,334,-3139,1333,6386,12578,1192,-2755,-3077,1423,-916,-3150,1430,-963,-1861,1052,-5021,-6954,2040,1689,-8394,1150,448,9486,1933,6784,8836,1067,10765,39485,2365,7832,8768,1618,12356,39165,2466,3690,1593,-448,2466,909,2403,-618,3687,-1554,6270,6789,13847,24828,24870,1662,3509,-1235,24870,13642
11/16/2023,353,4572,822,-145,2192,-985,312,4154,-191,-590,95,-1704,1712,6373,12243,2870,6590,10132,2516,5365,12083,-135,5838,2821,3160,810,4131,-1405,5814,1678,545,3297,-1624,-145,2192,-1640,490,2282,-1836,240,2165,302,1712,6799,18814,2945,6590,10856,2591,5272,19209,2337,10133,5530,3160,4588,18093,-45,11795,4394,3720,-1987,2514,-363,3720,-549,3138,-183,791,8011,1050,5879,4596,9510,-4652,-1031,959,2007,-4652,-2678
11/17/2023,1141,3810,1687,2227,5219,-251,825,4324,1687,846,3049,-861,1650,6091,-2272,2515,4521,-1692,3220,2639,-1880,1620,-1522,-2590,1280,774,-2117,2591,91,-5569,1141,5689,5359,2227,5219,-1892,825,4250,5700,201,5639,4665,1530,8447,21650,2580,1967,6500,1825,7789,11471,1755,-879,-42699,1360,7784,11116,2591,-1377,-48746,2490,667,7030,-1965,1930,522,7030,-1865,2352,-1954,3675,-1454,733,-2648,-5274,-6235,3020,-5400,-4544,-7385
11/20/2023,360,757,273,-315,375,1000,-290,-1152,-937,15,-2495,-2810,2660,-4170,-6325,2270,5475,-1671,2085,-2000,-4961,2845,5077,-1151,4295,-1825,-1367,3310,953,5712,360,2205,-897,-65,1620,-1980,-290,296,-1075,95,2235,-5929,2660,-4305,-9545,2390,5475,-2044,2286,2740,1836,4710,23792,37114,4203,2510,1045,3750,24825,38340,1207,486,-3646,421,448,-779,-2496,421,-4362,-8180,3440,-356,-1976,932,4476,-2648,-1854,-1615,4476,6276
11/21/2023,-819,-370,1548,-245,1689,965,-920,822,829,-475,592,3657,5095,5569,-3876,3283,4046,-2624,-1173,1717,1256,2470,-1571,3503,-180,-196,-1455,2245,5567,2922,-1450,-370,8347,-275,1689,6755,-920,862,7128,-567,355,8235,5095,6648,-2310,3579,8608,-5580,-3505,5471,1394,2776,4818,-24498,-234,5011,3838,2345,1191,-25825,-1499,-591,-1253,-921,-609,-3138,-2368,-842,6872,-6218,7696,-2827,-1629,-7286,-1351,-4027,-872,-1873,-1351,-2602
11/22/2023,-235,1,824,450,1230,-2719,725,-395,933,-575,3340,-2963,2680,2239,9553,1840,-1666,3700,554,-910,-915,9972,-3885,-2085,2060,237,-740,8415,-245,-6894,-235,175,-2897,175,1230,-4772,380,535,-5162,-20,175,-5675,2680,4099,8991,2110,-1527,-1470,-305,1569,-5598,11845,-5984,-50089,2215,890,-8323,9040,-5825,-50179,5633,128,6059,-3479,4350,-117,4439,-2194,1001,15273,4176,4482,-1996,2685,-1905,-4098,645,-809,-1905,-3060
11/23/2023,390,3060,4990,2285,3060,4905,2285,3060,4990,530,3720,4985,-475,5575,6010,255,6195,8510,4120,7375,12900,785,6540,3130,-360,2055,2000,270,4860,6595,390,3060,4985,2285,3060,4985,2285,3060,4985,355,3060,4985,-350,6390,7430,255,6195,8590,4120,10975,13655,365,10790,17830,0,10975,13655,270,10790,17830,918,-254,-1015,-1810,918,-254,-355,-1810,4570,4680,-650,-895,-510,-274,-6820,-6795,210,1330,-6820,-6795
11/24/2023,800,4254,5429,2815,4525,5900,2815,4751,5429,775,4370,5924,145,5780,8505,1685,4049,7680,5440,4266,12305,4790,9356,2049,3335,2150,1764,4960,6951,3970,800,4254,6395,2815,4525,6395,2815,4751,6395,1350,5096,6395,145,9780,12025,1935,5980,13950,7255,14465,19070,5445,17227,27590,5335,14465,19070,6890,17227,27590,493,-2848,-1100,-2780,493,-2848,-1100,-2780,3735,1835,-1260,-2515,1635,-2050,-4170,-260,0,-1015,-4170,280
11/27/2023,2705,2175,2135,2417,218,1158,3097,2237,4215,1685,-57,1284,320,2040,578,2011,952,1579,226,2237,-1040,2085,3030,-33,2050,6137,3866,5000,2123,-6573,1115,2175,1777,1540,218,-2792,690,2318,1777,665,-1063,-627,425,659,7735,2011,2142,2951,226,1152,-3416,3783,3110,-27066,1595,2775,-2315,5000,2910,-27066,1154,2456,2089,2388,1154,2153,2089,2388,-203,746,1044,-3372,233,-4981,-6541,-4696,6388,6158,-6541,-6766
11/28/2023,-35,-1457,6405,-190,-650,2521,238,-788,2755,260,1696,611,809,1083,-3986,850,2215,-5920,1315,-279,377,935,-721,-2225,1136,-1042,-2953,2295,-396,-6525,-35,-275,3191,-190,-650,853,5,-705,2551,1093,-392,3168,849,2576,4534,430,2906,1850,1615,1196,6760,1570,-394,-2062,915,746,7725,1020,-1065,3236,3257,5246,1405,982,1222,3338,2300,982,-1866,-1918,-1808,-2645,-1570,-99,-4528,-4720,1758,-3900,-4528,-2575
11/29/2023,1203,-2845,-2469,-193,-2720,-2241,-848,-2467,-1659,-565,-555,-5780,-250,-4160,-6986,210,-2630,-6913,-495,-1750,-8960,3571,6244,-2990,5,-2050,-4765,5752,6256,7073,1378,-2175,-10867,-193,-2720,-7625,-333,-1428,-8015,-268,-4295,-9620,-250,-7574,-19539,465,-4240,-13129,-708,-5555,-11690,3073,5712,43750,681,-4775,-12911,4961,7508,46245,-2291,-2560,-2140,-2436,-2291,-1117,-117,506,-4381,-9000,-4340,-6015,-4235,-7805,5061,12671,-6715,-4120,5061,13708
11/30/2023,1300,487,2187,2376,5057,-207,1191,3016,-762,900,3792,2862,2275,13454,9260,3430,12258,10191,14414,5875,9929,4848,6537,5609,4959,4396,8256,5992,4583,6107,1300,9996,120,1762,5057,-2504,-618,9934,-4267,160,3103,1173,2275,12198,8278,3430,12258,6888,10589,13434,-7021,5169,763,-35427,4959,13214,1130,5992,6765,-34796,-933,-2823,-455,-4509,-933,-2846,-455,-4934,4348,1169,7509,5129,7533,7713,5143,-1604,8934,3894,5143,-2955
12/1/2023,3770,14,-1369,-81,-465,-1060,-228,-1055,531,1465,-432,-1262,1435,-1093,-2356,1379,981,-2850,-1786,1667,7085,185,-5040,-718,1814,-1088,-243,185,-2346,-6553,3770,440,-534,544,-465,-1097,544,-249,-700,474,-345,-1828,1435,2110,3950,139,870,459,-410,-198,5717,4387,-2133,-12263,1814,616,6640,1850,-726,-11218,-2595,-4458,-276,-1301,-3005,-762,-276,-501,7005,2656,-1448,-3405,7193,1122,-3318,-6970,-1473,-1243,-3318,-6367
12/4/2023,1595,4781,4298,326,3900,5414,272,4918,6321,1686,780,5535,1390,2277,5900,-20,95,1378,2830,6667,6363,4310,3220,3695,3695,-34,6400,655,4289,-2960,1985,5205,3589,745,3900,5885,740,4740,5605,1713,4719,6990,1390,5730,17913,1365,4105,17874,3858,6858,15643,4164,3962,2947,3695,6088,17184,1180,3855,4143,3026,3360,2531,2457,2896,3360,-1385,2332,946,10814,-445,10904,856,9207,-6672,-1784,264,4671,-6677,-4563
12/5/2023,347,5685,603,135,5182,203,1290,8107,3063,110,5279,-2082,6036,917,6981,3180,3460,12570,1343,7592,6622,2577,-1564,-226,2553,8691,8803,1039,-1782,-4665,-325,5844,1155,135,5182,755,1290,8113,5317,120,4669,393,7475,1171,11750,3180,3460,16824,2512,11274,11741,-1205,-1599,7965,4350,12519,12026,1064,-519,1119,3760,3885,5625,4127,5834,8989,4813,3588,1421,10919,2393,15590,3995,7202,189,-6332,4266,7914,189,-6392
12/6/2023,-717,-2711,-3277,695,-3905,-3100,585,-4106,-2937,-540,-1495,-2659,-1195,-4030,-6960,-1030,-3905,-6960,-1665,-1070,-7136,4168,5534,7364,-285,-300,-4695,3414,5425,14801,-315,-2550,-7308,965,-3905,-2762,1180,-3365,-6804,-640,-2545,-7650,-1095,-9570,-22327,-835,-8335,-14710,-240,-6190,-22603,4114,5655,35860,-650,-7875,-22760,4239,5855,34702,-2977,-4485,-2285,-1875,-3205,-3559,-1025,-1875,-3765,-8345,-4364,-6305,-5892,-5553,6956,14196,-6885,-4040,6401,15763
12/7/2023,7170,-1019,-2274,2372,-880,-5897,1367,-1711,-3672,-845,-2115,-7717,6700,4011,-6106,3876,11499,1451,3611,6182,8046,2235,9634,-662,5912,-1605,2604,9675,10054,3744,7170,-2755,-3443,2322,-880,-7717,1702,-3442,-4493,5755,-1792,-7668,6700,6686,1695,3876,11499,3345,3779,6262,8343,2529,14603,20190,8866,6082,13078,10865,16516,23754,-3426,-4833,-3003,-7460,-3663,-4833,-1833,-7180,-1596,-4199,967,2046,10005,2851,21342,1987,-2351,-3885,21342,2781
12/8/2023,3337,2479,-183,2070,1318,582,1492,2003,408,2465,403,387,3045,-1997,-2359,2240,-173,12177,1718,-1955,11999,5280,3485,1161,3320,402,451,3548,6965,-1298,3255,2213,8123,2730,1318,3472,2900,3050,3765,3255,2386,7438,3045,1070,4566,2240,-173,15669,3011,5728,23696,3882,8464,42121,3320,5534,24011,4718,8672,44135,-1517,-2417,-1668,-2784,-1138,-881,1114,-1016,-2250,-5580,-1000,5243,542,9589,-1728,-3416,868,-393,-1728,-6041
12/11/2023,3425,1275,-134,1088,2458,1183,1026,560,-1352,2305,1035,2247,-170,-1817,-4188,3635,5002,-3599,-996,-1716,-8013,3100,11213,1827,-980,-1830,2538,2235,8756,6435,3425,929,1342,2769,2458,3616,2678,1145,1126,4486,1385,1053,1830,260,-2858,3635,5002,-167,370,4987,2925,3100,11069,40647,1915,4777,2912,2845,10986,40647,-395,1165,441,1845,532,339,441,1312,-2043,-5484,1980,1779,9442,-2389,14642,8821,-780,1446,14642,10886
12/12/2023,-1032,-2294,-4663,-770,-2740,-1014,-682,-2490,-5143,-510,-2490,-1295,-1698,-3761,-6837,-1485,-3950,-6960,-1966,-1780,-8981,-85,2140,-465,-1493,-1955,-4675,65,1599,5035,-890,-2170,-5043,-479,-2740,-179,-479,-2257,-3254,-870,-685,-3513,-1305,-10465,-29420,-2285,-10685,-17965,-4905,-11040,-23895,-810,1190,24169,-1185,-11365,-23895,1445,4094,26768,-3750,1313,-1135,4213,-2964,-167,-485,3544,-4273,-8982,-4400,-6995,-6496,-8269,4146,7006,-6955,-5440,4146,7625
12/13/2023,-875,-2330,-4667,-898,-490,-4552,-1678,-635,-4879,-915,-284,-4968,1660,6586,3835,1245,1550,-5575,1945,3325,-846,970,-6500,-3000,1270,6931,-1111,-290,-4500,-7430,-875,-1840,-11097,-2195,-490,-10701,-2052,-410,-12146,-870,-2395,-6897,1660,9865,16201,1060,1440,-1605,2492,6150,1762,-4418,-10726,-40886,1645,5195,2555,-2565,-8480,-38705,-641,-7490,100,-3484,-975,-5830,-875,-3264,5765,5052,4595,-6940,6412,9007,5075,-5235,7125,-711,5070,-1869
12/14/2023,-60,-3750,-145,-1380,947,-3039,-2172,-885,109,-600,-2465,-977,-1600,-4135,-5630,-410,-1840,-1280,-1744,-1690,-1751,-1450,-787,-2997,-1210,-2065,-4385,-1568,-185,-3082,-60,-1425,510,-1085,947,-497,-1150,-85,2619,-1820,-2400,1218,-1600,-2869,-3451,-410,-1840,-1378,-2375,-2575,-4822,-2069,-3993,25030,-885,-2965,-4194,-1568,-2027,28399,1538,1692,6087,2214,2472,4460,7129,4372,-3415,-6843,2105,3595,2926,17418,16890,8139,-1139,-4380,16880,10460
12/15/2023,1428,6764,8902,1525,8005,5507,1625,5650,9419,860,6414,4588,3720,1177,7630,4707,3666,4190,1090,-910,9502,1555,-965,-75,2945,2907,7608,5056,2784,-2548,2310,7395,10370,1425,8005,7191,1300,5921,11166,-255,6620,14228,3720,4835,20146,3192,3645,1825,630,-2825,14228,3615,-7411,-36588,2590,-2825,16035,4935,-7411,-36588,6257,7331,7471,426,6365,12514,6181,-521,7898,12127,3962,1466,5186,483,-2428,660,8896,15414,-2428,-4400
12/18/2023,1615,3791,7369,3338,3376,9577,2871,3356,6918,1510,3701,9206,1025,-3654,-6997,684,2973,97,4905,-1959,-3815,1865,6270,-163,1920,-1180,-2608,3445,2669,442,1615,3791,9523,3338,3376,12497,2776,3356,9443,1870,4087,12898,2039,2429,2526,759,2808,2277,6811,6415,7922,2066,4536,14385,5038,6160,7922,4248,4536,13561,6237,8636,5478,10144,5761,9123,6431,12300,-3970,-8915,3495,6417,-2586,-509,5126,-5175,-5230,-1827,5126,-2211
12/19/2023,1315,3755,3582,1257,2946,2536,256,3171,759,1290,2230,3648,2528,1272,2928,2880,8188,10715,4319,2991,14742,1385,1726,534,2740,1416,1237,2570,-1074,8021,1315,3755,9000,1546,2946,9000,256,3138,9000,1230,3305,9000,2528,5817,7462,3150,8566,19674,5241,13651,27405,1840,4462,64927,3305,12951,27710,2595,4462,65317,-862,2387,-264,2760,-844,1325,27,2688,-2410,963,3114,5106,3208,7138,4930,5549,-4865,890,4930,5749
12/20/2023,954,1953,813,2434,1095,6676,2137,1114,-1119,1115,245,5083,-615,-1754,-6942,-1445,-3440,-6827,-1475,-1940,-8996,-1470,-4493,-2960,1900,1680,-770,2640,-3829,5538,760,1953,-957,1260,1095,3051,878,1223,-1532,1585,3813,4483,-495,-1854,-17648,-980,-1209,-10970,-1245,-804,987,4655,-4398,-29188,-317,-2084,2059,3605,-4598,-31945,150,-2211,-782,7009,324,-912,-223,7529,-2255,-8059,-4480,-6875,-2350,-8499,-6455,19624,1507,2897,-6455,14621
12/21/2023,1190,1978,4168,2553,1972,4521,2690,3589,3267,1110,1784,4803,723,-1222,-6859,1042,-3089,-6857,-1234,309,-8896,1382,683,2481,1223,471,959,815,2088,-1212,1190,2116,6581,2553,1972,5397,1909,2310,3434,1890,5084,8617,723,-3480,-9977,1042,-3354,-8847,405,-4278,-14071,1382,6752,-24782,1223,-4783,-12148,2592,6752,-24782,1834,2512,1164,8742,1113,5599,1337,8111,-3702,-8835,-1815,-6865,-2482,-7922,3844,-6466,712,17,3779,-6125
12/22/2023,1345,-6095,-2620,-2000,-5720,-3097,-2480,-3011,-3148,20,-1920,-7390,2490,2920,175,1105,1568,-5534,587,-1315,-6545,445,-4150,-1200,-1145,1106,8,-2260,-3665,-7325,1345,-7315,-13695,-2590,-5720,-11995,-2530,-7185,-12705,135,-7765,-16890,2490,3627,1321,525,929,-1739,-2508,-2029,-14411,394,-4919,-45850,-389,-2354,-14411,-768,-8958,-45850,-2936,-5971,-2639,-3656,-1358,-4355,-1464,-4367,2715,6068,-570,-1507,-2022,1243,-6870,-4865,1103,1214,-6870,-5625
12/26/2023,-2100,-2475,-4245,-1980,-3225,384,-2240,-2100,-2306,-885,-2426,4376,-1935,-3115,-4088,-1050,-3120,-1770,-2000,-635,-2540,-437,12049,335,-1470,-720,-27,-88,10287,3660,-2100,-2475,3704,-2260,-3225,6444,-2240,-1055,3704,-1650,-3901,3269,-2365,-9855,-15980,-370,-3678,14523,-2959,-10255,5810,-132,6219,103044,-2190,-10260,5918,35,6099,105393,-1248,8134,-3985,8625,-1248,5714,-3475,8625,-4465,-8878,-4465,10021,-6443,3560,8401,6841,-2970,2725,8401,6841
12/27/2023,2165,4615,-1184,205,4440,-5215,205,4615,-2075,2105,553,-1923,3823,9894,15469,3100,8127,912,680,4077,7416,4145,145,-765,3993,1316,-2070,2420,501,-5833,2165,4615,-382,205,4440,-820,205,4615,-820,2015,4405,-820,2460,12300,24050,3100,8127,4284,1185,9480,17097,5628,4456,-21970,2965,9610,16788,2980,1760,-23575,4177,-316,3990,-301,4177,-3329,3375,-301,8597,13568,2090,-1957,1874,5029,-3190,-3840,-1238,-2420,-3190,-4230
12/28/2023,135,-4895,-3488,-461,-5170,-4361,-743,-3265,-1476,170,-1430,-8615,1375,-2913,-6508,2235,-1935,-4541,179,-1189,-6942,1860,7060,5121,1490,370,-2531,2720,6983,10025,135,-4895,-9530,-461,-5170,-8935,-743,-5025,-8540,180,-4875,-9540,1375,-4415,-17255,2235,-1760,885,1300,-3169,-2345,2425,7555,53760,1490,-2669,-2475,2450,7555,53760,-1408,1920,-970,1909,-1383,1491,-835,-550,-4418,-6343,-536,3861,1244,7133,13663,6341,-720,5581,13663,7956
12/29/2023,229,1605,-4690,-1660,-2410,-3362,849,854,-4690,-565,-385,1826,413,4504,8333,945,-1641,-2852,1333,2024,-2760,1699,-5542,-1406,641,336,-3077,744,-3470,-5697,390,-1555,-2123,-945,-2410,622,-211,-1321,134,-373,-2940,-54,1533,3711,17914,848,-1182,6657,2079,-5254,4181,2980,-3500,-26011,1333,-4744,3756,1611,-4310,-25985,-602,-2169,-191,218,1029,-2341,-1955,-4921,3608,12553,-2387,-2233,-602,890,-6977,-5778,617,-2674,-6977,-6471
1/2/2024,2385,3584,-471,2980,4095,2974,3273,5233,4628,2110,2344,-309,2075,7754,5065,3470,11445,23164,7454,13362,30725,8960,11692,-1321,4615,5650,6590,8595,5932,8976,2385,3595,-1081,2405,4095,-549,1669,2489,-1778,2415,3050,-1212,2075,8513,17121,3470,11445,23494,7454,14205,31953,9268,21200,72838,4615,14350,30968,10970,20002,76472,4580,2006,2126,7673,3261,5035,1416,7673,6022,18313,6889,26755,14505,30794,4085,-2536,6293,15184,4080,-1161
1/3/2024,1075,3310,23,470,26,-1818,1014,3617,-4212,65,5719,-1912,1554,625,-3530,1565,681,4074,3026,1343,6091,690,-1096,8581,1150,1301,-1071,2147,-1292,7332,1075,3310,47,1230,26,-1945,1490,3353,-1207,540,1171,2706,1554,1388,5564,1565,756,4090,5572,4294,5264,690,-1605,41116,1150,2832,4904,2347,641,42758,2367,1218,2968,3040,2367,-1609,2670,4778,3245,-938,2764,8905,5255,14763,6575,2308,710,-1930,6570,8921
1/4/2024,-535,-192,1069,1564,-2170,1670,4124,-1562,821,-495,-716,1095,1158,1137,-1224,420,-1625,-3873,1286,628,1249,462,-3142,3569,514,1314,3342,497,-2077,4292,-535,-1705,1135,1564,-2170,-249,1251,-1562,821,475,-1212,-2897,690,-1880,-3045,-480,-3765,-4880,485,-5940,-9826,-1094,-3999,-8774,-860,-6215,-9910,-1410,-7330,-7160,1471,2314,-2193,1290,1156,2314,-512,1405,-1469,-3175,-390,-800,-1366,-5184,1667,2418,1447,5820,1667,2488
1/5/2024,2180,5067,3611,1663,4210,1015,4518,5154,2692,710,6022,7060,1615,2137,19757,1990,3690,6919,377,425,4047,-800,-3812,-236,2430,-556,7254,-1305,-3238,-6322,2180,5324,4409,1663,4210,1175,338,5154,145,615,5274,3474,1615,4546,24680,1990,3690,17155,1015,3385,7941,2270,-9618,-39288,2525,2290,8210,-430,-13095,-39108,8191,-669,5660,-1589,4391,-1100,6283,-4395,10933,24239,459,15595,3605,9349,-5485,-5627,6926,1942,-5485,-3655
1/8/2024,168,2111,4581,1811,2051,10286,7,1157,4347,1609,2966,11337,-1735,-4010,-6571,-1475,-3820,-6659,-1848,-1960,-8998,2894,3887,13712,-1051,-2035,-1806,4114,3034,27872,1450,3730,4656,2029,2051,12490,2100,3115,6912,1555,4089,10340,-2775,-13625,-28451,-1855,-7845,-9009,-3205,-7175,-14118,2215,2679,51941,-2161,-8985,-14118,4114,4427,51941,2855,5309,2582,13429,2861,5309,3126,13684,-4150,-8701,-4485,-3700,-4934,-8325,6353,30696,-6705,-1231,6153,28858
1/9/2024,2248,6624,4464,4089,6177,6597,1834,6481,4092,2420,5179,9614,333,-4265,-6705,-1125,-1475,-1428,1830,-1680,-2552,5605,16731,-327,298,-2010,-4725,4066,13947,3693,3323,6624,3311,4121,6177,6439,4077,6785,901,2631,5092,7504,1308,5155,5151,-580,8675,14026,3320,13700,8826,3811,15663,20660,15,14555,7851,4953,17187,22977,6423,1530,4845,186,6726,-1874,4835,-184,-3715,-7430,478,3677,5660,-3466,15219,5668,-2725,-5375,15219,3718
1/10/2024,1010,4616,4821,1760,3059,7112,538,4648,8124,695,1657,7676,635,-4065,-5362,2447,1317,-2556,4784,-1995,-5706,820,-343,-2418,-374,-2345,-403,3061,938,-939,1010,4423,11437,2276,3059,11629,2251,4648,8443,1229,4119,13162,1110,2127,-2577,2572,3138,4585,4127,-230,334,1957,-864,50652,1705,-875,1570,3376,-3503,50971,4056,1175,2452,5212,3907,285,1493,4542,-4120,-7206,1025,3416,-2420,-3265,6248,-3519,-2634,723,6248,-3519
