,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
2/19/2025,3377,2175,-2266,1940,3430,-2909,935,1804,253,2725,4459,-26,3105,5490,1887,3015,9202,2765,-310,-840,5089,3063,-3774,-1229,5015,-1670,-360,3986,6293,-6218,3470,2175,2507,1940,3430,-3174,1135,650,1128,2035,1801,2705,3105,12871,30063,3275,10852,25588,5020,18401,37943,6776,10817,-671,4325,18546,37593,5812,11759,-284,1695,-2783,1052,-6107,764,-1385,1718,-3232,3998,-795,6335,855,8381,5205,-5440,-5127,1443,-1526,-5440,-6947
2/20/2025,-1340,-1322,-3119,-1925,-4230,-4815,-1452,-2846,-4793,-585,-1705,-6926,-85,68,-4862,-1080,-1090,-6289,434,-1130,-4458,-800,-3883,-2145,40,-2105,-492,-472,-4003,-4021,-85,-2724,-7794,-1925,-4230,-6531,-1360,-2250,-6345,-1094,-3044,-7679,-85,628,-11937,-416,-1090,-17760,-2059,-4092,-14367,2087,-1580,-35479,246,-4465,-16651,-483,-2377,-42959,-2244,-3836,-2840,-5200,-2063,-3965,-3065,-2922,-1367,-4659,-2685,-6749,-5609,-3842,-5080,-5880,-2555,-1372,-5145,-5880
2/21/2025,2610,2943,4957,5345,2850,9370,3487,2163,2784,3274,3440,10503,-460,-3795,-6220,-1050,-3320,-6422,-779,-1545,-8901,11030,23356,13444,2130,1299,-4235,13400,21890,47743,2610,4615,5619,5532,2850,11144,4377,4105,5654,3755,5547,10578,-2030,-6835,-23380,2045,2000,-1849,1222,4225,-11931,11030,24254,60904,1830,3515,-9855,13340,23815,59839,4331,3093,3647,8051,3851,2687,3271,7541,-3590,-7110,1580,-6762,-5276,-8498,33031,27193,907,-4115,33751,28791
2/24/2025,2767,3457,7698,3527,2955,6093,3044,4062,6847,2510,5152,10035,1575,-2432,-4567,1715,-960,-2756,2881,190,-3242,3745,7096,7955,2220,1472,871,4385,7045,9502,2767,4865,7263,4191,2955,6444,2831,3348,4607,4419,10406,11823,1575,-2007,-5255,1715,-960,215,5273,59,-3906,3745,6727,15144,2220,-16,-2029,4385,6986,13692,3490,5612,3215,9039,5074,4832,3450,15546,-3252,1633,52,5237,-771,-4807,8920,12637,810,4905,8905,10591
2/25/2025,3850,5751,412,5094,4965,76,3055,6460,-237,3787,3944,15417,1755,8165,14837,1840,5726,14171,6249,8323,25894,1405,8355,4448,1440,6862,4243,2460,5088,9817,3850,5985,412,5094,4965,-635,2578,6460,209,4017,4847,15610,1755,9259,22672,1840,5935,18967,6375,9668,27049,1405,8405,1633,1440,9243,24860,2460,8155,5245,7215,5958,3997,1225,6833,4974,7865,3576,12455,26237,7758,17061,14400,24042,5083,5385,9935,727,5078,2488
2/26/2025,1680,905,4991,1967,435,6435,-1716,4423,-746,690,2680,5797,2595,1030,-2175,2195,500,-6994,-201,1298,-7099,5252,-5791,915,4190,-791,138,3020,4371,-2176,1680,1391,3460,700,435,5941,-785,1971,1415,1670,815,3904,2595,1225,4128,2195,500,-5379,735,1180,-10927,5696,188,-42248,4190,860,-5003,3380,-866,-37845,6431,4399,6044,13766,4199,5762,3300,13516,727,2346,-225,-1156,-771,-4017,-2335,4297,-1102,-141,-2340,7448
2/27/2025,1975,2365,8939,2215,3248,5889,1767,5474,1548,3395,4840,7309,1115,-745,-4210,2865,934,3947,3785,3918,1665,7030,13584,31341,2785,1286,1782,8075,9311,28434,1975,3512,8939,2530,3248,5889,2610,4204,5464,3120,5158,7595,1115,-745,-2705,2865,934,3947,5225,3918,1665,7030,13530,44820,2785,3245,2284,8075,13554,38834,3091,3493,1519,8597,2171,2273,4712,11775,2006,-1361,1773,6970,5597,8935,13238,36350,5563,1955,13218,32827
2/28/2025,1045,1369,5237,1525,3750,6302,719,461,2629,1160,735,5532,542,2683,1073,685,2200,8198,3020,2460,18599,335,-59,5063,514,-2142,17383,230,-2506,1418,1045,4860,5237,1525,3750,7230,1530,4419,3680,1960,5568,5104,815,2996,18108,685,2200,5561,3280,18855,15786,-1989,-6818,-3815,815,18557,16247,-195,-4864,-3722,3112,6216,1800,9688,800,6172,1770,7013,19996,3905,1715,14121,17431,4511,339,3105,18457,4284,-496,1735
3/3/2025,2275,426,-4945,2750,841,2491,502,-1521,-5289,2240,-1730,1543,3200,7082,12397,4530,6356,18534,6297,7844,9476,3950,12960,14446,4095,7078,116,8760,6000,18343,2275,1515,-3340,2035,841,-4285,1200,1035,-4075,1940,2601,-2745,3200,7082,12397,4530,6356,19817,6975,8948,9373,3950,11944,37955,4095,8408,7417,8760,12375,33040,312,-1434,2135,711,997,331,140,1630,6095,10529,7140,23192,9195,10550,14922,42771,7736,138,14897,20286
3/4/2025,1815,2650,3945,1390,1130,7360,2041,2956,4783,2045,1825,5313,1141,2663,-1205,2995,3840,2669,9424,1305,16465,6015,11310,702,4420,2766,405,6490,11361,-2783,1815,2650,3945,1390,1130,4222,1480,1661,4442,2445,3975,4827,3535,5368,5060,2995,3840,7395,8082,10885,23021,6015,11912,41601,4420,10190,18059,6490,11730,38517,2470,-361,1365,4409,2647,728,3720,4463,854,-289,1570,-1495,6954,9779,11630,9802,-825,575,11595,19478
3/5/2025,400,278,4027,2280,935,4551,1416,-91,-4486,460,-1715,9078,1425,3147,2837,625,2580,2769,2080,2884,5127,3800,3914,6272,2640,-880,-4090,2955,-1158,4239,400,1225,3535,2280,935,6196,1825,1981,4048,210,1581,4428,1425,4950,13280,1305,2580,6390,2620,2960,3713,3132,3928,17316,2640,1995,4297,2955,3889,28356,-586,1721,3390,497,-459,-269,2560,810,2064,966,3615,3412,4176,4331,8870,-4833,-1995,648,8855,17731
3/6/2025,915,1873,-4050,2048,-524,683,1721,1665,6458,685,484,-158,2865,12806,10300,2980,6657,8261,2287,14804,-1297,6680,6948,-1559,1456,7067,-2294,8534,15325,15725,915,83,-1374,2048,-524,-966,1749,-513,6243,1246,2033,3468,2865,12806,12751,2380,6657,8335,425,8940,4806,7152,9137,14950,2325,8370,5585,8300,10091,12781,5396,1662,2680,4293,1561,3375,2425,3435,10512,-1246,3038,3690,5862,2018,15758,14450,8930,4390,15758,20409
3/7/2025,1525,2680,6706,2438,4047,13049,2124,1906,8260,1200,5247,13521,2580,3024,-2985,4559,4680,4186,8417,5287,5123,3915,5170,2329,3395,1337,3522,3675,3445,-907,1525,4220,6706,2438,4047,10600,2683,3484,8419,1540,3297,6423,2580,3024,5990,4559,4680,9899,8417,5287,10491,3915,4862,9336,5315,4605,4213,3675,5145,8197,5391,7408,5300,11466,5041,6557,4635,11595,2017,2241,1090,10106,4763,5317,4044,-1066,1347,1123,4547,11988
3/10/2025,1525,6327,15243,5412,6249,17773,5457,7007,11924,3656,5031,12406,-1730,-4490,-6385,2611,7258,10052,9120,-2000,21285,9141,14717,40487,-1075,-1055,-4270,12356,12097,45449,1525,6327,15243,5412,6249,17773,5457,7785,13710,3851,5234,14392,400,6090,7457,2895,7258,17829,8655,14748,23012,8890,13037,69551,3690,13591,22070,12356,14627,68518,6915,13918,4725,16830,4846,9882,4910,15885,-4180,-8370,4920,12400,14502,1508,13290,51454,5860,-4150,13280,38825
3/11/2025,1835,8085,8164,4135,6058,12192,6494,7274,16288,3065,5784,14261,2585,6702,19005,2445,4205,14663,7163,9928,29955,3156,-1457,4000,3360,4031,5287,870,-2522,10042,1835,8085,13410,4135,6058,9883,5100,9173,13454,3235,8250,13074,2585,6702,14497,2445,4205,13719,7666,10266,26185,3156,-218,17044,3360,9941,19363,870,-1492,25382,8569,11897,5715,14191,9707,14327,5855,19567,9430,20153,3410,15584,10766,23683,1962,6232,8985,5557,1942,5886
3/12/2025,20,4876,3625,-417,4794,3638,778,4620,7227,712,5349,2146,1825,7887,16810,1535,4307,15610,2006,2436,8016,1020,-5401,3381,2895,2892,3530,-685,-906,-692,20,4203,138,-417,4794,188,-264,3683,-126,350,4229,504,1825,8346,18998,1535,4307,13757,1052,4906,7580,1041,-6957,-24514,2420,5680,7782,-770,-8201,-30791,5890,1961,4963,4320,4614,4523,6608,4365,9063,20612,3841,9562,6741,9071,-5525,7669,6469,7731,-5530,-7234
3/13/2025,2975,4810,-1068,3386,4777,7420,2328,2261,7045,1380,5435,12555,2390,10646,1949,3440,9939,9700,6781,13065,15615,6200,16214,8950,3890,10268,-850,8577,10213,21019,2975,6310,6244,3751,4777,6894,3585,3001,6972,2435,4958,3825,2390,8815,6750,3815,9939,9700,8768,14325,15615,6200,15527,28533,3890,13595,14238,8577,16189,28810,2538,12455,3748,9256,956,11898,4063,12766,8300,1720,8891,13772,10014,14635,6857,18608,4472,-1542,6852,14687
3/14/2025,775,124,-2950,276,-309,-2944,-605,-860,-4969,285,-269,-1375,2070,3935,2311,2295,3962,14052,4810,8198,8068,2843,9009,7406,2726,49,-1236,3625,6072,18544,775,-2075,-7421,-264,-309,-5251,-269,-3775,-6821,11,-3610,-6731,2070,4275,-3020,2295,3962,10753,4426,7674,7552,2921,9378,49780,2726,6982,4260,3820,9503,51282,-2012,-3146,342,894,-3211,-1637,-307,-1881,3534,2241,5273,11923,5902,6943,11330,20737,70,2014,11330,20430
3/17/2025,-660,-2134,-1379,-940,-1720,250,-1635,-1501,2036,-19,-240,8246,525,746,4565,623,545,8550,657,2525,7598,465,-4775,3721,511,664,5820,-70,-2095,4148,-660,-1580,3595,-905,-1720,9398,-885,-947,5035,-1380,655,8785,550,2225,8552,-440,-1670,11141,2207,-2180,1891,-231,-8280,-20732,1055,-2515,1475,60,-8335,-18605,-429,5553,-1970,9026,-2448,5607,400,4731,875,5765,-67,6420,-1764,4429,-4074,3400,3385,10215,-4074,11789
3/18/2025,6040,11202,20596,6206,6116,7503,3740,6430,12158,5920,6450,19611,3990,16119,58391,7975,20114,51708,9223,19060,50278,6365,12727,2831,6195,14121,17218,4900,12462,-1335,6040,11202,23517,6678,6116,8686,4748,6593,12193,4960,10543,20693,3990,16119,59055,7975,20114,56660,9223,21774,52531,6365,12727,29314,6195,20464,52738,4900,12722,27307,7420,15918,3300,897,3639,3714,4370,2714,17357,38208,15826,1839,14540,31977,5402,-3068,5197,9201,5397,-2250
3/19/2025,455,1382,2226,981,2461,478,1115,729,3547,-500,2619,1011,730,1754,3454,905,3457,9108,2277,-1135,12090,1180,5445,-2370,995,146,-1269,1095,6195,13712,455,395,6223,330,2461,-2600,-1225,-581,-2634,-900,-2645,-1882,730,3954,8988,1105,3457,15847,5698,5537,13915,472,4984,35889,995,4225,13936,2499,5911,36340,-320,12905,2525,4521,474,4973,1565,-2260,3285,2781,1617,5492,5358,12925,9396,8561,1462,-130,9151,12039
3/20/2025,3010,5314,6241,2388,4647,7800,3147,5832,4760,2770,5545,9472,815,7982,1933,934,3078,11991,-875,-1336,-6830,2767,-3193,432,925,2578,2293,305,13114,-4243,3010,4630,6241,2388,4647,8111,3170,6176,5571,2375,4320,11822,1145,6384,15668,934,3078,15576,1970,4995,17627,6779,7110,-22077,2365,4200,17079,2920,4619,-20985,2970,-663,1222,3849,2496,2666,1663,1974,10574,16612,5773,22706,16035,734,-1426,-5863,2935,11526,-1431,-4492
3/21/2025,5,846,-4618,-810,307,-3465,-102,7895,-4437,-55,-1466,-3965,1885,9611,11036,2096,5906,2781,1333,-1145,-6272,1685,6500,-2624,825,1297,-1553,2144,1679,-6168,5,2190,-12291,-300,307,-8485,-265,8298,-9078,520,-508,-3234,1885,10933,6653,2096,5906,19106,1495,3978,13444,1726,3626,25399,825,1617,14384,2144,6530,27721,-408,-5140,-395,-3284,-1330,-2956,-425,-3145,4124,4266,2945,-6945,1692,-7455,3113,-6940,745,91,3113,-5584
3/24/2025,2010,3977,-2984,-673,665,-1870,-920,3725,-3267,693,2931,-1050,3720,-385,-1289,3335,3974,713,1715,940,10360,2980,8189,600,3780,-233,2908,3025,5954,6729,2010,3287,-3847,-587,665,-711,-716,3725,-2919,1124,2736,-1514,3720,4052,8243,3335,4049,11514,3161,6405,14500,2112,3613,36384,3780,5965,17180,3025,8507,40852,850,-370,374,2975,619,-88,284,3088,-2428,-2385,-350,3670,567,4858,7201,8422,-687,2967,7026,7860
3/25/2025,953,3869,1689,3230,5104,4735,3285,4128,4449,1395,6953,6685,995,3299,8783,225,612,660,2882,5215,5373,5445,4247,-1666,3755,2663,790,5440,5300,442,1300,5049,2636,3230,5104,6455,3285,4619,2200,405,4659,8323,995,3163,12521,-586,2472,4318,3221,4074,6604,4699,-943,-1745,4225,3554,3852,5255,-595,-1745,1529,2232,1446,-1000,1856,2087,1726,-970,1506,2594,-426,1162,1731,2989,2928,1599,1952,936,2928,-2146
3/26/2025,1550,-297,5821,1420,-378,945,-134,-955,-1362,995,599,6722,-1655,-3815,-6755,2135,3287,-3421,2555,-1888,-8643,5701,4084,1213,305,1441,-4475,4204,2046,9060,1550,1034,1558,1420,-378,5716,1620,-222,1823,115,-228,838,-530,-4150,-17535,2135,3287,2387,3203,2409,-6976,5126,4333,24622,2210,1735,-4100,4586,5580,26326,-1184,2340,-635,6074,-154,2307,-1366,6074,-3369,-8475,4182,1260,747,-4888,7959,-1682,-5255,-4145,7959,1067
3/27/2025,1185,5571,9935,3131,4225,7009,4202,4285,12510,0,3807,6469,2425,6911,10963,3060,2080,16210,4549,-505,28304,1770,-3080,977,3190,7495,871,2614,6853,4219,1185,3913,8835,1905,4225,5397,1915,3112,15512,2725,7698,5410,2425,7030,13198,3195,5545,14903,4629,8097,24385,4682,9246,23077,2665,6465,29221,2320,4951,21881,5355,12621,7610,6793,5672,14232,5180,3405,8210,14715,6405,12998,12354,21824,-434,3537,4082,425,-439,9690
3/28/2025,1930,4187,6633,2631,2315,7441,1141,3672,7828,2470,2718,4798,-1520,-4200,-6615,1877,9615,12423,5146,-1495,-7407,6925,21779,-1450,3763,2166,-4500,7551,18226,64264,1930,4403,6633,2631,2315,7441,2037,3812,8000,2495,2690,4508,3235,4825,-3607,1877,9615,16560,5691,16724,11717,6925,20080,75086,3890,15799,12693,7551,21689,78336,1156,1537,-850,5101,1607,2190,-480,5516,-4085,-8280,7054,11608,7524,-4767,12589,31159,-509,-4160,12514,26390
3/31/2025,-290,-1259,3427,-605,-950,-5980,-2029,-3727,-5384,-145,360,-5777,-946,-4495,-5765,-180,-3853,-6957,-1700,-1570,-7895,1595,7161,-2482,-831,-1700,-4720,2345,5486,-1010,-290,-630,-6219,-605,-950,-2360,-570,-1835,-4585,-1185,-1705,-4305,700,-4727,-1488,-180,-2399,-18935,-4270,-3270,-16653,1182,6244,19523,790,-4030,-15548,2345,7146,18457,-3414,-6920,-475,-1069,-4325,-5110,-675,-1016,-4410,-8298,-2610,-6945,-1344,-7203,8335,-6920,-6420,-5365,8310,15055
4/1/2025,3080,3761,8283,3077,2775,9191,4037,3130,7800,2690,4540,8027,1095,-105,-3335,2800,3965,3589,2626,-1352,795,2359,2350,6619,1212,872,-380,2398,3180,905,3080,3100,6228,4241,2775,8210,4402,3768,5262,2415,4682,16784,1095,2705,5825,2800,3965,4406,3995,1805,125,649,-177,-4573,1635,1300,80,2043,2350,-3016,4214,9969,2238,8155,2736,8709,4826,10020,949,-630,1950,4578,1585,6450,667,2144,-1170,604,667,19017
4/2/2025,1405,3175,10888,3684,6573,13093,4285,5598,11432,757,5498,15272,1420,-2865,-3403,-220,-70,6991,5926,-910,12926,775,4018,-2701,1650,-1725,-4290,2545,4099,6979,1405,5303,10888,3684,6573,13093,2956,6149,11432,1357,7769,14380,1420,2755,3516,910,1150,7735,6226,6960,13120,415,2927,17028,1800,5465,10055,2545,4013,17559,4780,9063,5708,11244,5613,10071,4555,14747,-3048,-5535,-644,7302,2731,5864,4697,7663,-1392,-5350,4692,3127
4/3/2025,187,2966,-241,1145,140,204,128,-1029,2620,1105,1640,-1436,715,2870,32,851,220,5964,5557,3290,1587,3943,8504,20355,940,2398,2544,4403,8814,23037,410,2391,1534,1650,140,-687,1035,-1420,2405,740,465,3415,715,2870,-482,851,220,6378,5557,4438,1920,4054,6265,26567,940,1293,1514,4798,7461,25830,800,929,10,-2345,1043,3549,-80,-2136,814,-2447,-1040,13786,7003,1064,8497,29118,1122,4650,8487,12724
4/4/2025,2155,4066,7489,3615,3195,9378,2862,3541,8592,1875,1366,6761,3235,5798,3479,4060,8260,21139,11601,13730,17129,4090,15542,-2272,4310,7388,1165,9505,5280,30159,2155,3505,7489,3615,3195,9378,2862,3239,8592,2360,6658,12395,3235,5798,5903,4060,8260,21139,12078,11455,17129,4090,15542,44691,4310,9860,13682,9505,15367,41814,3630,25047,3305,24145,3322,19854,4176,22493,6367,9108,9210,19651,13535,23868,33496,47792,7210,73,33456,25824
4/7/2025,1175,3525,-4015,-123,3605,-4835,1540,4726,-4015,-575,2525,3949,1070,6760,11875,2080,6190,16220,3336,-1040,4754,-470,4385,-2310,1715,4560,-40,4575,4470,5695,1175,3525,-1215,745,3605,24,758,1675,-4133,-165,1455,-806,1070,6760,11875,2080,6190,16220,3336,6260,4754,5020,4385,15587,1715,5025,4330,4575,4135,16770,3369,-503,470,2419,4801,-1142,915,3718,6350,10890,5380,17790,5550,7610,11575,13561,3625,-870,11310,6244
4/8/2025,1785,3974,3393,4055,3485,11793,2308,3436,-3907,4700,7883,11402,-195,-1090,-5613,-1325,330,-3154,-1654,-1257,-7017,-1240,12245,-2825,2030,5965,-1868,7270,6285,12689,1785,4815,5378,4055,3485,9357,4140,3465,7385,5665,7099,11497,-195,-1090,-5920,-135,330,-455,2620,2880,-3503,6502,11079,14119,2230,1435,-5345,7270,12045,8727,4486,7403,3835,8960,5190,6537,3375,23010,-370,-6870,1370,325,5640,-8127,10290,-5603,-2125,-5250,10240,-6905
4/9/2025,2790,5322,7023,2395,3615,7727,1888,2510,5223,3400,3479,6773,2510,4869,2489,4255,7150,11364,7995,13158,183582,3510,14915,41731,5130,4430,5135,6485,4330,32323,2790,6360,6526,2645,3615,5932,2935,4350,4795,2805,4595,7426,2510,4869,2489,4255,7150,9800,7995,13158,183582,3510,14600,51110,5130,11225,181256,6485,14865,52352,5815,4834,3318,4440,3945,2911,5538,6377,3290,-1532,8520,12373,11292,15133,18342,50423,737,3963,18277,198442
4/10/2025,2795,5622,9287,4062,3185,4149,2859,5245,7023,2115,2225,8601,1935,4886,14926,1745,2250,18876,7751,9416,20165,5440,8370,33013,3950,6230,1482,5995,6515,29724,2795,3200,9287,4062,3185,8311,3210,4831,7062,2355,2317,6711,2310,4745,13573,1220,2250,14113,7830,9625,20165,5440,8370,35737,3950,9295,19650,5995,8310,32097,6199,6474,612,4175,5243,3943,3659,3375,6478,13244,3760,14773,10979,15785,11910,32627,1189,1601,11890,19732
4/11/2025,1040,-2168,-3796,-172,310,20,-2319,-3042,-5135,230,650,1449,995,4255,5725,1100,2520,18745,1325,5587,8427,4510,13710,4480,2600,3230,208,4595,10340,24885,1040,-552,-697,-172,310,6878,-172,-3772,6516,603,-2527,4873,995,4322,4878,1100,2520,18745,2240,5658,8427,4770,12962,25807,2600,3317,6778,4595,13350,28955,205,2040,180,618,-2315,1027,-1465,2713,4295,3701,4460,7866,7510,2012,14274,10842,3885,3186,14044,25764
4/14/2025,3145,4674,6712,3275,6077,8082,2610,3822,3804,3974,6790,9630,3305,2780,-60,4680,7333,-2030,3953,5800,492,5555,1583,2290,4150,-341,350,6355,272,-3418,3145,5185,6712,3275,6077,8082,2610,4923,3727,3249,6985,9494,3305,4306,2217,4680,7333,25,3709,5303,-867,5555,590,-26293,4150,4985,-2195,6355,1383,-23203,2318,8463,2438,8877,4329,3448,4830,9857,5404,1541,4695,6008,5171,3528,-3435,-1917,2996,1985,-3650,-800
4/15/2025,2080,3400,517,3030,3325,-2621,230,1575,-109,1520,1970,-1117,3480,6853,12009,4065,2420,4432,3390,1112,12880,1903,3039,-2900,3920,626,1111,-431,-1659,-6876,2080,3534,2405,3030,3325,-3215,560,845,-52,2375,2455,-2080,3480,6853,10719,3839,2420,-5690,79,5562,10262,3898,3995,-44958,3920,7806,9243,1074,880,-43025,3921,3226,950,-4062,1917,-5452,1246,-4062,10405,13785,2705,2124,9224,13186,-4173,-6560,2306,181,-4173,1653
4/16/2025,-210,-1697,-4091,730,-1112,4247,26,-1097,-4696,-650,1764,4947,280,-3831,-5955,1650,4129,11131,3472,-1843,8509,3260,7489,11616,2177,4255,1814,5470,3152,15084,-210,-607,-291,980,-1112,1393,830,-7,1644,-530,-112,756,280,-686,-1008,1650,4129,11949,3950,3646,8857,3037,6943,34906,1735,2150,7302,5470,7389,33557,-642,2246,-1155,5349,-1142,-4714,-1015,5349,-950,-4567,5060,13176,9396,11269,12512,19189,3629,-1657,12482,16688
4/17/2025,780,2881,14939,1018,2450,14625,1724,5839,12109,1245,2030,14860,1760,8397,17100,1860,6340,13874,8021,6149,17209,3855,746,4462,4276,9765,5948,4216,1374,8213,780,3097,14939,1018,2450,13137,1843,4675,9346,1698,3482,9798,1760,7424,17873,1860,6340,11692,9369,9053,17396,3855,1453,-1381,4276,14010,14378,4216,987,-5035,4534,9020,2845,10979,7813,8970,2920,10944,7972,8436,2065,4501,4752,3416,2842,-4840,4306,5648,2837,1682
4/21/2025,3280,4391,11721,4162,6128,12532,3079,5875,10433,3730,5742,12316,380,-700,-5287,2090,4620,10487,8430,1817,11862,5555,26623,-1070,3798,4181,-3600,5752,9020,615,3280,5700,11204,4162,6128,12989,3828,5660,13352,3845,6677,9103,380,-1170,-2138,2090,4620,1725,5930,5345,7407,5292,25540,34475,3035,3740,3760,5752,24617,34185,4410,8867,3025,12536,3458,9215,2450,14138,-1165,-927,-51,-3965,9012,1817,-710,3338,2343,-3940,-710,4264
4/22/2025,2641,6488,7474,3525,4168,4805,3714,5293,2884,3114,3803,6205,1875,14549,14779,2505,4174,7912,8978,14495,10839,2160,3684,81,2785,12059,3802,2845,-543,5788,2795,6488,7994,3525,4168,5436,2371,9544,1192,2894,2954,6049,1875,16679,9860,2505,4174,4510,16715,18770,8184,3974,4172,-11744,2875,17384,4935,2845,3474,-10875,4821,3725,2807,7000,5852,6256,8575,9137,5298,7214,3639,4051,5855,7026,3317,10320,16741,5979,3307,7628
4/23/2025,1146,857,4480,3873,2577,1664,1280,1138,-1447,1585,660,8322,3945,3586,2408,1190,25,10089,6008,1087,15135,4595,4214,-2995,1440,3913,3925,3980,7319,-7023,1855,1767,4724,3873,2577,2606,2700,2725,265,2599,4732,8486,3945,3586,2457,2765,1801,11620,5475,4410,16888,4595,8058,26514,3895,4917,15373,3980,6382,23363,2404,1028,1755,839,2582,-5023,1920,6584,1323,4106,4364,12951,6455,4464,8739,-6736,918,789,8724,-6744
4/24/2025,840,2121,3858,1800,1715,5958,1207,2334,3765,1775,535,5998,2370,-2180,-6250,2835,4181,6705,4841,1988,4676,2985,12180,8613,3995,-1488,524,4160,7949,25337,840,2890,4288,1800,1715,5958,1765,2515,1918,1810,2597,4046,2370,4113,-5767,2835,4181,10529,5144,6395,6705,2985,10419,44365,3995,5735,5259,4160,12175,44430,3033,7560,1923,11016,2888,7560,2194,9003,-2925,-5325,3464,7290,4271,5734,16194,33317,-434,-3960,16189,33163
4/25/2025,-1975,-1167,-4385,1914,-625,-5398,-1625,-3994,-5398,-565,-165,-4288,465,1620,-3836,1315,1955,460,2885,1665,7501,3215,9300,3861,-120,1794,12,5210,7144,22603,-410,77,-3468,1129,-625,-2729,299,-2711,-6546,384,-1160,-390,465,3865,6571,1315,1955,6292,3250,6552,6658,2939,7342,31960,1315,4754,7597,5210,9828,33489,-3697,-3086,-1195,-1864,-4377,-1526,700,-1636,-1624,-8580,4035,8573,4859,-3686,9900,15777,-1995,-3905,9900,23718
4/28/2025,790,1077,3036,-145,-1045,2490,-498,-215,-26,1350,1488,619,-1165,-4109,-3008,-645,-2510,-991,34,-1988,2829,1891,3464,-627,-420,-1131,-320,1661,2111,-1252,790,1755,3124,-650,-1045,-487,-440,0,-878,160,575,3017,-1165,-2215,-5170,-645,-3575,-8500,-2895,-2980,-9263,1891,-228,7930,-420,-4380,-10950,1661,3434,-12643,-3303,4842,865,4595,-2123,4715,450,4406,-2107,-2664,-2247,548,-4427,887,2724,-2658,-2425,639,2484,10175
4/29/2025,-50,1817,-3743,1300,692,-2867,-438,2752,-4506,-650,492,-2979,325,1695,4373,-445,-1815,-1179,2463,213,-1575,720,-1965,-334,1308,-392,-403,2185,-1411,-3330,-50,655,-6707,1300,692,-1257,324,-102,-1921,-330,-2438,-3693,325,2135,9579,755,-1815,821,2720,-1903,587,3164,-4706,-13671,1280,-2394,-1156,2185,-4740,-13233,-282,-4222,-482,-1650,1287,-3473,-260,-3142,4935,4336,-1744,-3266,938,-3369,-2135,-3733,1206,-87,-2140,-4126
4/30/2025,-140,-185,-4530,-1715,215,-4530,-1939,-2452,-4530,-515,1170,-995,660,3310,2605,385,3610,-5635,-1600,-1556,386,2470,8373,-2970,1195,4453,-5630,2770,4586,-7495,-140,1030,-1706,-640,215,2445,-600,-420,-1928,-530,1455,1661,660,5672,5293,945,3610,7338,3385,7432,4176,2470,7097,18477,1195,6244,4997,2770,8452,17770,1113,-3689,266,986,2005,-1928,886,-154,2677,18799,-601,-6385,4676,-1096,10287,-6885,-999,-4000,10267,7626
5/1/2025,1380,-196,-2228,1730,185,5206,1108,-1010,-3743,965,-314,5909,1805,4275,4287,1270,296,4967,5263,3956,-3280,1175,-1712,4166,516,168,3260,-535,709,3300,1380,478,-2642,1980,185,3678,2591,160,-1602,815,900,-99,1805,4274,7264,1270,296,3530,6966,3064,-2204,960,-6866,-28533,835,2414,-6011,70,-8671,-40855,1606,5883,125,7061,1406,4423,4029,7586,2722,5901,5238,6642,2060,1186,435,7055,2486,4335,435,6704
5/2/2025,1975,1401,4547,-390,707,312,1247,4036,8409,-590,789,2511,1555,5712,-4408,1840,3909,-2422,4383,4915,3118,3650,6534,-132,2005,5319,-1657,3875,2955,145,604,419,7151,29,707,3856,196,1749,5660,775,722,3808,1555,3722,-7816,2030,3909,-7937,1892,3955,6579,4114,4990,1213,2155,4345,6404,4300,4930,2079,2806,3344,3198,-2941,4126,-1614,3623,-5940,-2512,-5243,-1960,-1452,-660,2461,14018,-6091,-1944,-5205,14018,1411
5/5/2025,775,3788,4422,3758,2844,4237,3832,3148,3155,1650,3464,2291,1975,1451,4576,1995,4862,2966,5513,5887,4055,2844,10182,1763,4150,4035,2916,4173,2637,-4191,775,3333,5580,3758,2844,1957,3343,3585,3373,105,2198,1318,1975,2387,5223,1995,4863,10932,8141,4406,4825,4679,10182,-5523,4150,3886,4661,4173,10182,-5523,2708,12995,2819,8378,3457,11368,2040,10302,-1465,-2325,4487,1826,7017,2266,7489,-3134,1700,-2280,7489,-5152
